rup_mag,dist_rjb,result_type,damping,pgv,pga,0.0500,0.1000,0.2000,0.3003,0.5000,1.0000,2.0000,5.0000,10.0000
5.50,15.00,MEAN,5.0,4.27070919e+01,8.26569402e-02,1.10402606e-01,1.73212538e-01,1.77492221e-01,1.43773659e-01,9.19981988e-02,3.97355588e-02,1.34393828e-02,1.82759232e-03,3.16868687e-04
5.50,20.00,MEAN,5.0,3.30369541e+01,6.54152980e-02,8.61746096e-02,1.34858810e-01,1.42685330e-01,1.16433868e-01,7.32958397e-02,3.11945931e-02,1.05676720e-02,1.52538448e-03,2.86734087e-04
5.50,25.00,MEAN,5.0,2.68596284e+01,5.37129895e-02,7.00453524e-02,1.09390429e-01,1.17999271e-01,9.76965718e-02,6.08666395e-02,2.56023202e-02,8.72929810e-03,1.31243960e-03,2.65264617e-04
5.50,29.99,MEAN,5.0,2.25631640e+01,4.50899054e-02,5.84089400e-02,9.11337675e-02,1.00364315e-01,8.39613329e-02,5.19253371e-02,2.17810757e-02,7.42983766e-03,1.16005699e-03,2.46592194e-04
5.50,39.99,MEAN,5.0,1.70568959e+01,3.35103778e-02,4.27345686e-02,6.64935201e-02,7.59065625e-02,6.49649823e-02,3.99281625e-02,1.66295051e-02,5.72505053e-03,9.50121891e-04,2.20789962e-04
5.50,50.00,MEAN,5.0,1.35643816e+01,2.58689812e-02,3.26421927e-02,5.06849852e-02,5.98383107e-02,5.22491614e-02,3.21054916e-02,1.34641619e-02,4.64921173e-03,8.09616451e-04,2.00714766e-04
5.50,59.98,MEAN,5.0,1.11609201e+01,2.04493413e-02,2.56436195e-02,3.97538619e-02,4.83258303e-02,4.31299867e-02,2.65264617e-02,1.11990021e-02,3.90103031e-03,7.06771981e-04,1.84960642e-04
5.50,69.98,MEAN,5.0,9.42757509e+00,1.65074247e-02,2.05342727e-02,3.17379831e-02,3.96898378e-02,3.61975623e-02,2.24739456e-02,9.53628725e-03,3.36340623e-03,6.26728327e-04,1.72059765e-04
5.50,79.98,MEAN,5.0,8.09841447e+00,1.34270104e-02,1.67370658e-02,2.58094841e-02,3.30962908e-02,3.08091222e-02,1.92654574e-02,8.26950139e-03,2.93007896e-03,5.64910080e-04,1.60575515e-04
5.50,89.95,MEAN,5.0,7.05180022e+00,1.11116697e-02,1.36514670e-02,2.11582295e-02,2.78214220e-02,2.65753703e-02,1.67524883e-02,7.25402962e-03,2.60063453e-03,5.13545969e-04,1.51977510e-04
5.50,100.00,MEAN,5.0,6.28492356e+00,9.36223039e-03,1.14783463e-02,1.76676719e-02,2.39816646e-02,2.32369608e-02,1.47971925e-02,6.50398191e-03,2.34681753e-03,4.75750578e-04,1.44803588e-04
5.50,109.90,MEAN,5.0,5.65457541e+00,7.92098744e-03,9.67563160e-03,1.48791912e-02,2.06243051e-02,2.05390014e-02,1.32336403e-02,5.87190911e-03,2.15267925e-03,4.43996273e-04,1.38924654e-04
5.50,119.95,MEAN,5.0,5.10387465e+00,6.73874968e-03,8.20312491e-03,1.25539191e-02,1.79878528e-02,1.81000312e-02,1.18789847e-02,5.34169792e-03,1.97323734e-03,4.15316633e-04,1.33468667e-04
5.50,149.97,MEAN,5.0,3.89493308e+00,4.22551185e-03,5.09306624e-03,7.81230741e-03,1.19558188e-02,1.28374665e-02,8.76757166e-03,4.12077901e-03,1.56956507e-03,3.48882611e-04,1.19585720e-04
5.50,199.99,MEAN,5.0,2.63269167e+00,2.03272826e-03,2.42147129e-03,3.69640309e-03,6.35593320e-03,7.58716143e-03,5.58443608e-03,2.84039883e-03,1.13914583e-03,2.71881292e-04,1.01503104e-04
5.50,250.03,MEAN,5.0,1.88018247e+00,1.01503104e-03,1.19888996e-03,1.82506915e-03,3.50170313e-03,4.62146134e-03,3.69895736e-03,2.04540505e-03,8.66920603e-04,2.19017756e-04,8.75950015e-05
5.50,299.92,MEAN,5.0,1.38324784e+00,5.17343890e-04,6.04198057e-04,9.18288878e-04,1.96643377e-03,2.88854624e-03,2.52684920e-03,1.51558160e-03,6.80110257e-04,1.81250546e-04,7.62744921e-05
5.50,349.95,MEAN,5.0,1.03681196e+00,2.67349468e-04,3.11013560e-04,4.70846476e-04,1.12610613e-03,1.82296917e-03,1.74493528e-03,1.15074560e-03,5.45606235e-04,1.51035600e-04,6.68158233e-05
5.50,399.94,MEAN,5.0,7.91042833e-01,1.40436282e-04,1.61428170e-04,2.45289707e-04,6.51147420e-04,1.16809812e-03,1.22568628e-03,8.85889031e-04,4.43996273e-04,1.28226954e-04,5.87867329e-05
5.50,500.03,MEAN,5.0,4.76760207e-01,3.92988032e-05,4.48724027e-05,6.77765291e-05,2.23038237e-04,4.89079348e-04,6.19839608e-04,5.40106401e-04,3.03444538e-04,9.40977685e-05,4.61720678e-05
5.50,749.89,MEAN,5.0,1.51774916e-01,1.77410502e-06,1.99424873e-06,2.99901974e-06,1.65492884e-05,6.04615567e-05,1.24531530e-04,1.75097250e-04,1.30791441e-04,4.69763559e-05,2.59525075e-05
5.50,1000.00,MEAN,5.0,5.25170110e-02,8.55026006e-08,9.46192115e-08,1.41833665e-07,1.30701125e-06,7.94656288e-06,2.69450705e-05,6.19554227e-05,6.15856209e-05,2.50714426e-05,1.50549502e-05
5.60,0.10,MEAN,5.0,2.13550209e+02,4.07736250e-01,6.00730005e-01,8.49726817e-01,7.13475927e-01,5.41725557e-01,3.86704588e-01,1.82464896e-01,6.18841349e-02,6.20696540e-03,7.01098962e-04
5.60,1.00,MEAN,5.0,2.00124380e+02,3.60976828e-01,5.25871124e-01,7.70689291e-01,6.65547911e-01,5.10951083e-01,3.64316906e-01,1.72178660e-01,5.87461384e-02,5.98107605e-03,6.88143995e-04
5.60,2.00,MEAN,5.0,1.74582215e+02,2.93210369e-01,4.21385245e-01,6.41622115e-01,5.79134349e-01,4.50587692e-01,3.19653397e-01,1.51558160e-01,5.21650135e-02,5.51288997e-03,6.60966311e-04
5.60,5.00,MEAN,5.0,1.12021143e+02,1.86028432e-01,2.58808970e-01,4.05676008e-01,3.92084184e-01,3.11945931e-01,2.14970727e-01,9.99261890e-02,3.49767397e-02,4.15316633e-03,5.74882812e-04
5.60,10.00,MEAN,5.0,6.76861793e+01,1.21109810e-01,1.63824679e-01,2.55728614e-01,2.60243160e-01,2.10513196e-01,1.38892669e-01,6.25430886e-02,2.19724925e-02,2.94495949e-03,4.81702970e-04
5.60,15.00,MEAN,5.0,4.87528490e+01,9.09241656e-02,1.21081927e-01,1.88312576e-01,1.97869713e-01,1.61763049e-01,1.04130829e-01,4.60552691e-02,1.61428170e-02,2.32583726e-03,4.27247298e-04
5.60,20.00,MEAN,5.0,3.81416960e+01,7.28080374e-02,9.54507454e-02,1.48791912e-01,1.59506845e-01,1.32214572e-01,8.37682272e-02,3.66420130e-02,1.28552144e-02,1.96326681e-03,3.88578998e-04
5.60,25.00,MEAN,5.0,3.12968047e+01,6.03641826e-02,7.83392347e-02,1.22061675e-01,1.33100389e-01,1.11809659e-01,7.02229912e-02,3.04634667e-02,1.07171504e-02,1.70678699e-03,3.59897910e-04
5.60,29.99,MEAN,5.0,2.65950003e+01,5.12482836e-02,6.60053783e-02,1.02065584e-01,1.14387699e-01,9.68008842e-02,6.04476365e-02,2.60482964e-02,9.20829713e-03,1.52538448e-03,3.36960756e-04
5.60,39.99,MEAN,5.0,2.02814966e+01,3.85548772e-02,4.90319679e-02,7.56796865e-02,8.76555309e-02,7.57494222e-02,4.70413010e-02,2.03085691e-02,7.20409323e-03,1.25654870e-03,3.02537577e-04
5.60,50.00,MEAN,5.0,1.63870206e+01,3.01841760e-02,3.79821307e-02,5.83551681e-02,6.97877705e-02,6.16139887e-02,3.82542176e-02,1.64808393e-02,5.91942230e-03,1.07988951e-03,2.78150167e-04
5.60,59.98,MEAN,5.0,1.35643816e+01,2.41478975e-02,3.01494452e-02,4.61508096e-02,5.68433055e-02,5.12246883e-02,3.19653397e-02,1.38924654e-02,5.00701998e-03,9.50121891e-04,2.56672490e-04
5.60,69.98,MEAN,5.0,1.15637848e+01,1.95875142e-02,2.43376883e-02,3.71945513e-02,4.71280341e-02,4.33889684e-02,2.72194487e-02,1.19338156e-02,4.34990051e-03,8.48749095e-04,2.40868121e-04
5.60,79.98,MEAN,5.0,1.00069101e+01,1.61391004e-02,1.99424873e-02,3.04564531e-02,3.95712095e-02,3.71004626e-02,2.35927912e-02,1.04034965e-02,3.82630270e-03,7.68739726e-04,2.26557959e-04
5.60,89.95,MEAN,5.0,8.77000821e+00,1.34270104e-02,1.64998245e-02,2.51118856e-02,3.34564090e-02,3.20907099e-02,2.05200930e-02,9.19770178e-03,3.40784101e-03,7.02391625e-04,2.13638404e-04
5.60,100.00,MEAN,5.0,7.83068943e+00,1.12974213e-02,1.37714391e-02,2.10416273e-02,2.87792402e-02,2.81111961e-02,1.82885521e-02,8.25618326e-03,3.09442046e-03,6.50997505e-04,2.03600727e-04
5.60,109.90,MEAN,5.0,7.05180022e+00,9.57148503e-03,1.16567994e-02,1.77860424e-02,2.48244322e-02,2.47787460e-02,1.63335025e-02,7.46069566e-03,2.82539599e-03,6.07126689e-04,1.94975178e-04
5.60,119.95,MEAN,5.0,6.37969623e+00,8.14290418e-03,9.88733672e-03,1.49961344e-02,2.15863555e-02,2.19522644e-02,1.46581555e-02,6.78389823e-03,2.58570708e-03,5.67909749e-04,1.87836213e-04
5.60,149.97,MEAN,5.0,4.86183258e+00,5.12482836e-03,6.16139887e-03,9.33424776e-03,1.43906140e-02,1.55338578e-02,1.08038694e-02,5.25387002e-03,2.06290546e-03,4.75750578e-04,1.67756488e-04
5.60,199.99,MEAN,5.0,3.30369541e+00,2.47616354e-03,2.94428146e-03,4.44098519e-03,7.66265592e-03,9.19135043e-03,6.89571533e-03,3.61975623e-03,1.50966061e-03,3.71517542e-04,1.41670467e-04
5.60,250.03,MEAN,5.0,2.36374161e+00,1.23191098e-03,1.46008898e-03,2.18564349e-03,4.22064985e-03,5.61021267e-03,4.57909153e-03,2.61926430e-03,1.14942152e-03,2.99074458e-04,1.21865093e-04
5.60,299.92,MEAN,5.0,1.73260674e+00,6.31945062e-04,7.37189812e-04,1.10657110e-03,2.37453910e-03,3.49204092e-03,3.11300146e-03,1.95739883e-03,9.02774585e-04,2.46195054e-04,1.05822819e-04
5.60,349.95,MEAN,5.0,1.30677254e+00,3.27702175e-04,3.79821307e-04,5.68433055e-04,1.35512490e-03,2.20789962e-03,2.16361172e-03,1.48620708e-03,7.24902044e-04,2.06908973e-04,9.24867087e-05
5.60,399.94,MEAN,5.0,9.99309463e-01,1.71229790e-04,1.98234539e-04,2.96400768e-04,7.86645974e-04,1.41214510e-03,1.52152581e-03,1.14045807e-03,5.90444830e-04,1.75218244e-04,8.12978994e-05
5.60,500.03,MEAN,5.0,6.02975963e-01,4.82924595e-05,5.50781475e-05,8.21824955e-05,2.69823222e-04,5.94400717e-04,7.70511854e-04,6.97556395e-04,4.03626177e-04,1.28079412e-04,6.35154420e-05
5.60,749.89,MEAN,5.0,1.92043671e-01,2.19270054e-06,2.45741964e-06,3.64988621e-06,2.00253135e-05,7.34309800e-05,1.54945627e-04,2.28075862e-04,1.74895777e-04,6.38821206e-05,3.55614388e-05
5.60,1000.00,MEAN,5.0,6.68805753e-02,1.05944722e-07,1.17294953e-07,1.73212538e-07,1.59506845e-06,9.66672412e-06,3.35026627e-05,8.04969313e-05,8.26569402e-05,3.39843779e-05,2.05012020e-05
5.70,0.10,MEAN,5.0,2.26986485e+02,4.15125417e-01,6.05451451e-01,8.56799737e-01,7.48306167e-01,5.77669349e-01,4.11793346e-01,1.97187474e-01,6.95151276e-02,7.55230159e-03,9.13228222e-04
5.70,1.00,MEAN,5.0,2.14881981e+02,3.69555206e-01,5.34169792e-01,7.82310797e-01,7.01583432e-01,5.46863987e-01,3.90912290e-01,1.86887100e-01,6.62184978e-02,7.30935953e-03,8.99040641e-04
5.70,2.00,MEAN,5.0,1.88018247e+02,3.03025603e-01,4.30902808e-01,6.55660959e-01,6.12744363e-01,4.83926410e-01,3.44809581e-01,1.66295051e-01,5.91942230e-02,6.78077485e-03,8.65923098e-04
5.70,5.00,MEAN,5.0,1.22630924e+02,1.97096687e-01,2.70632111e-01,4.21967812e-01,4.22064985e-01,3.40156931e-01,2.34519697e-01,1.11398495e-01,4.03626177e-02,5.15085500e-03,7.56971144e-04
5.70,10.00,MEAN,5.0,7.57530285e+01,1.30580800e-01,1.75703060e-01,2.72006526e-01,2.84170718e-01,2.32369608e-01,1.54945627e-01,7.12162866e-02,2.58570708e-02,3.70066118e-03,6.39409853e-04
5.70,15.00,MEAN,5.0,5.53350109e+01,9.97882312e-02,1.31758707e-01,2.03413290e-01,2.18262600e-01,1.81000312e-01,1.17673677e-01,5.32695864e-02,1.92832097e-02,2.96059720e-03,5.69218917e-04
5.70,20.00,MEAN,5.0,4.37824439e+01,8.08126455e-02,1.05288109e-01,1.62734384e-01,1.78681391e-01,1.48929017e-01,9.57589388e-02,4.28232204e-02,1.55445919e-02,2.50714426e-03,5.21890419e-04
5.70,25.00,MEAN,5.0,3.63998840e+01,6.77609248e-02,8.74942121e-02,1.34858810e-01,1.51105170e-01,1.27461588e-01,8.09616451e-02,3.60561477e-02,1.30942107e-02,2.20535914e-03,4.86048184e-04
5.70,29.99,MEAN,5.0,3.10241577e+01,5.80202137e-02,7.43154864e-02,1.14045807e-01,1.30701125e-01,1.11167880e-01,7.02229912e-02,3.10512669e-02,1.13443424e-02,1.97869713e-03,4.57382269e-04
5.70,39.99,MEAN,5.0,2.40436280e+01,4.43485397e-02,5.61538224e-02,8.57984267e-02,1.00966970e-01,8.80601304e-02,5.54216338e-02,2.45741964e-02,8.99869070e-03,1.64618759e-03,4.12932746e-04
5.70,50.00,MEAN,5.0,1.96110118e+01,3.51058364e-02,4.39217185e-02,6.69544311e-02,8.11856598e-02,7.22735395e-02,4.55071172e-02,2.01594799e-02,7.47445144e-03,1.43014254e-03,3.81398802e-04
5.70,59.98,MEAN,5.0,1.65196180e+01,2.83321364e-02,3.52597578e-02,5.34785132e-02,6.68004402e-02,6.05869827e-02,3.83865715e-02,1.72178660e-02,6.39704380e-03,1.26729968e-03,3.54143540e-04
5.70,69.98,MEAN,5.0,1.41026264e+01,2.32851653e-02,2.87262757e-02,4.34789777e-02,5.57672622e-02,5.16035197e-02,3.29442272e-02,1.48620708e-02,5.59086910e-03,1.14019550e-03,3.32643717e-04
5.70,79.98,MEAN,5.0,1.23424109e+01,1.92167228e-02,2.36254084e-02,3.58079390e-02,4.70088173e-02,4.45429857e-02,2.86206389e-02,1.30671033e-02,4.94742620e-03,1.03771794e-03,3.13963618e-04
5.70,89.95,MEAN,5.0,1.08918086e+01,1.61391004e-02,1.97051309e-02,2.97563271e-02,4.00478610e-02,3.86437554e-02,2.52684920e-02,1.16112593e-02,4.43996273e-03,9.52970209e-04,2.98249225e-04
5.70,100.00,MEAN,5.0,9.72299360e+00,1.35512490e-02,1.64998245e-02,2.49907520e-02,3.44175003e-02,3.38906052e-02,2.23346589e-02,1.04322822e-02,4.03626177e-03,8.83648052e-04,2.83909107e-04
5.70,109.90,MEAN,5.0,8.75588401e+00,1.15419536e-02,1.40081029e-02,2.10416273e-02,2.97426270e-02,2.99143330e-02,1.99608635e-02,9.44668262e-03,3.69214990e-03,8.23150648e-04,2.72445303e-04
5.70,119.95,MEAN,5.0,7.93779722e+00,9.83058413e-03,1.18707819e-02,1.79010838e-02,2.59047452e-02,2.65753703e-02,1.80085740e-02,8.60952764e-03,3.39296457e-03,7.71754774e-04,2.60963233e-04
5.70,149.97,MEAN,5.0,6.07015806e+00,6.20839477e-03,7.41958004e-03,1.11244699e-02,1.72694825e-02,1.88703226e-02,1.32886029e-02,6.66621512e-03,2.70569802e-03,6.46367221e-04,2.32262622e-04
5.70,199.99,MEAN,5.0,4.13713793e+00,3.00593319e-03,3.54959925e-03,5.30126268e-03,9.19770178e-03,1.11039967e-02,8.48749095e-03,4.62039733e-03,1.97323734e-03,5.02897324e-04,1.96417113e-04
5.70,250.03,MEAN,5.0,2.95460889e+00,1.50307041e-03,1.76880242e-03,2.62711645e-03,5.07200093e-03,6.77765291e-03,5.65430621e-03,3.34025271e-03,1.50966061e-03,4.04742980e-04,1.67756488e-04
5.70,299.92,MEAN,5.0,2.17570495e+00,7.71221848e-04,8.96147143e-04,1.32519358e-03,2.86602071e-03,4.22356638e-03,3.85282537e-03,2.50137799e-03,1.19145961e-03,3.33794614e-04,1.44803588e-04
5.70,349.95,MEAN,5.0,1.63870206e+00,4.00386407e-04,4.62998223e-04,6.84666887e-04,1.64277969e-03,2.68274457e-03,2.68027481e-03,1.89836328e-03,9.56707821e-04,2.79434049e-04,1.26875955e-04
5.70,399.94,MEAN,5.0,1.25834579e+00,2.10658663e-04,2.40979070e-04,3.56844760e-04,9.48591709e-04,1.72020151e-03,1.88442703e-03,1.46278105e-03,7.80331834e-04,2.35602191e-04,1.11270317e-04
5.70,500.03,MEAN,5.0,7.61552766e-01,5.92487680e-05,6.74185371e-05,9.92840134e-05,3.24996979e-04,7.18917945e-04,9.53409169e-04,8.97592726e-04,5.35154676e-04,1.73691803e-04,8.67519657e-05
5.70,749.89,MEAN,5.0,2.43108420e-01,2.71006261e-06,3.02676933e-06,4.42873123e-06,2.42258668e-05,8.89568353e-05,1.92654574e-04,2.94292588e-04,2.33173571e-04,8.63931530e-05,4.83147041e-05
5.70,1000.00,MEAN,5.0,8.50158693e-02,1.31819398e-07,1.44836935e-07,2.11582295e-07,1.93054231e-06,1.17079086e-05,4.17425835e-05,1.04322822e-04,1.10174053e-04,4.59176152e-05,2.78150167e-05
5.80,0.10,MEAN,5.0,2.39056194e+02,4.17618111e-01,6.03086108e-01,8.54435579e-01,7.74603267e-01,6.08526260e-01,4.35591428e-01,2.10416273e-01,7.68385789e-02,9.04647369e-03,1.16863617e-03
5.80,1.00,MEAN,5.0,2.26986485e+02,3.73232389e-01,5.34169792e-01,7.82310797e-01,7.29086949e-01,5.76340746e-01,4.13218089e-01,2.00114853e-01,7.35494322e-02,8.77565062e-03,1.15127566e-03
5.80,2.00,MEAN,5.0,2.00124380e+02,3.07949373e-01,4.34489539e-01,6.59142515e-01,6.39115462e-01,5.12246883e-01,3.65745780e-01,1.78065312e-01,6.59142515e-02,8.14102942e-03,1.10963290e-03
5.80,5.00,MEAN,5.0,1.31492203e+02,2.03272826e-01,2.77766153e-01,4.30109787e-01,4.43689677e-01,3.61975623e-01,2.52684920e-01,1.21416951e-01,4.54442902e-02,6.22270660e-03,9.69123945e-04
5.80,10.00,MEAN,5.0,8.23379405e+01,1.36734883e-01,1.82801319e-01,2.81306213e-01,3.02189468e-01,2.50310648e-01,1.67524883e-01,7.87370836e-02,2.94495949e-02,4.48620716e-03,8.17295908e-04
5.80,15.00,MEAN,5.0,6.07015806e+01,1.05822819e-01,1.38892669e-01,2.12754779e-01,2.33818745e-01,1.96417113e-01,1.28581748e-01,5.93033633e-02,2.22730311e-02,3.60976828e-03,7.28415745e-04
5.80,20.00,MEAN,5.0,4.84841739e+01,8.64727607e-02,1.11706726e-01,1.70875314e-01,1.91857740e-01,1.63034428e-01,1.05385127e-01,4.81148709e-02,1.80875325e-02,3.08091222e-03,6.68158233e-04
5.80,25.00,MEAN,5.0,4.04296517e+01,7.29254847e-02,9.34284888e-02,1.42981327e-01,1.63071973e-01,1.38637055e-01,8.96147143e-02,4.07642376e-02,1.52468218e-02,2.70382964e-03,6.22270660e-04
5.80,29.99,MEAN,5.0,3.47856402e+01,6.28317744e-02,7.98875908e-02,1.22061675e-01,1.41507456e-01,1.21949304e-01,7.80331834e-02,3.54633146e-02,1.33039108e-02,2.43152828e-03,5.86380237e-04
5.80,39.99,MEAN,5.0,2.71331365e+01,4.84149318e-02,6.08946760e-02,9.21890468e-02,1.10453460e-01,9.71805437e-02,6.21268486e-02,2.81047240e-02,1.06286798e-02,2.05390014e-03,5.31960425e-04
5.80,50.00,MEAN,5.0,2.22946162e+01,3.85548772e-02,4.80816458e-02,7.25402962e-02,8.93468662e-02,8.01086337e-02,5.13664231e-02,2.33980317e-02,8.89363546e-03,1.78229392e-03,4.90319679e-04
5.80,59.98,MEAN,5.0,1.88018247e+01,3.14108236e-02,3.88131888e-02,5.83551681e-02,7.37529378e-02,6.75272905e-02,4.35591428e-02,2.00114853e-02,7.65383903e-03,1.58591287e-03,4.57382269e-04
5.80,69.98,MEAN,5.0,1.62517450e+01,2.58689812e-02,3.18111467e-02,4.76627750e-02,6.18698872e-02,5.77669349e-02,3.75559995e-02,1.73651814e-02,6.72634787e-03,1.43014254e-03,4.30109787e-04
5.80,79.98,MEAN,5.0,1.42363940e+01,2.15565534e-02,2.63559894e-02,3.94075399e-02,5.24057963e-02,4.99320417e-02,3.28079674e-02,1.53030968e-02,5.97969901e-03,1.30490629e-03,4.07173331e-04
5.80,89.95,MEAN,5.0,1.26124658e+01,1.81083685e-02,2.19623761e-02,3.28987445e-02,4.48517429e-02,4.35190418e-02,2.88987677e-02,1.36860879e-02,5.39609174e-03,1.20220720e-03,3.85726365e-04
5.80,100.00,MEAN,5.0,1.12823612e+01,1.52749334e-02,1.85173709e-02,2.76680992e-02,3.84927842e-02,3.82542176e-02,2.56849855e-02,1.23162735e-02,4.90319679e-03,1.11321570e-03,3.68450648e-04
5.80,109.90,MEAN,5.0,1.01671680e+01,1.30580800e-02,1.56703727e-02,2.33657284e-02,3.33333778e-02,3.37659773e-02,2.28917674e-02,1.11552504e-02,4.48414166e-03,1.03771794e-03,3.51300950e-04
5.80,119.95,MEAN,5.0,9.21297728e+00,1.10861136e-02,1.32947240e-02,1.97596535e-02,2.88987677e-02,2.99143330e-02,2.05200930e-02,1.01690252e-02,4.12552596e-03,9.71134369e-04,3.36960756e-04
5.80,149.97,MEAN,5.0,7.06480209e+00,7.00937547e-03,8.34601814e-03,1.23219467e-02,1.93054231e-02,2.11826029e-02,1.52152581e-02,7.90276967e-03,3.30353813e-03,8.12604690e-04,2.98249225e-04
5.80,199.99,MEAN,5.0,4.83503921e+00,3.41255237e-03,4.01216998e-03,5.91669694e-03,1.03128648e-02,1.25163968e-02,9.77190698e-03,5.48882424e-03,2.42147129e-03,6.32818729e-04,2.50887674e-04
5.80,250.03,MEAN,5.0,3.46497416e+00,1.71229790e-03,1.99424873e-03,2.92940437e-03,5.69612255e-03,7.63799420e-03,6.50547968e-03,3.98822200e-03,1.85344338e-03,5.08954929e-04,2.13638404e-04
5.80,299.92,MEAN,5.0,2.55211359e+00,8.79588058e-04,1.01737093e-03,1.48791912e-03,3.21350755e-03,4.77506540e-03,4.43894051e-03,2.97289331e-03,1.46177094e-03,4.19835660e-04,1.84960642e-04
5.80,349.95,MEAN,5.0,1.93419386e+00,4.57066429e-04,5.25871124e-04,7.68385789e-04,1.84662761e-03,3.01702789e-03,3.08517160e-03,2.26610132e-03,1.17646585e-03,3.50412286e-04,1.60575515e-04
5.80,399.94,MEAN,5.0,1.47740648e+00,2.40203496e-04,2.75409759e-04,4.01032274e-04,1.06605430e-03,1.93856034e-03,2.17760610e-03,1.75097250e-03,9.59575883e-04,2.97563271e-04,1.41214510e-04
5.80,500.03,MEAN,5.0,8.97222178e-01,6.79953673e-05,7.70334457e-05,1.11835407e-04,3.65745780e-04,8.12604690e-04,1.10428030e-03,1.07567066e-03,6.60661995e-04,2.17510048e-04,1.09693104e-04
5.80,749.89,MEAN,5.0,2.88735378e-01,3.11658750e-06,3.47839841e-06,5.01047990e-06,2.73387922e-05,1.00526214e-04,2.23346589e-04,3.53166356e-04,2.88522259e-04,1.08287749e-04,6.07966045e-05
5.80,1000.00,MEAN,5.0,1.00995029e-01,1.51523267e-07,1.67370658e-07,2.39485556e-07,2.17059763e-06,1.32214572e-05,4.85824402e-05,1.25973537e-04,1.36766371e-04,5.75412543e-05,3.48400945e-05
5.90,0.10,MEAN,5.0,2.63269167e+02,4.39824406e-01,6.26728327e-01,8.88135694e-01,8.38261122e-01,6.67543120e-01,4.80263216e-01,2.35439499e-01,8.84869701e-02,1.12532852e-02,1.54838632e-03
5.90,1.00,MEAN,5.0,2.49804352e+02,3.94166149e-01,5.56774484e-01,8.14853104e-01,7.89004217e-01,6.32818729e-01,4.56435405e-01,2.23655367e-01,8.46017457e-02,1.09189110e-02,1.51977510e-03
5.90,2.00,MEAN,5.0,2.20241928e+02,3.26421927e-01,4.55805251e-01,6.89412771e-01,6.93073549e-01,5.63610823e-01,4.04836186e-01,2.00114853e-01,7.60815452e-02,1.01339632e-02,1.46244427e-03
5.90,5.00,MEAN,5.0,1.46386154e+02,2.16810007e-01,2.93210369e-01,4.53397712e-01,4.82035834e-01,3.99281625e-01,2.79176800e-01,1.36703403e-01,5.26113353e-02,7.73355760e-03,1.27314927e-03
5.90,10.00,MEAN,5.0,9.18755602e+01,1.47835701e-01,1.94661168e-01,2.98730334e-01,3.29745839e-01,2.75981089e-01,1.87059308e-01,8.91824347e-02,3.43778985e-02,5.57287529e-03,1.06531815e-03
5.90,15.00,MEAN,5.0,6.79672972e+01,1.14572219e-01,1.48381352e-01,2.26662317e-01,2.55434365e-01,2.15664829e-01,1.43773659e-01,6.75428411e-02,2.60063453e-02,4.48620716e-03,9.44885805e-04
5.90,20.00,MEAN,5.0,5.44001378e+01,9.39894968e-02,1.19888996e-01,1.82506915e-01,2.09835674e-01,1.79712930e-01,1.17673677e-01,5.48882424e-02,2.10755698e-02,3.82102012e-03,8.63136186e-04
5.90,25.00,MEAN,5.0,4.55302463e+01,7.94656288e-02,1.00897249e-01,1.53454393e-01,1.78681391e-01,1.54056251e-01,1.00225752e-01,4.65028237e-02,1.79382191e-02,3.35335340e-03,8.01455335e-04
5.90,29.99,MEAN,5.0,3.92193146e+01,6.86245207e-02,8.65325146e-02,1.30190509e-01,1.54696086e-01,1.34796720e-01,8.75345139e-02,4.04649795e-02,1.56956507e-02,3.00593319e-03,7.52799504e-04
5.90,39.99,MEAN,5.0,3.07538860e+01,5.30981420e-02,6.61270767e-02,9.93983841e-02,1.21109810e-01,1.07443296e-01,6.96593350e-02,3.23727299e-02,1.25568100e-02,2.53734385e-03,6.79640615e-04
5.90,50.00,MEAN,5.0,2.52522453e+01,4.23817928e-02,5.23454966e-02,7.83572750e-02,9.79668907e-02,8.85685071e-02,5.76606222e-02,2.69326647e-02,1.05239633e-02,2.20535914e-03,6.25142931e-04
5.90,59.98,MEAN,5.0,2.13550209e+01,3.44968408e-02,4.23817928e-02,6.31217927e-02,8.10549094e-02,7.47101012e-02,4.89981096e-02,2.29551072e-02,9.07359362e-03,1.96326681e-03,5.82075506e-04
5.90,69.98,MEAN,5.0,1.85353162e+01,2.85811253e-02,3.47839841e-02,5.17343890e-02,6.79953673e-02,6.39262641e-02,4.22940549e-02,2.00114853e-02,7.98140455e-03,1.76717405e-03,5.46234749e-04
5.90,79.98,MEAN,5.0,1.62517450e+01,2.37782191e-02,2.88455832e-02,4.27739467e-02,5.76739006e-02,5.53323766e-02,3.68535496e-02,1.78065312e-02,7.11507241e-03,1.61614128e-03,5.14729814e-04
5.90,89.95,MEAN,5.0,1.43714305e+01,2.00807220e-02,2.42147129e-02,3.58079390e-02,4.92809787e-02,4.81370337e-02,3.25296450e-02,1.58920281e-02,6.41326705e-03,1.48313036e-03,4.88966746e-04
5.90,100.00,MEAN,5.0,1.28795296e+01,1.70011901e-02,2.04164075e-02,3.01078209e-02,4.24501593e-02,4.23622798e-02,2.88987677e-02,1.42751054e-02,5.83014457e-03,1.37429297e-03,4.64493161e-04
5.90,109.90,MEAN,5.0,1.16171608e+01,1.44138276e-02,1.72139019e-02,2.54553647e-02,3.66926708e-02,3.73576307e-02,2.58273189e-02,1.29502849e-02,5.33678030e-03,1.27932040e-03,4.43077120e-04
