id,lon,lat,number,structural,retrofitted,taxonomy
a1012,82.11382,29.53617,341.0,11340.0,5670.0,Adobe
a1013,81.36382,29.46117,342.0,11340.0,5670.0,Adobe
a1014,81.81382,28.26117,343.0,11340.0,5670.0,Adobe
a1015,82.11382,28.78617,344.0,11340.0,5670.0,Adobe
a1016,82.71382,28.33617,344.0,11340.0,5670.0,Adobe
a1017,82.48882,28.11117,344.0,11340.0,5670.0,Adobe
a1018,83.31382,27.81117,344.0,11340.0,5670.0,Adobe
a1019,81.43882,28.86117,345.0,11340.0,5670.0,Adobe
a1020,84.28882,27.88617,347.0,11340.0,5670.0,Adobe
a1021,83.98882,27.73617,347.0,11340.0,5670.0,Adobe
a1022,87.36382,27.58617,348.0,11340.0,5670.0,Adobe
a1023,83.38882,28.18617,348.0,11340.0,5670.0,Adobe
a1024,83.83882,27.96117,349.0,11340.0,5670.0,Adobe
a1025,81.43882,28.71117,349.0,11340.0,5670.0,Adobe
a1026,81.73882,29.61117,350.0,11340.0,5670.0,Adobe
a1027,84.58882,27.88617,350.0,11340.0,5670.0,Adobe
a1028,80.68882,29.68617,352.0,11340.0,5670.0,Adobe
a1029,82.56382,28.78617,356.0,11340.0,5670.0,Adobe
a1030,81.73882,29.38617,357.0,11340.0,5670.0,Adobe
a1031,83.01382,27.88617,357.0,11340.0,5670.0,Adobe
a1032,83.38882,27.81117,358.0,11340.0,5670.0,Adobe
a1033,83.31382,27.73617,358.0,11340.0,5670.0,Adobe
a1034,87.96382,26.91117,358.0,11340.0,5670.0,Adobe
a1035,82.56382,27.96117,359.0,11340.0,5670.0,Adobe
a1036,82.11382,28.71117,360.0,11340.0,5670.0,Adobe
a1037,83.08882,27.81117,361.0,11340.0,5670.0,Adobe
a1038,83.16382,28.41117,361.0,11340.0,5670.0,Adobe
a1039,81.51382,29.46117,361.0,11340.0,5670.0,Adobe
a1040,84.96382,27.51117,362.0,11340.0,5670.0,Adobe
a1041,80.76382,28.78617,362.0,11340.0,5670.0,Adobe
a1042,80.16382,28.86117,363.0,11340.0,5670.0,Adobe
a1043,82.11382,29.46117,363.0,11340.0,5670.0,Adobe
a1044,81.58882,29.23617,364.0,11340.0,5670.0,Adobe
a1045,82.03882,29.38617,364.0,11340.0,5670.0,Adobe
a1046,83.91382,27.96117,365.0,11340.0,5670.0,Adobe
a1047,86.83882,26.98617,366.0,11340.0,5670.0,Adobe
a1048,82.11382,28.26117,367.0,11340.0,5670.0,Adobe
a1049,87.51382,26.68617,367.0,11340.0,5670.0,Adobe
a1050,87.51382,27.36117,368.0,11340.0,5670.0,Adobe
a1051,83.83882,27.73617,369.0,11340.0,5670.0,Adobe
a1052,84.28882,27.73617,369.0,11340.0,5670.0,Adobe
a1053,81.96382,28.41117,371.0,11340.0,5670.0,Adobe
a1054,87.58882,27.51117,371.0,11340.0,5670.0,Adobe
a1055,85.48882,27.96117,371.0,11340.0,5670.0,Adobe
a1056,82.48882,28.56117,372.0,11340.0,5670.0,Adobe
a1057,83.91382,27.73617,372.0,11340.0,5670.0,Adobe
a1058,81.73882,29.53617,372.0,11340.0,5670.0,Adobe
a1059,84.13882,27.88617,372.0,11340.0,5670.0,Adobe
a1060,82.56382,27.73617,374.0,11340.0,5670.0,Adobe
a1061,81.43882,29.46117,374.0,11340.0,5670.0,Adobe
a1062,81.36382,28.71117,374.0,11340.0,5670.0,Adobe
a1063,81.81382,28.63617,375.0,11340.0,5670.0,Adobe
a1064,87.21382,27.51117,375.0,11340.0,5670.0,Adobe
a1065,81.13882,29.16117,376.0,11340.0,5670.0,Adobe
a1066,84.51382,27.88617,377.0,11340.0,5670.0,Adobe
a1067,86.31382,27.21117,378.0,11340.0,5670.0,Adobe
a1068,86.31382,27.88617,379.0,11340.0,5670.0,Adobe
a1069,85.03882,27.28617,380.0,11340.0,5670.0,Adobe
a1070,83.23882,28.56117,380.0,11340.0,5670.0,Adobe
a1071,84.43882,28.26117,382.0,11340.0,5670.0,Adobe
a1072,84.58882,28.18617,384.0,11340.0,5670.0,Adobe
a1073,83.46382,27.81117,386.0,11340.0,5670.0,Adobe
a1074,83.76382,28.33617,386.0,11340.0,5670.0,Adobe
a1075,83.61382,28.41117,387.0,11340.0,5670.0,Adobe
a1076,87.13882,26.91117,387.0,11340.0,5670.0,Adobe
a1077,87.96382,27.21117,388.0,11340.0,5670.0,Adobe
a1078,83.76382,27.66117,389.0,11340.0,5670.0,Adobe
a1079,82.86382,28.33617,389.0,11340.0,5670.0,Adobe
a1080,82.33882,27.96117,391.0,11340.0,5670.0,Adobe
a1081,86.76382,27.43617,391.0,11340.0,5670.0,Adobe
a1082,86.68882,27.43617,392.0,11340.0,5670.0,Adobe
a1083,86.23882,27.73617,393.0,11340.0,5670.0,Adobe
a1084,81.66382,28.71117,393.0,11340.0,5670.0,Adobe
a1085,83.31382,28.11117,394.0,11340.0,5670.0,Adobe
a1086,85.18882,27.51117,394.0,11340.0,5670.0,Adobe
a1087,84.73882,28.18617,396.0,11340.0,5670.0,Adobe
a1088,82.93882,28.48617,397.0,11340.0,5670.0,Adobe
a1089,81.28882,28.63617,398.0,11340.0,5670.0,Adobe
a1090,81.36382,29.68617,398.0,11340.0,5670.0,Adobe
a1091,81.88882,28.71117,398.0,11340.0,5670.0,Adobe
a1092,87.66382,26.83617,400.0,11340.0,5670.0,Adobe
a1093,85.56382,27.96117,400.0,11340.0,5670.0,Adobe
a1094,81.66382,29.31117,400.0,11340.0,5670.0,Adobe
a1095,84.96382,27.58617,400.0,11340.0,5670.0,Adobe
a1096,82.48882,28.78617,402.0,11340.0,5670.0,Adobe
a1097,80.91382,29.38617,403.0,11340.0,5670.0,Adobe
a1098,85.48882,27.51117,403.0,11340.0,5670.0,Adobe
a1099,81.28882,29.61117,405.0,11340.0,5670.0,Adobe
a1100,80.16382,28.78617,405.0,11340.0,5670.0,Adobe
a1101,87.13882,27.06117,405.0,11340.0,5670.0,Adobe
a1102,85.11382,27.13617,406.0,11340.0,5670.0,Adobe
a1103,83.46382,28.18617,407.0,11340.0,5670.0,Adobe
a1104,87.21382,26.91117,407.0,11340.0,5670.0,Adobe
a1105,86.31382,27.43617,408.0,11340.0,5670.0,Adobe
a1106,80.68882,28.78617,408.0,11340.0,5670.0,Adobe
a1107,85.48882,27.43617,409.0,11340.0,5670.0,Adobe
a1108,85.41382,27.96117,410.0,11340.0,5670.0,Adobe
a1109,81.51382,29.08617,410.0,11340.0,5670.0,Adobe
a1110,87.21382,26.98617,410.0,11340.0,5670.0,Adobe
a1111,84.96382,27.28617,411.0,11340.0,5670.0,Adobe
a1112,83.76382,27.73617,412.0,11340.0,5670.0,Adobe
a1113,83.68882,28.41117,413.0,11340.0,5670.0,Adobe
a1114,86.61382,26.68617,413.0,11340.0,5670.0,Adobe
a1115,82.18882,28.86117,414.0,11340.0,5670.0,Adobe
a1116,82.78882,27.96117,414.0,11340.0,5670.0,Adobe
a1117,81.96382,28.48617,415.0,11340.0,5670.0,Adobe
a1118,86.23882,27.51117,416.0,11340.0,5670.0,Adobe
a1119,82.03882,29.53617,417.0,11340.0,5670.0,Adobe
a1120,85.26382,27.21117,418.0,11340.0,5670.0,Adobe
a1121,85.56382,27.36117,419.0,11340.0,5670.0,Adobe
a1122,81.06382,29.53617,419.0,11340.0,5670.0,Adobe
a1123,86.91382,27.28617,419.0,11340.0,5670.0,Adobe
a1124,82.41382,28.71117,420.0,11340.0,5670.0,Adobe
a1125,82.63882,28.26117,423.0,11340.0,5670.0,Adobe
a1126,82.26382,28.18617,423.0,11340.0,5670.0,Adobe
a1127,87.36382,27.36117,424.0,11340.0,5670.0,Adobe
a1128,83.91382,28.33617,425.0,11340.0,5670.0,Adobe
a1129,86.61382,27.51117,425.0,11340.0,5670.0,Adobe
a1130,80.98882,29.01117,426.0,11340.0,5670.0,Adobe
a1131,83.91382,27.58617,427.0,11340.0,5670.0,Adobe
a1132,85.71382,27.36117,428.0,11340.0,5670.0,Adobe
a1133,82.78882,28.41117,429.0,11340.0,5670.0,Adobe
a1134,81.73882,29.46117,430.0,11340.0,5670.0,Adobe
a1135,85.03882,27.66117,430.0,11340.0,5670.0,Adobe
a1136,87.43882,27.21117,431.0,11340.0,5670.0,Adobe
a1137,80.68882,29.38617,431.0,11340.0,5670.0,Adobe
a1138,82.33882,29.31117,431.0,11340.0,5670.0,Adobe
a1139,80.83882,29.68617,432.0,11340.0,5670.0,Adobe
a1140,83.01382,27.73617,433.0,11340.0,5670.0,Adobe
a1141,86.91382,26.98617,433.0,11340.0,5670.0,Adobe
a1142,84.36382,27.51117,434.0,11340.0,5670.0,Adobe
a1143,86.98882,26.98617,434.0,11340.0,5670.0,Adobe
a1144,81.81382,28.03617,435.0,11340.0,5670.0,Adobe
a1145,87.81382,26.98617,439.0,11340.0,5670.0,Adobe
a1146,85.56382,27.28617,439.0,11340.0,5670.0,Adobe
a1147,82.03882,29.08617,440.0,11340.0,5670.0,Adobe
a1148,86.53882,27.51117,440.0,11340.0,5670.0,Adobe
a1149,83.23882,27.88617,440.0,11340.0,5670.0,Adobe
a1150,80.76382,29.61117,441.0,11340.0,5670.0,Adobe
a1151,82.78882,28.18617,442.0,11340.0,5670.0,Adobe
a1152,85.93882,27.81117,442.0,11340.0,5670.0,Adobe
a1153,83.46382,28.33617,442.0,11340.0,5670.0,Adobe
a1154,85.41382,27.21117,443.0,11340.0,5670.0,Adobe
a1155,87.58882,26.91117,443.0,11340.0,5670.0,Adobe
a1156,87.81382,27.36117,443.0,11340.0,5670.0,Adobe
a1157,87.73882,26.83617,445.0,11340.0,5670.0,Adobe
a1158,82.18882,29.53617,446.0,11340.0,5670.0,Adobe
a1159,82.41382,28.41117,448.0,11340.0,5670.0,Adobe
a1160,81.73882,28.63617,451.0,11340.0,5670.0,Adobe
a1161,80.46382,29.16117,452.0,11340.0,5670.0,Adobe
a1162,85.26382,27.51117,452.0,11340.0,5670.0,Adobe
a1163,82.03882,29.16117,452.0,11340.0,5670.0,Adobe
a1164,82.86382,27.96117,453.0,11340.0,5670.0,Adobe
a1165,83.08882,27.73617,454.0,11340.0,5670.0,Adobe
a1166,85.86382,27.28617,454.0,11340.0,5670.0,Adobe
a1167,85.86382,27.51117,454.0,11340.0,5670.0,Adobe
a1168,86.23882,27.28617,455.0,11340.0,5670.0,Adobe
a1169,82.48882,29.08617,456.0,11340.0,5670.0,Adobe
a1170,85.63882,27.28617,458.0,11340.0,5670.0,Adobe
a1171,86.16382,27.73617,459.0,11340.0,5670.0,Adobe
a1172,80.61382,29.16117,460.0,11340.0,5670.0,Adobe
a1173,82.41382,28.78617,460.0,11340.0,5670.0,Adobe
a1174,83.53882,28.18617,460.0,11340.0,5670.0,Adobe
a1175,85.63882,27.36117,460.0,11340.0,5670.0,Adobe
a1176,84.36382,27.88617,461.0,11340.0,5670.0,Adobe
a1177,82.93882,28.63617,462.0,11340.0,5670.0,Adobe
a1178,85.33882,27.43617,462.0,11340.0,5670.0,Adobe
a1179,85.63882,27.43617,463.0,11340.0,5670.0,Adobe
a1180,84.96382,28.11117,466.0,11340.0,5670.0,Adobe
a1181,82.71382,28.41117,469.0,11340.0,5670.0,Adobe
a1182,82.18882,28.56117,469.0,11340.0,5670.0,Adobe
a1183,81.13882,29.08617,474.0,11340.0,5670.0,Adobe
a1184,82.26382,29.23617,474.0,11340.0,5670.0,Adobe
a1185,86.31382,27.51117,481.0,11340.0,5670.0,Adobe
a1186,87.06382,26.98617,482.0,11340.0,5670.0,Adobe
a1187,81.81382,28.56117,484.0,11340.0,5670.0,Adobe
a1188,82.56382,28.26117,485.0,11340.0,5670.0,Adobe
a1189,81.28882,28.86117,486.0,11340.0,5670.0,Adobe
a1190,82.03882,29.01117,486.0,11340.0,5670.0,Adobe
a1191,81.28882,29.53617,486.0,11340.0,5670.0,Adobe
a1192,82.56382,28.41117,487.0,11340.0,5670.0,Adobe
a1193,82.56382,28.11117,488.0,11340.0,5670.0,Adobe
a1194,84.51382,28.18617,488.0,11340.0,5670.0,Adobe
a1195,85.63882,27.96117,491.0,11340.0,5670.0,Adobe
a1196,85.18882,27.28617,492.0,11340.0,5670.0,Adobe
a1197,81.88882,28.26117,493.0,11340.0,5670.0,Adobe
a1198,81.73882,28.41117,494.0,11340.0,5670.0,Adobe
a1199,84.66382,27.88617,494.0,11340.0,5670.0,Adobe
a1200,85.26382,28.11117,495.0,11340.0,5670.0,Adobe
a1201,83.38882,28.11117,496.0,11340.0,5670.0,Adobe
a1202,82.03882,28.78617,497.0,11340.0,5670.0,Adobe
a1203,81.13882,29.61117,497.0,11340.0,5670.0,Adobe
a1204,81.43882,28.78617,497.0,11340.0,5670.0,Adobe
a1205,87.36382,27.43617,498.0,11340.0,5670.0,Adobe
a1206,80.31382,29.08617,499.0,11340.0,5670.0,Adobe
a1207,81.81382,28.71117,501.0,11340.0,5670.0,Adobe
a1208,86.46382,27.43617,501.0,11340.0,5670.0,Adobe
a1209,84.36382,28.33617,502.0,11340.0,5670.0,Adobe
a1210,81.66382,29.08617,502.0,11340.0,5670.0,Adobe
a1211,80.76382,29.53617,503.0,11340.0,5670.0,Adobe
a1212,86.38882,26.91117,503.0,11340.0,5670.0,Adobe
a1213,87.81382,26.83617,506.0,11340.0,5670.0,Adobe
a1214,81.06382,29.46117,507.0,11340.0,5670.0,Adobe
a1215,82.78882,29.01117,507.0,11340.0,5670.0,Adobe
a1216,81.73882,27.96117,507.0,11340.0,5670.0,Adobe
a1217,87.58882,27.21117,507.0,11340.0,5670.0,Adobe
a1218,82.18882,29.23617,508.0,11340.0,5670.0,Adobe
a1219,85.18882,27.58617,508.0,11340.0,5670.0,Adobe
a1220,81.66382,29.46117,509.0,11340.0,5670.0,Adobe
a1221,82.33882,29.01117,509.0,11340.0,5670.0,Adobe
a1222,82.41382,28.86117,509.0,11340.0,5670.0,Adobe
a1223,81.81382,29.98617,509.0,11340.0,5670.0,Adobe
a1224,80.98882,29.61117,509.0,11340.0,5670.0,Adobe
a1225,83.83882,28.26117,511.0,11340.0,5670.0,Adobe
a1226,83.68882,27.73617,512.0,11340.0,5670.0,Adobe
a1227,81.51382,29.31117,513.0,11340.0,5670.0,Adobe
a1228,80.91382,29.61117,514.0,11340.0,5670.0,Adobe
a1229,81.28882,28.78617,515.0,11340.0,5670.0,Adobe
a1230,82.33882,28.26117,515.0,11340.0,5670.0,Adobe
a1231,86.38882,27.36117,515.0,11340.0,5670.0,Adobe
a1232,80.98882,29.31117,515.0,11340.0,5670.0,Adobe
a1233,80.61382,29.83617,515.0,11340.0,5670.0,Adobe
a1234,85.33882,28.18617,517.0,11340.0,5670.0,Adobe
a1235,80.61382,29.76117,520.0,11340.0,5670.0,Adobe
a1236,82.26382,27.96117,520.0,11340.0,5670.0,Adobe
a1237,86.38882,27.51117,520.0,11340.0,5670.0,Adobe
a1238,81.06382,29.31117,521.0,11340.0,5670.0,Adobe
a1239,82.78882,28.26117,521.0,11340.0,5670.0,Adobe
a1240,85.93882,26.61117,521.0,11340.0,5670.0,Adobe
a1241,86.53882,26.98617,524.0,11340.0,5670.0,Adobe
a1242,83.23882,28.48617,525.0,11340.0,5670.0,Adobe
a1243,85.03882,27.96117,525.0,11340.0,5670.0,Adobe
a1244,82.78882,28.33617,526.0,11340.0,5670.0,Adobe
a1245,84.51382,27.51117,526.0,11340.0,5670.0,Adobe
a1246,86.31382,26.91117,527.0,11340.0,5670.0,Adobe
a1247,81.36382,28.93617,527.0,11340.0,5670.0,Adobe
a1248,82.63882,28.11117,529.0,11340.0,5670.0,Adobe
a1249,85.03882,28.11117,529.0,11340.0,5670.0,Adobe
a1250,81.88882,29.23617,530.0,11340.0,5670.0,Adobe
a1251,82.11382,28.18617,531.0,11340.0,5670.0,Adobe
a1252,81.81382,28.33617,531.0,11340.0,5670.0,Adobe
a1253,85.86382,27.88617,531.0,11340.0,5670.0,Adobe
a1254,86.68882,27.58617,531.0,11340.0,5670.0,Adobe
a1255,86.31382,27.28617,532.0,11340.0,5670.0,Adobe
a1256,81.43882,28.93617,533.0,11340.0,5670.0,Adobe
a1257,82.71382,28.48617,534.0,11340.0,5670.0,Adobe
a1258,83.38882,27.88617,536.0,11340.0,5670.0,Adobe
a1259,82.63882,28.56117,537.0,11340.0,5670.0,Adobe
a1260,85.78882,27.21117,538.0,11340.0,5670.0,Adobe
a1261,81.51382,28.86117,539.0,11340.0,5670.0,Adobe
a1262,84.88882,27.66117,539.0,11340.0,5670.0,Adobe
a1263,83.31382,28.33617,539.0,11340.0,5670.0,Adobe
a1264,87.66382,26.98617,540.0,11340.0,5670.0,Adobe
a1265,85.03882,28.03617,541.0,11340.0,5670.0,Adobe
a1266,85.26382,27.43617,549.0,11340.0,5670.0,Adobe
a1267,85.71382,27.43617,550.0,11340.0,5670.0,Adobe
a1268,87.81382,27.51117,550.0,11340.0,5670.0,Adobe
a1269,84.13882,27.51117,551.0,11340.0,5670.0,Adobe
a1270,81.21382,29.46117,554.0,11340.0,5670.0,Adobe
a1271,83.23882,28.26117,556.0,11340.0,5670.0,Adobe
a1272,81.81382,28.78617,558.0,11340.0,5670.0,Adobe
a1273,80.46382,29.38617,559.0,11340.0,5670.0,Adobe
a1274,82.11382,28.48617,560.0,11340.0,5670.0,Adobe
a1275,81.96382,28.86117,561.0,11340.0,5670.0,Adobe
a1276,85.26382,28.03617,562.0,11340.0,5670.0,Adobe
a1277,86.01382,27.73617,563.0,11340.0,5670.0,Adobe
a1278,85.41382,27.43617,564.0,11340.0,5670.0,Adobe
a1279,87.36382,27.21117,567.0,11340.0,5670.0,Adobe
a1280,82.86382,28.71117,570.0,11340.0,5670.0,Adobe
a1281,85.78882,27.28617,571.0,11340.0,5670.0,Adobe
a1282,87.88882,27.28617,572.0,11340.0,5670.0,Adobe
a1283,83.16382,27.81117,572.0,11340.0,5670.0,Adobe
a1284,86.38882,27.43617,573.0,11340.0,5670.0,Adobe
a1285,81.88882,29.16117,573.0,11340.0,5670.0,Adobe
a1286,86.53882,26.83617,574.0,11340.0,5670.0,Adobe
a1287,87.81382,27.28617,575.0,11340.0,5670.0,Adobe
a1288,83.98882,27.96117,575.0,11340.0,5670.0,Adobe
a1289,84.13882,27.96117,575.0,11340.0,5670.0,Adobe
a1290,80.38882,28.93617,575.0,11340.0,5670.0,Adobe
a1291,81.13882,29.53617,577.0,11340.0,5670.0,Adobe
a1292,86.16382,27.21117,581.0,11340.0,5670.0,Adobe
a1293,86.61382,27.36117,584.0,11340.0,5670.0,Adobe
a1294,81.73882,29.16117,588.0,11340.0,5670.0,Adobe
a1295,86.98882,26.61117,591.0,11340.0,5670.0,Adobe
a1296,83.23882,27.81117,592.0,11340.0,5670.0,Adobe
a1297,81.96382,28.56117,593.0,11340.0,5670.0,Adobe
a1298,85.86382,27.58617,593.0,11340.0,5670.0,Adobe
a1299,81.73882,28.71117,594.0,11340.0,5670.0,Adobe
a1300,82.78882,28.48617,595.0,11340.0,5670.0,Adobe
a1301,85.18882,27.13617,595.0,11340.0,5670.0,Adobe
a1302,81.28882,29.23617,597.0,11340.0,5670.0,Adobe
a1303,87.36382,26.83617,598.0,11340.0,5670.0,Adobe
a1304,82.18882,28.48617,599.0,11340.0,5670.0,Adobe
a1305,81.43882,29.23617,599.0,11340.0,5670.0,Adobe
a1306,86.46382,26.98617,600.0,11340.0,5670.0,Adobe
a1307,86.31382,27.73617,600.0,11340.0,5670.0,Adobe
a1308,85.93882,27.43617,606.0,11340.0,5670.0,Adobe
a1309,87.96382,27.13617,608.0,11340.0,5670.0,Adobe
a1310,82.86382,28.18617,610.0,11340.0,5670.0,Adobe
a1311,81.51382,29.16117,610.0,11340.0,5670.0,Adobe
a1312,82.63882,27.88617,610.0,11340.0,5670.0,Adobe
a1313,82.18882,28.71117,611.0,11340.0,5670.0,Adobe
a1314,80.98882,29.08617,611.0,11340.0,5670.0,Adobe
a1315,81.06382,29.61117,611.0,11340.0,5670.0,Adobe
a1316,80.98882,29.38617,616.0,11340.0,5670.0,Adobe
a1317,84.58882,27.36117,618.0,11340.0,5670.0,Adobe
a1318,80.61382,29.08617,618.0,11340.0,5670.0,Adobe
a1319,81.58882,29.01117,618.0,11340.0,5670.0,Adobe
a1320,83.23882,28.33617,619.0,11340.0,5670.0,Adobe
a1321,83.68882,28.33617,620.0,11340.0,5670.0,Adobe
a1322,85.18882,28.03617,622.0,11340.0,5670.0,Adobe
a1323,82.48882,28.33617,623.0,11340.0,5670.0,Adobe
a1324,86.46382,26.83617,624.0,11340.0,5670.0,Adobe
a1325,82.93882,27.96117,625.0,11340.0,5670.0,Adobe
a1326,80.53882,29.08617,626.0,11340.0,5670.0,Adobe
a1327,82.78882,28.03617,626.0,11340.0,5670.0,Adobe
a1328,86.23882,27.43617,626.0,11340.0,5670.0,Adobe
a1329,87.28882,27.21117,627.0,11340.0,5670.0,Adobe
a1330,84.58882,28.11117,629.0,11340.0,5670.0,Adobe
a1331,87.58882,27.28617,629.0,11340.0,5670.0,Adobe
a1332,85.33882,27.96117,630.0,11340.0,5670.0,Adobe
a1333,85.41382,27.88617,630.0,11340.0,5670.0,Adobe
a1334,86.08882,27.73617,630.0,11340.0,5670.0,Adobe
a1335,80.76382,29.23617,634.0,11340.0,5670.0,Adobe
a1336,87.13882,26.98617,636.0,11340.0,5670.0,Adobe
a1337,82.26382,28.33617,637.0,11340.0,5670.0,Adobe
a1338,81.06382,28.71117,641.0,11340.0,5670.0,Adobe
a1339,81.66382,28.63617,641.0,11340.0,5670.0,Adobe
a1340,86.01382,27.28617,643.0,11340.0,5670.0,Adobe
a1341,81.36382,29.31117,644.0,11340.0,5670.0,Adobe
a1342,82.48882,28.86117,644.0,11340.0,5670.0,Adobe
a1343,81.51382,28.56117,644.0,11340.0,5670.0,Adobe
a1344,81.28882,28.93617,648.0,11340.0,5670.0,Adobe
a1345,82.33882,28.78617,651.0,11340.0,5670.0,Adobe
a1346,85.71382,27.51117,652.0,11340.0,5670.0,Adobe
a1347,83.53882,27.96117,652.0,11340.0,5670.0,Adobe
a1348,85.48882,27.88617,657.0,11340.0,5670.0,Adobe
a1349,84.21382,27.81117,657.0,11340.0,5670.0,Adobe
a1350,82.86382,28.03617,659.0,11340.0,5670.0,Adobe
a1351,81.43882,29.53617,662.0,11340.0,5670.0,Adobe
a1352,81.21382,29.01117,662.0,11340.0,5670.0,Adobe
a1353,85.11382,28.03617,667.0,11340.0,5670.0,Adobe
a1354,84.73882,27.51117,675.0,11340.0,5670.0,Adobe
a1355,83.46382,28.26117,675.0,11340.0,5670.0,Adobe
a1356,80.46382,28.86117,677.0,11340.0,5670.0,Adobe
a1357,85.71382,27.28617,678.0,11340.0,5670.0,Adobe
a1358,85.71382,26.98617,685.0,11340.0,5670.0,Adobe
a1359,83.46382,28.11117,685.0,11340.0,5670.0,Adobe
a1360,80.76382,29.76117,687.0,11340.0,5670.0,Adobe
a1361,83.83882,27.81117,692.0,11340.0,5670.0,Adobe
a1362,81.96382,28.26117,693.0,11340.0,5670.0,Adobe
a1363,85.48882,27.28617,695.0,11340.0,5670.0,Adobe
a1364,87.58882,27.13617,695.0,11340.0,5670.0,Adobe
a1365,82.26382,28.56117,697.0,11340.0,5670.0,Adobe
a1366,82.33882,28.41117,700.0,11340.0,5670.0,Adobe
a1367,80.23882,29.08617,700.0,11340.0,5670.0,Adobe
a1368,85.48882,27.36117,702.0,11340.0,5670.0,Adobe
a1369,84.06382,27.96117,704.0,11340.0,5670.0,Adobe
a1370,82.93882,28.26117,705.0,11340.0,5670.0,Adobe
a1371,84.73882,27.96117,707.0,11340.0,5670.0,Adobe
a1372,86.08882,27.81117,711.0,11340.0,5670.0,Adobe
a1373,81.81382,27.96117,713.0,11340.0,5670.0,Adobe
a1374,84.66382,28.18617,714.0,11340.0,5670.0,Adobe
a1375,81.96382,28.33617,716.0,11340.0,5670.0,Adobe
a1376,80.68882,29.76117,717.0,11340.0,5670.0,Adobe
a1377,80.83882,29.23617,718.0,11340.0,5670.0,Adobe
a1378,86.61382,27.58617,718.0,11340.0,5670.0,Adobe
a1379,86.08882,27.58617,719.0,11340.0,5670.0,Adobe
a1380,85.93882,27.73617,721.0,11340.0,5670.0,Adobe
a1381,84.66382,27.96117,721.0,11340.0,5670.0,Adobe
a1382,82.63882,28.33617,722.0,11340.0,5670.0,Adobe
a1383,83.31382,27.96117,724.0,11340.0,5670.0,Adobe
a1384,82.03882,29.23617,725.0,11340.0,5670.0,Adobe
a1385,80.83882,28.48617,725.0,11340.0,5670.0,Adobe
a1386,86.53882,27.58617,728.0,11340.0,5670.0,Adobe
a1387,80.46382,29.76117,729.0,11340.0,5670.0,Adobe
a1388,84.28882,28.18617,735.0,11340.0,5670.0,Adobe
a1389,84.43882,28.33617,736.0,11340.0,5670.0,Adobe
a1390,86.98882,27.21117,737.0,11340.0,5670.0,Adobe
a1391,84.81382,27.81117,737.0,11340.0,5670.0,Adobe
a1392,86.23882,27.06117,738.0,11340.0,5670.0,Adobe
a1393,80.61382,29.68617,740.0,11340.0,5670.0,Adobe
a1394,86.46382,27.28617,742.0,11340.0,5670.0,Adobe
a1395,85.86382,27.21117,743.0,11340.0,5670.0,Adobe
a1396,85.93882,27.66117,743.0,11340.0,5670.0,Adobe
a1397,82.26382,28.26117,745.0,11340.0,5670.0,Adobe
a1398,82.86382,28.26117,745.0,11340.0,5670.0,Adobe
a1399,87.43882,27.13617,746.0,11340.0,5670.0,Adobe
a1400,85.33882,27.13617,746.0,11340.0,5670.0,Adobe
a1401,87.58882,26.76117,747.0,11340.0,5670.0,Adobe
a1402,83.98882,27.81117,747.0,11340.0,5670.0,Adobe
a1403,87.73882,27.36117,748.0,11340.0,5670.0,Adobe
a1404,81.73882,28.56117,748.0,11340.0,5670.0,Adobe
a1405,82.63882,28.18617,749.0,11340.0,5670.0,Adobe
a1406,86.08882,27.43617,751.0,11340.0,5670.0,Adobe
a1407,80.91382,28.71117,752.0,11340.0,5670.0,Adobe
a1408,80.98882,29.46117,753.0,11340.0,5670.0,Adobe
a1409,83.61382,27.66117,753.0,11340.0,5670.0,Adobe
a1410,85.93882,27.13617,754.0,11340.0,5670.0,Adobe
a1411,87.28882,26.91117,755.0,11340.0,5670.0,Adobe
a1412,84.73882,27.88617,757.0,11340.0,5670.0,Adobe
a1413,85.78882,26.98617,758.0,11340.0,5670.0,Adobe
a1414,86.16382,27.43617,758.0,11340.0,5670.0,Adobe
a1415,87.81382,26.91117,760.0,11340.0,5670.0,Adobe
a1416,81.21382,29.31117,764.0,11340.0,5670.0,Adobe
a1417,82.41382,28.26117,764.0,11340.0,5670.0,Adobe
a1418,82.11382,28.33617,765.0,11340.0,5670.0,Adobe
a1419,86.68882,27.36117,766.0,11340.0,5670.0,Adobe
a1420,83.53882,28.33617,766.0,11340.0,5670.0,Adobe
a1421,81.73882,28.93617,768.0,11340.0,5670.0,Adobe
a1422,81.21382,29.38617,768.0,11340.0,5670.0,Adobe
a1423,88.03882,26.91117,771.0,11340.0,5670.0,Adobe
a1424,80.53882,28.86117,772.0,11340.0,5670.0,Adobe
a1425,85.11382,27.51117,773.0,11340.0,5670.0,Adobe
a1426,83.61382,28.33617,774.0,11340.0,5670.0,Adobe
a1427,82.78882,27.88617,774.0,11340.0,5670.0,Adobe
a1428,86.46382,26.91117,777.0,11340.0,5670.0,Adobe
a1429,84.81382,28.11117,778.0,11340.0,5670.0,Adobe
a1430,84.36382,27.73617,780.0,11340.0,5670.0,Adobe
a1431,87.81382,26.46117,782.0,11340.0,5670.0,Adobe
a1432,87.51382,26.98617,784.0,11340.0,5670.0,Adobe
a1433,87.06382,27.36117,786.0,11340.0,5670.0,Adobe
a1434,87.73882,26.98617,787.0,11340.0,5670.0,Adobe
