IMT	c1	c2	c3	cn	cM	c4	c5	c6	chm	c7	c8	c9	c10	c11a	c11b	c11c	c11d	c1a	s1	s2	s3	s4	s5	s6	f3	f4	f5
EAS(0.575440)	 -3.478719	  1.270000	  3.041083	  2.850490	  5.883720	 -1.860000	  7.581751	  0.450547	  3.830753	 -0.002573	 -1.150213	 -0.013382	 -0.200000	  0.320855	  0.218030	  0.215365	  0.178803	 -0.019679	  0.553404	  0.424781	  0.414668	  0.416271	  0.425412	  0.425412	  0.981995	 -0.004156	 -0.019865
EAS(0.588844)	 -3.476465	  1.270000	  3.032699	  2.875550	  5.872714	 -1.860000	  7.581743	  0.450571	  3.830385	 -0.002630	 -1.151189	 -0.012518	 -0.200000	  0.315485	  0.214577	  0.213212	  0.178167	 -0.018094	  0.552687	  0.424038	  0.415195	  0.416818	  0.425665	  0.425663	  0.978080	 -0.004541	 -0.019834
EAS(0.602560)	 -3.474211	  1.270000	  3.024187	  2.900864	  5.861812	 -1.860000	  7.581735	  0.450595	  3.830017	 -0.002688	 -1.151922	 -0.011657	 -0.200000	  0.310033	  0.211073	  0.210999	  0.177491	 -0.016316	  0.551884	  0.423213	  0.415699	  0.417344	  0.425903	  0.425895	  0.973690	 -0.004951	 -0.019800
EAS(0.616595)	 -3.471958	  1.270000	  3.015549	  2.926474	  5.851009	 -1.860000	  7.581727	  0.450619	  3.829648	 -0.002747	 -1.152420	 -0.010803	 -0.200000	  0.304498	  0.207515	  0.208727	  0.176775	 -0.014459	  0.550988	  0.422305	  0.416181	  0.417857	  0.426125	  0.426104	  0.968812	 -0.005386	 -0.019762
EAS(0.630957)	 -3.469704	  1.270000	  3.006791	  2.952431	  5.840294	 -1.860000	  7.581719	  0.450643	  3.829280	 -0.002806	 -1.152693	 -0.009956	 -0.200000	  0.298882	  0.203901	  0.206396	  0.176017	 -0.012667	  0.549997	  0.421311	  0.416639	  0.418362	  0.426329	  0.426288	  0.963436	 -0.005845	 -0.019720
EAS(0.645654)	 -3.467450	  1.270000	  2.997920	  2.978786	  5.829656	 -1.860000	  7.581711	  0.450667	  3.828912	 -0.002867	 -1.152749	 -0.009121	 -0.200000	  0.293191	  0.200230	  0.204010	  0.175220	 -0.011068	  0.548905	  0.420231	  0.417075	  0.418864	  0.426515	  0.426442	  0.957549	 -0.006328	 -0.019674
EAS(0.660693)	 -3.465196	  1.270000	  2.988941	  3.005598	  5.819085	 -1.860000	  7.581703	  0.450691	  3.828544	 -0.002928	 -1.152596	 -0.008297	 -0.200000	  0.287429	  0.196499	  0.201569	  0.174382	 -0.009741	  0.547711	  0.419064	  0.417487	  0.419365	  0.426683	  0.426564	  0.951141	 -0.006836	 -0.019625
EAS(0.676083)	 -3.462943	  1.270000	  2.979861	  3.032922	  5.808568	 -1.860000	  7.581690	  0.450735	  3.827916	 -0.002990	 -1.152244	 -0.007488	 -0.200000	  0.281605	  0.192710	  0.199078	  0.173505	 -0.008732	  0.546410	  0.417809	  0.417877	  0.419865	  0.426833	  0.426651	  0.944203	 -0.007370	 -0.019572
EAS(0.691831)	 -3.460689	  1.270000	  2.970685	  3.060815	  5.798097	 -1.860000	  7.581673	  0.450791	  3.827121	 -0.003053	 -1.151699	 -0.006694	 -0.200000	  0.275728	  0.188865	  0.196538	  0.172590	 -0.008075	  0.545000	  0.416468	  0.418245	  0.420362	  0.426967	  0.426700	  0.936727	 -0.007929	 -0.019515
EAS(0.707946)	 -3.458435	  1.270000	  2.961417	  3.089331	  5.787665	 -1.860000	  7.581656	  0.450848	  3.826326	 -0.003116	 -1.150967	 -0.005915	 -0.200000	  0.269809	  0.184968	  0.193956	  0.171638	 -0.007797	  0.543476	  0.415041	  0.418589	  0.420852	  0.427085	  0.426710	  0.928709	 -0.008515	 -0.019454
EAS(0.724436)	 -3.456182	  1.270000	  2.952060	  3.118525	  5.777264	 -1.860000	  7.581639	  0.450905	  3.825531	 -0.003180	 -1.150051	 -0.005154	 -0.200000	  0.263857	  0.181024	  0.191332	  0.170650	 -0.007920	  0.541836	  0.413528	  0.418911	  0.421331	  0.427190	  0.426679	  0.920150	 -0.009131	 -0.019389
EAS(0.741310)	 -3.453928	  1.270000	  2.942615	  3.148451	  5.766891	 -1.860000	  7.581621	  0.450962	  3.824736	 -0.003245	 -1.148952	 -0.004409	 -0.200000	  0.257886	  0.177039	  0.188669	  0.169625	 -0.008437	  0.540076	  0.411930	  0.419202	  0.421791	  0.427285	  0.426606	  0.911053	 -0.009779	 -0.019319
EAS(0.758578)	 -3.451674	  1.270000	  2.933083	  3.179161	  5.756545	 -1.860000	  7.581604	  0.451019	  3.823941	 -0.003311	 -1.147671	 -0.003681	 -0.200000	  0.251912	  0.173019	  0.185970	  0.168562	 -0.009305	  0.538195	  0.410250	  0.419453	  0.422225	  0.427370	  0.426490	  0.901429	 -0.010465	 -0.019246
EAS(0.776247)	 -3.449421	  1.270000	  2.923464	  3.210705	  5.746224	 -1.860000	  7.581587	  0.451075	  3.823145	 -0.003377	 -1.146210	 -0.002970	 -0.200000	  0.245958	  0.168973	  0.183238	  0.167461	 -0.010456	  0.536189	  0.408489	  0.419651	  0.422624	  0.427450	  0.426333	  0.891292	 -0.011196	 -0.019167
EAS(0.794328)	 -3.447167	  1.270000	  2.913755	  3.243128	  5.735933	 -1.860000	  7.581570	  0.451132	  3.822350	 -0.003443	 -1.144570	 -0.002275	 -0.200000	  0.240047	  0.164906	  0.180475	  0.166322	 -0.011800	  0.534055	  0.406649	  0.419786	  0.422981	  0.427525	  0.426132	  0.880660	 -0.011978	 -0.019082
EAS(0.812830)	 -3.444913	  1.270000	  2.903952	  3.276473	  5.725675	 -1.860000	  7.581553	  0.451189	  3.821555	 -0.003510	 -1.142751	 -0.001597	 -0.200000	  0.234207	  0.160828	  0.177683	  0.165146	 -0.013254	  0.531793	  0.404732	  0.419849	  0.423286	  0.427600	  0.425889	  0.869558	 -0.012818	 -0.018993
EAS(0.831764)	 -3.442659	  1.270000	  2.894051	  3.310782	  5.715457	 -1.860000	  7.581536	  0.451246	  3.820760	 -0.003578	 -1.140753	 -0.000935	 -0.200000	  0.228463	  0.156743	  0.174864	  0.163935	 -0.014752	  0.529400	  0.402742	  0.419834	  0.423531	  0.427676	  0.425604	  0.858011	 -0.013725	 -0.018897
EAS(0.851138)	 -3.440406	  1.270000	  2.884047	  3.346091	  5.705286	 -1.860000	  7.581519	  0.451302	  3.819965	 -0.003646	 -1.138577	 -0.000288	 -0.200000	  0.222838	  0.152658	  0.172021	  0.162691	 -0.016237	  0.526875	  0.400683	  0.419739	  0.423710	  0.427756	  0.425278	  0.846048	 -0.014705	 -0.018794
EAS(0.870964)	 -3.438152	  1.270000	  2.873937	  3.382435	  5.695167	 -1.860000	  7.581502	  0.451359	  3.819170	 -0.003714	 -1.136224	  0.000344	 -0.200000	  0.217350	  0.148575	  0.169155	  0.161415	 -0.017662	  0.524218	  0.398557	  0.419564	  0.423814	  0.427841	  0.424911	  0.833698	 -0.015763	 -0.018685
EAS(0.891251)	 -3.435898	  1.270000	  2.863715	  3.419845	  5.685108	 -1.860000	  7.581485	  0.451416	  3.818375	 -0.003783	 -1.133698	  0.000962	 -0.200000	  0.212013	  0.144499	  0.166269	  0.160112	 -0.018975	  0.521430	  0.396370	  0.419312	  0.423837	  0.427935	  0.424505	  0.820985	 -0.016904	 -0.018568
EAS(0.912011)	 -3.433645	  1.270000	  2.853378	  3.458355	  5.675113	 -1.860000	  7.581468	  0.451473	  3.817580	 -0.003852	 -1.130996	  0.001567	 -0.200000	  0.206838	  0.140432	  0.163366	  0.158781	 -0.020140	  0.518510	  0.394127	  0.418991	  0.423775	  0.428039	  0.424060	  0.807931	 -0.018131	 -0.018445
EAS(0.933254)	 -3.431391	  1.270000	  2.842925	  3.497994	  5.665183	 -1.860000	  7.581451	  0.451530	  3.816785	 -0.003921	 -1.128118	  0.002160	 -0.200000	  0.201834	  0.136378	  0.160446	  0.157425	 -0.021147	  0.515461	  0.391832	  0.418607	  0.423622	  0.428155	  0.423577	  0.794551	 -0.019446	 -0.018313
EAS(0.954992)	 -3.429137	  1.270000	  2.832354	  3.538793	  5.655321	 -1.860000	  7.581434	  0.451586	  3.815990	 -0.003990	 -1.125059	  0.002741	 -0.200000	  0.197005	  0.132342	  0.157510	  0.156046	 -0.021995	  0.512285	  0.389493	  0.418172	  0.423375	  0.428284	  0.423057	  0.780852	 -0.020853	 -0.018173
EAS(0.977237)	 -3.426883	  1.270000	  2.821664	  3.580782	  5.645526	 -1.860000	  7.581417	  0.451643	  3.815195	 -0.004060	 -1.121815	  0.003312	 -0.200000	  0.192355	  0.128327	  0.154558	  0.154643	 -0.022669	  0.508984	  0.387115	  0.417695	  0.423031	  0.428428	  0.422501	  0.766833	 -0.022354	 -0.018026
EAS(1.000000)	 -3.424630	  1.270000	  2.810855	  3.623988	  5.635799	 -1.860000	  7.581400	  0.451700	  3.814400	 -0.004130	 -1.118379	  0.003873	 -0.200000	  0.187886	  0.124336	  0.151591	  0.153219	 -0.023136	  0.505564	  0.384704	  0.417189	  0.422589	  0.428586	  0.421910	  0.752487	 -0.023958	 -0.017870
EAS(1.023293)	 -3.422376	  1.270000	  2.799927	  3.668438	  5.626139	 -1.860000	  7.581352	  0.451812	  3.812775	 -0.004200	 -1.114744	  0.004426	 -0.200000	  0.183598	  0.120373	  0.148607	  0.151774	 -0.023389	  0.502029	  0.382269	  0.416663	  0.422048	  0.428761	  0.421284	  0.737807	 -0.025672	 -0.017706
EAS(1.047129)	 -3.420122	  1.270000	  2.788879	  3.714156	  5.616547	 -1.860000	  7.581304	  0.451924	  3.811150	 -0.004270	 -1.110901	  0.004972	 -0.200000	  0.179490	  0.116440	  0.145606	  0.150307	 -0.023457	  0.498384	  0.379816	  0.416128	  0.421406	  0.428952	  0.420623	  0.722785	 -0.027509	 -0.017533
EAS(1.071519)	 -3.417869	  1.270000	  2.777711	  3.761170	  5.607021	 -1.860000	  7.581256	  0.452036	  3.809526	 -0.004341	 -1.106843	  0.005512	 -0.200000	  0.175557	  0.112541	  0.142588	  0.148818	 -0.023398	  0.494636	  0.377352	  0.415594	  0.420664	  0.429161	  0.419928	  0.707413	 -0.029480	 -0.017352
EAS(1.096478)	 -3.415615	  1.270000	  2.766424	  3.809507	  5.597561	 -1.860000	  7.581208	  0.452148	  3.807901	 -0.004412	 -1.102564	  0.006048	 -0.200000	  0.171794	  0.108682	  0.139553	  0.147307	 -0.023277	  0.490791	  0.374886	  0.415069	  0.419823	  0.429388	  0.419200	  0.691683	 -0.031596	 -0.017163
EAS(1.122018)	 -3.413361	  1.270000	  2.754283	  3.857288	  5.588162	 -1.860000	  7.581160	  0.452260	  3.806276	 -0.004484	 -1.098060	  0.006580	 -0.200000	  0.168197	  0.104868	  0.136500	  0.145772	 -0.023137	  0.486858	  0.372423	  0.414559	  0.418883	  0.429634	  0.418441	  0.675587	 -0.033867	 -0.016965
EAS(1.148153)	 -3.411108	  1.270000	  2.741957	  3.906198	  5.578820	 -1.860000	  7.581112	  0.452372	  3.804651	 -0.004556	 -1.093329	  0.007110	 -0.200000	  0.164764	  0.101106	  0.133429	  0.144211	 -0.023009	  0.482843	  0.369972	  0.414068	  0.417846	  0.429900	  0.417651	  0.659116	 -0.036301	 -0.016759
EAS(1.174897)	 -3.408854	  1.270000	  2.729479	  3.956348	  5.569529	 -1.860000	  7.581064	  0.452484	  3.803026	 -0.004628	 -1.088372	  0.007639	 -0.200000	  0.161493	  0.097405	  0.130341	  0.142625	 -0.022930	  0.478757	  0.367540	  0.413600	  0.416714	  0.430188	  0.416832	  0.642261	 -0.038902	 -0.016545
EAS(1.202264)	 -3.406600	  1.270000	  2.716894	  4.007886	  5.560283	 -1.860000	  7.581016	  0.452596	  3.801402	 -0.004701	 -1.083189	  0.008169	 -0.200000	  0.158380	  0.093768	  0.127233	  0.141011	 -0.022945	  0.474607	  0.365132	  0.413155	  0.415487	  0.430499	  0.415986	  0.625013	 -0.041675	 -0.016324
EAS(1.230269)	 -3.404346	  1.270000	  2.704257	  4.061001	  5.551076	 -1.860000	  7.580968	  0.452708	  3.799777	 -0.004774	 -1.077786	  0.008700	 -0.200000	  0.155421	  0.090201	  0.124107	  0.139368	 -0.023088	  0.470402	  0.362755	  0.412732	  0.414167	  0.430836	  0.415115	  0.607364	 -0.044621	 -0.016096
EAS(1.258926)	 -3.402093	  1.270000	  2.691618	  4.115883	  5.541904	 -1.860000	  7.580920	  0.452821	  3.798152	 -0.004848	 -1.072164	  0.009233	 -0.200000	  0.152613	  0.086706	  0.120961	  0.137694	 -0.023369	  0.466152	  0.360413	  0.412330	  0.412757	  0.431200	  0.414223	  0.589307	 -0.047741	 -0.015860
EAS(1.288250)	 -3.399839	  1.270000	  2.679019	  4.172706	  5.532763	 -1.860000	  7.580872	  0.452933	  3.796527	 -0.004923	 -1.066330	  0.009770	 -0.200000	  0.149951	  0.083284	  0.117795	  0.135987	 -0.023804	  0.461865	  0.358110	  0.411943	  0.411257	  0.431593	  0.413312	  0.570853	 -0.051031	 -0.015619
EAS(1.318257)	 -3.397585	  1.270000	  2.666497	  4.231632	  5.523652	 -1.860000	  7.580824	  0.453045	  3.794902	 -0.004999	 -1.060287	  0.010312	 -0.200000	  0.147432	  0.079936	  0.114609	  0.134245	 -0.024402	  0.457550	  0.355850	  0.411566	  0.409671	  0.432018	  0.412384	  0.552038	 -0.054488	 -0.015371
EAS(1.348963)	 -3.395332	  1.270000	  2.654081	  4.292814	  5.514568	 -1.860000	  7.580714	  0.453215	  3.792548	 -0.005075	 -1.054039	  0.010858	 -0.200000	  0.145048	  0.076660	  0.111402	  0.132465	 -0.025116	  0.453216	  0.353635	  0.411193	  0.407998	  0.432475	  0.411445	  0.532923	 -0.058104	 -0.015118
EAS(1.380384)	 -3.393078	  1.270000	  2.641791	  4.356362	  5.505512	 -1.860000	  7.580543	  0.453442	  3.789481	 -0.005152	 -1.047589	  0.011411	 -0.200000	  0.142791	  0.073456	  0.108173	  0.130646	 -0.025880	  0.448871	  0.351465	  0.410816	  0.406243	  0.432969	  0.410497	  0.513592	 -0.061872	 -0.014861
EAS(1.412537)	 -3.390824	  1.270000	  2.629627	  4.422333	  5.496481	 -1.860000	  7.580373	  0.453669	  3.786415	 -0.005230	 -1.040942	  0.011970	 -0.200000	  0.140653	  0.070320	  0.104921	  0.128784	 -0.026644	  0.444523	  0.349342	  0.410428	  0.404407	  0.433500	  0.409544	  0.494149	 -0.065782	 -0.014599
EAS(1.445440)	 -3.388571	  1.270000	  2.617572	  4.490719	  5.487474	 -1.860000	  7.580203	  0.453896	  3.783348	 -0.005309	 -1.034106	  0.012537	 -0.200000	  0.138625	  0.067251	  0.101645	  0.126880	 -0.027376	  0.440181	  0.347265	  0.410019	  0.402493	  0.434070	  0.408590	  0.474707	 -0.069821	 -0.014334
EAS(1.479108)	 -3.386317	  1.270000	  2.605611	  4.561496	  5.478492	 -1.860000	  7.580032	  0.454124	  3.780282	 -0.005390	 -1.027088	  0.013110	 -0.200000	  0.136695	  0.064245	  0.098347	  0.124931	 -0.028047	  0.435853	  0.345234	  0.409582	  0.400505	  0.434682	  0.407639	  0.455387	 -0.073976	 -0.014066
EAS(1.513561)	 -3.384063	  1.270000	  2.593733	  4.634658	  5.469534	 -1.860000	  7.579862	  0.454351	  3.777215	 -0.005471	 -1.019897	  0.013690	 -0.200000	  0.134859	  0.061301	  0.095026	  0.122938	 -0.028636	  0.431547	  0.343248	  0.409112	  0.398447	  0.435336	  0.406695	  0.436305	 -0.078232	 -0.013796
EAS(1.548816)	 -3.381809	  1.270000	  2.581943	  4.710229	  5.460603	 -1.860000	  7.579692	  0.454578	  3.774148	 -0.005553	 -1.012544	  0.014278	 -0.200000	  0.133112	  0.058414	  0.091684	  0.120902	 -0.029129	  0.427273	  0.341308	  0.408605	  0.396327	  0.436034	  0.405761	  0.417577	 -0.082574	 -0.013525
EAS(1.584893)	 -3.379556	  1.270000	  2.570248	  4.788262	  5.451703	 -1.860000	  7.579521	  0.454805	  3.771082	 -0.005636	 -1.005035	  0.014872	 -0.200000	  0.131452	  0.055581	  0.088322	  0.118822	 -0.029497	  0.423039	  0.339414	  0.408061	  0.394149	  0.436776	  0.404840	  0.399306	 -0.086988	 -0.013253
EAS(1.621810)	 -3.377302	  1.270000	  2.558665	  4.868828	  5.442839	 -1.860000	  7.579351	  0.455032	  3.768015	 -0.005721	 -0.997378	  0.015473	 -0.200000	  0.129874	  0.052802	  0.084941	  0.116698	 -0.029732	  0.418855	  0.337564	  0.407478	  0.391923	  0.437563	  0.403936	  0.381586	 -0.091462	 -0.012981
EAS(1.659587)	 -3.375048	  1.270000	  2.547212	  4.952031	  5.434016	 -1.860000	  7.579180	  0.455259	  3.764949	 -0.005807	 -0.989576	  0.016081	 -0.200000	  0.128372	  0.050073	  0.081545	  0.114528	 -0.029852	  0.414729	  0.335761	  0.406857	  0.389655	  0.438394	  0.403051	  0.364496	 -0.095987	 -0.012709
EAS(1.698244)	 -3.372795	  1.270000	  2.535915	  5.038010	  5.425239	 -1.860000	  7.579010	  0.455487	  3.761882	 -0.005893	 -0.981634	  0.016694	 -0.200000	  0.126944	  0.047393	  0.078136	  0.112311	 -0.029864	  0.410670	  0.334003	  0.406203	  0.387357	  0.439268	  0.402185	  0.348106	 -0.100560	 -0.012438
EAS(1.737801)	 -3.370541	  1.270000	  2.524802	  5.126924	  5.416512	 -1.860000	  7.578840	  0.455714	  3.758815	 -0.005981	 -0.973553	  0.017312	 -0.200000	  0.125588	  0.044758	  0.074716	  0.110045	 -0.029753	  0.406688	  0.332293	  0.405518	  0.385037	  0.440184	  0.401342	  0.332469	 -0.105180	 -0.012169
EAS(1.778279)	 -3.368287	  1.270000	  2.513889	  5.218912	  5.407842	 -1.860000	  7.578669	  0.455941	  3.755749	 -0.006071	 -0.965337	  0.017934	 -0.200000	  0.124306	  0.042166	  0.071287	  0.107727	 -0.029498	  0.402792	  0.330632	  0.404809	  0.382706	  0.441140	  0.400519	  0.317629	 -0.109855	 -0.011902
EAS(1.819701)	 -3.366034	  1.270000	  2.503185	  5.314098	  5.399234	 -1.860000	  7.578499	  0.456168	  3.752682	 -0.006161	 -0.956987	  0.018560	 -0.200000	  0.123098	  0.039614	  0.067853	  0.105355	 -0.029082	  0.398990	  0.329021	  0.404081	  0.380375	  0.442133	  0.399718	  0.303623	 -0.114597	 -0.011636
EAS(1.862087)	 -3.363780	  1.270000	  2.492692	  5.412573	  5.390695	 -1.860000	  7.578329	  0.456395	  3.749616	 -0.006253	 -0.948502	  0.019189	 -0.200000	  0.121968	  0.037099	  0.064416	  0.102930	 -0.028504	  0.395290	  0.327462	  0.403340	  0.378055	  0.443161	  0.398938	  0.290477	 -0.119423	 -0.011374
EAS(1.905461)	 -3.361526	  1.270000	  2.482405	  5.514432	  5.382232	 -1.860000	  7.578158	  0.456622	  3.746549	 -0.006345	 -0.939879	  0.019820	 -0.200000	  0.120914	  0.034619	  0.060980	  0.100449	 -0.027782	  0.391701	  0.325959	  0.402596	  0.375757	  0.444220	  0.398176	  0.278214	 -0.124354	 -0.011114
EAS(1.949844)	 -3.359272	  1.270000	  2.472319	  5.619762	  5.373850	 -1.860000	  7.577988	  0.456849	  3.743482	 -0.006439	 -0.931117	  0.020452	 -0.200000	  0.119936	  0.032169	  0.057545	  0.097912	 -0.026948	  0.388231	  0.324513	  0.401853	  0.373494	  0.445308	  0.397431	  0.266857	 -0.129409	 -0.010857
EAS(1.995262)	 -3.357020	  1.270000	  2.462429	  5.728672	  5.365555	 -1.860000	  7.577818	  0.457077	  3.740416	 -0.006534	 -0.922213	  0.021084	 -0.200000	  0.119032	  0.029749	  0.054113	  0.095318	 -0.026040	  0.384887	  0.323128	  0.401120	  0.371276	  0.446422	  0.396700	  0.256425	 -0.134605	 -0.010604
EAS(10.000000)	 -3.863724	  1.270000	  1.941007	 18.860347	  5.069512	 -1.860000	  6.830500	  0.485400	  3.238100	 -0.014363	 -0.082902	  0.050635	 -0.200000	  0.073981	 -0.071018	 -0.124373	 -0.128303	  0.000000	  0.475950	  0.485413	  0.565725	  0.466998	  0.514103	  0.379036	  0.200000	 -0.880079	 -0.001539
EAS(10.232930)	 -3.890285	  1.270000	  1.936070	 18.827301	  5.068441	 -1.860000	  6.800453	  0.485544	  3.227799	 -0.014442	 -0.067578	  0.050880	 -0.200000	  0.070904	 -0.072371	 -0.125861	 -0.129865	  0.000000	  0.479689	  0.488721	  0.573014	  0.471243	  0.515830	  0.380144	  0.200000	 -0.889228	 -0.001468
EAS(10.471284)	 -3.917270	  1.270000	  1.931178	 18.783867	  5.067677	 -1.860000	  6.770407	  0.485688	  3.217498	 -0.014518	 -0.052279	  0.051116	 -0.200000	  0.067826	 -0.073690	 -0.127323	 -0.131399	  0.000000	  0.483422	  0.491946	  0.580437	  0.475473	  0.517655	  0.381338	  0.200000	 -0.898083	 -0.001398
EAS(10.715192)	 -3.944761	  1.270000	  1.926383	 18.731758	  5.067092	 -1.860000	  6.740360	  0.485832	  3.207197	 -0.014589	 -0.037009	  0.051343	 -0.200000	  0.064749	 -0.074988	 -0.128771	 -0.132912	  0.000000	  0.487146	  0.495085	  0.587985	  0.479685	  0.519577	  0.382618	  0.200000	 -0.906630	 -0.001330
EAS(10.964780)	 -3.972849	  1.270000	  1.921751	 18.673080	  5.066606	 -1.860000	  6.710313	  0.485976	  3.196896	 -0.014658	 -0.021764	  0.051559	 -0.200000	  0.061674	 -0.076273	 -0.130211	 -0.134411	  0.000000	  0.490858	  0.498135	  0.595648	  0.483874	  0.521598	  0.383987	  0.200000	 -0.914855	 -0.001264
EAS(100.000000)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.591565	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(11.220183)	 -4.001646	  1.270000	  1.917340	 18.609728	  5.066171	 -1.860000	  6.680267	  0.486120	  3.186595	 -0.014722	 -0.006539	  0.051766	 -0.200000	  0.058599	 -0.077551	 -0.131648	 -0.135898	  0.000000	  0.494557	  0.501096	  0.603417	  0.488036	  0.523719	  0.385446	  0.200000	 -0.922742	 -0.001200
EAS(11.481534)	 -4.031261	  1.270000	  1.913193	 18.543001	  5.065757	 -1.860000	  6.650220	  0.486264	  3.176294	 -0.014782	  0.008674	  0.051962	 -0.200000	  0.055523	 -0.078826	 -0.133084	 -0.137377	  0.000000	  0.498238	  0.503968	  0.611280	  0.492168	  0.525938	  0.386999	  0.200000	 -0.930276	 -0.001137
EAS(11.748973)	 -4.061794	  1.270000	  1.909339	 18.473757	  5.065352	 -1.860000	  6.620173	  0.486408	  3.165993	 -0.014839	  0.023879	  0.052148	 -0.200000	  0.052446	 -0.080101	 -0.134521	 -0.138850	  0.000000	  0.501900	  0.506756	  0.619224	  0.496268	  0.528257	  0.388645	  0.200000	 -0.937447	 -0.001076
EAS(12.022642)	 -4.093295	  1.270000	  1.905802	 18.402698	  5.064948	 -1.860000	  6.590126	  0.486553	  3.155692	 -0.014891	  0.039084	  0.052323	 -0.200000	  0.049367	 -0.081378	 -0.135959	 -0.140318	  0.000000	  0.505540	  0.509464	  0.627234	  0.500330	  0.530675	  0.390388	  0.200000	 -0.944250	 -0.001017
EAS(12.302684)	 -4.125757	  1.270000	  1.902597	 18.330269	  5.064542	 -1.860000	  6.560080	  0.486697	  3.145391	 -0.014940	  0.054291	  0.052488	 -0.200000	  0.046284	 -0.082657	 -0.137399	 -0.141781	  0.000000	  0.509156	  0.512100	  0.635296	  0.504353	  0.533191	  0.392229	  0.200000	 -0.950685	 -0.000960
EAS(12.589251)	 -4.159102	  1.270000	  1.899725	 18.256562	  5.064134	 -1.860000	  6.530033	  0.486841	  3.135090	 -0.014984	  0.069504	  0.052595	 -0.200000	  0.043198	 -0.083939	 -0.138840	 -0.143240	  0.000000	  0.512746	  0.514670	  0.643394	  0.508332	  0.535804	  0.394169	  0.200000	 -0.956753	 -0.000905
EAS(12.882492)	 -4.193201	  1.270000	  1.897181	 18.181584	  5.063724	 -1.860000	  6.499986	  0.486985	  3.124789	 -0.015025	  0.084726	  0.052695	 -0.200000	  0.040108	 -0.085226	 -0.140281	 -0.144697	  0.000000	  0.516306	  0.517178	  0.651509	  0.512265	  0.538512	  0.396210	  0.200000	 -0.962449	 -0.000852
EAS(13.182563)	 -4.227902	  1.270000	  1.894960	 18.105536	  5.063314	 -1.860000	  6.469940	  0.487129	  3.114488	 -0.015061	  0.099959	  0.052791	 -0.200000	  0.037015	 -0.086517	 -0.141724	 -0.146150	  0.000000	  0.519835	  0.519629	  0.659624	  0.516146	  0.541313	  0.398350	  0.200000	 -0.967766	 -0.000801
EAS(13.489624)	 -4.263059	  1.270000	  1.893059	 18.028773	  5.062907	 -1.860000	  6.455100	  0.487234	  3.109161	 -0.015094	  0.115205	  0.052886	 -0.200000	  0.033918	 -0.087812	 -0.143167	 -0.147602	  0.000000	  0.523328	  0.522024	  0.667717	  0.519971	  0.544201	  0.400588	  0.200000	 -0.972686	 -0.000753
EAS(13.803840)	 -4.298557	  1.270000	  1.891477	 17.951796	  5.062505	 -1.860000	  6.455100	  0.487303	  3.108690	 -0.015123	  0.130465	  0.052980	 -0.200000	  0.030817	 -0.089112	 -0.144609	 -0.149052	  0.000000	  0.526782	  0.524364	  0.675767	  0.523737	  0.547171	  0.402919	  0.200000	 -0.977190	 -0.000707
EAS(14.125370)	 -4.334309	  1.270000	  1.890218	 17.875271	  5.062113	 -1.860000	  6.455100	  0.487371	  3.108219	 -0.015147	  0.145739	  0.053073	 -0.200000	  0.027713	 -0.090415	 -0.146051	 -0.150501	  0.000000	  0.530193	  0.526647	  0.683751	  0.527439	  0.550214	  0.405339	  0.200000	 -0.981260	 -0.000663
EAS(14.454392)	 -4.370258	  1.270000	  1.889294	 17.800171	  5.061734	 -1.860000	  6.455100	  0.487439	  3.107747	 -0.015168	  0.161030	  0.053165	 -0.200000	  0.024604	 -0.091723	 -0.147493	 -0.151948	  0.000000	  0.533555	  0.528871	  0.691648	  0.531072	  0.553322	  0.407841	  0.200000	 -0.984882	 -0.000622
EAS(14.791080)	 -4.406372	  1.270000	  1.888713	 17.727310	  5.061372	 -1.860000	  6.455100	  0.487507	  3.107276	 -0.015185	  0.176336	  0.053257	 -0.200000	  0.021491	 -0.093034	 -0.148932	 -0.153394	  0.000000	  0.536864	  0.531032	  0.699435	  0.534631	  0.556485	  0.410416	  0.200000	 -0.988049	 -0.000583
EAS(15.135614)	 -4.442632	  1.270000	  1.888461	 17.656819	  5.061031	 -1.860000	  6.455100	  0.487575	  3.106805	 -0.015200	  0.191660	  0.053347	 -0.200000	  0.018373	 -0.094347	 -0.150370	 -0.154839	  0.000000	  0.540116	  0.533129	  0.707089	  0.538111	  0.559692	  0.413056	  0.200000	 -0.990765	 -0.000546
EAS(15.488170)	 -4.479012	  1.270000	  1.888502	 17.588196	  5.060715	 -1.860000	  6.455100	  0.487643	  3.106333	 -0.015211	  0.207000	  0.053437	 -0.200000	  0.015251	 -0.095663	 -0.151806	 -0.156283	  0.000000	  0.543305	  0.535157	  0.714590	  0.541510	  0.562930	  0.415751	  0.200000	 -0.993047	 -0.000512
