lon,lat,pga,pgv
-76.50759544,3.396594793,0.412873925,40
-76.5115625,3.418009137,0.326819207,23
-76.52257918,3.391538386,0.271106055,31
-76.52101278,3.412691563,0.406348826,51
-76.49534277,3.428706961,0.420755572,23
-76.52766886,3.409193391,0.424211898,33
-76.50635969,3.400839097,0.437852452,21
-76.49650756,3.436486863,0.30911995,29
-76.5025066,3.397755023,0.323199069,25
-76.49653128,3.423389847,0.352865061,39
-76.53215851,3.408606592,0.34233938,21
-76.52588029,3.410618999,0.254241726,35
-76.51667176,3.403357754,0.354352766,58
-76.50712261,3.421823293,0.378601874,28
-76.50477844,3.423777181,0.293319458,30
-76.53241145,3.407630515,0.42634074,29
-76.49389924,3.424593562,0.375292992,38
-76.50475845,3.427985784,0.303251112,34
-76.50761064,3.412225984,0.334828732,31
-76.50716919,3.392862826,0.354895541,31
-76.50950077,3.415015096,0.421560023,50
-76.53051932,3.389508503,0.391680295,42
-76.50965439,3.411467911,0.374473006,49
-76.52239317,3.39741038,0.332357757,45
-76.50676081,3.39905672,0.406303982,47
-76.50403581,3.425061174,0.251007107,34
-76.51951726,3.397979994,0.290208768,33
-76.50655697,3.400339687,0.399697488,32
-76.5006499,3.416371019,0.342784548,26
-76.52040375,3.413184238,0.297122855,34
-76.49572504,3.436001268,0.308687246,59
-76.49856464,3.410300363,0.291609272,32
-76.48980179,3.444755947,0.308289171,33
-76.5197504,3.414684688,0.417719662,24
-76.50795501,3.391176103,0.406910265,31
-76.4913898,3.434363782,0.387305345,24
-76.51003261,3.393021351,0.295791428,48
-76.50183845,3.399182556,0.256469385,52
-76.49210328,3.435425557,0.284856892,43
-76.51979296,3.403264235,0.38411842,60
-76.52711865,3.412329591,0.354396773,44
-76.50763225,3.423077953,0.33142104,49
-76.51128649,3.413827556,0.447351874,24
-76.50493379,3.398185769,0.352206501,29
-76.5000049,3.418037114,0.314175794,49
-76.52324342,3.414951648,0.406938641,40
-76.49452192,3.423491657,0.351737334,45
-76.48972486,3.438521395,0.431360361,52
-76.5042552,3.4252256,0.348812453,58
-76.4889563,3.438405749,0.387363718,44
-76.51045258,3.400260594,0.310977754,42
-76.49240919,3.434845929,0.345603797,32
-76.48907683,3.437667364,0.328659457,60
-76.53223284,3.405735898,0.386456705,59
-76.49102677,3.434735175,0.416630436,50
-76.49098786,3.444960175,0.445519091,38
-76.49220843,3.445363144,0.389676724,33
-76.52266305,3.40963357,0.316834829,47
-76.51315296,3.401358024,0.274418556,48
-76.5082885,3.397345726,0.418300755,46
-76.51253627,3.410517112,0.404565569,31
-76.50080866,3.41013451,0.326940412,37
-76.50645706,3.397970023,0.390663238,55
-76.50052559,3.408205748,0.399333857,43
-76.52313005,3.411867348,0.406154529,48
-76.50679922,3.401595374,0.427301751,22
-76.50505906,3.393797142,0.324566398,22
-76.51495755,3.39974737,0.263562509,52
-76.49821982,3.431122706,0.260874692,49
-76.49779158,3.410892207,0.269033308,56
-76.49956989,3.415908562,0.390749307,52
-76.49092929,3.431833886,0.395660819,26
-76.50489625,3.423486494,0.365285219,41
-76.50831833,3.391977308,0.436477564,45
-76.49441962,3.424448574,0.265867747,47
-76.51349955,3.399747805,0.447366892,33
-76.50595387,3.42291225,0.266650464,34
-76.4975303,3.426012327,0.309218399,36
-76.50243402,3.40171038,0.359039293,32
-76.49463166,3.440331996,0.258110353,46
-76.49038026,3.436194008,0.273330895,21
-76.52253376,3.40372027,0.42564031,43
-76.5199506,3.402667429,0.289274362,28
-76.50227055,3.418116191,0.408468463,50
-76.51145285,3.395964956,0.408447597,21
-76.50094209,3.411280289,0.273951269,28
-76.50092472,3.413164749,0.415778108,31
-76.50627841,3.397691683,0.328012433,22
-76.50013343,3.416605501,0.269752035,20
-76.48255381,3.439511266,0.422771256,48
-76.51043812,3.391785443,0.385794459,25
-76.52517549,3.405302256,0.336909931,37
-76.5311374,3.409880852,0.276611513,25
-76.51409425,3.401709815,0.319493783,39
-76.49538429,3.426347136,0.281802522,27
-76.51233822,3.411536212,0.437657168,39
-76.51168636,3.418463531,0.410685894,53
-76.51572156,3.400153046,0.425633627,54
-76.51516516,3.408616688,0.374718524,50
-76.53275803,3.409844289,0.280967991,26
-76.51714907,3.396298221,0.396916928,50
-76.51932288,3.402664052,0.294664891,43
-76.50398375,3.402633305,0.304963224,32
-76.52061413,3.414727074,0.350378637,47
-76.51837236,3.39791956,0.261734806,53
-76.49704774,3.426572549,0.313131222,33
-76.50494432,3.427934773,0.419671472,29
-76.50886272,3.416153753,0.339856963,29
-76.50985999,3.417008476,0.402730554,49
-76.51253341,3.41837403,0.355020691,28
-76.52503756,3.410411201,0.297495278,47
-76.51682141,3.400407794,0.31439159,20
-76.52440822,3.413071803,0.423664771,35
-76.49816396,3.405827589,0.316934375,38
-76.49068914,3.433803271,0.284595366,33
-76.49033351,3.438480578,0.43829602,50
-76.4898353,3.442433561,0.337467914,48
-76.52084549,3.408174191,0.279491368,53
-76.51734037,3.409575264,0.302457123,40
-76.50885534,3.412220681,0.289421495,31
-76.52549075,3.408439722,0.307529116,46
-76.53333378,3.392331687,0.433342554,22
-76.51798587,3.397433674,0.348198622,41
-76.50682005,3.400871667,0.327028434,31
-76.4999068,3.430145019,0.432307346,60
-76.52627179,3.41301775,0.283713157,24
-76.50158243,3.428484621,0.357888928,47
-76.51680983,3.410360905,0.333667687,22
-76.50638685,3.424788988,0.363706953,49
-76.51218604,3.409653926,0.277160497,47
-76.49530673,3.429656849,0.272268156,53
-76.50242943,3.427411484,0.44936776,41
-76.49248434,3.437634987,0.448849639,52
-76.49600167,3.424208152,0.334583617,22
-76.51048764,3.414596425,0.433248884,24
-76.50705482,3.401371083,0.35569282,36
-76.48826111,3.43920338,0.311704362,55
-76.49646572,3.435195951,0.294988438,28
-76.49838254,3.40842329,0.400972488,41
-76.51765373,3.402197363,0.31225977,52
-76.52550366,3.411572206,0.292698115,58
-76.5037939,3.397068039,0.361098386,26
-76.52548266,3.404965777,0.304025268,46
-76.51560769,3.405941736,0.384656505,30
-76.49284214,3.424718566,0.439885493,54
-76.52683093,3.410915284,0.394402175,57
-76.50289282,3.431146465,0.428013223,20
-76.50353808,3.397830666,0.440534878,47
-76.50130264,3.415785424,0.312688976,33
-76.51065133,3.397825454,0.417262213,26
-76.49287974,3.43661917,0.264203244,58
-76.488161,3.446628957,0.369924365,49
-76.49186728,3.445865043,0.349518994,30
-76.52053481,3.395879241,0.421908701,40
-76.52084733,3.40864279,0.256490352,24
-76.5004301,3.408635632,0.364978557,36
-76.50500573,3.423247326,0.329238557,38
-76.52953796,3.391552828,0.33035748,40
-76.51886629,3.412965371,0.293262927,49
-76.49627626,3.428001748,0.404037382,58
-76.49070485,3.445995068,0.319354979,34
-76.49067513,3.438141469,0.447987554,36
-76.4922462,3.444414542,0.300726803,48
-76.50997925,3.413762935,0.35869168,47
-76.52522884,3.396743645,0.433847756,49
-76.51028358,3.413479947,0.300831339,43
-76.50084879,3.42694524,0.278328568,27
-76.52094394,3.416156088,0.404663277,31
-76.51555173,3.393931533,0.292050454,39
-76.52031834,3.408930465,0.372568446,44
-76.50127278,3.429087418,0.337918053,29
-76.49098817,3.440314794,0.407453484,48
-76.51264749,3.39825238,0.367750755,39
-76.50441413,3.420417294,0.327956719,49
-76.50596522,3.425552182,0.289506482,57
-76.50194642,3.400715688,0.396811017,36
-76.53604094,3.386616176,0.318241751,45
-76.50860826,3.420552496,0.317838151,22
-76.50837675,3.415997111,0.428262188,48
-76.51573549,3.405814391,0.361197082,32
-76.50879221,3.394688993,0.424278283,48
-76.49930898,3.416085911,0.431088519,34
-76.51886315,3.402938713,0.367546275,60
-76.4969348,3.424861605,0.383200761,26
-76.5326988,3.389296126,0.351093598,59
-76.53221635,3.407114004,0.396117186,40
-76.50360851,3.395107336,0.42651424,46
-76.50118107,3.415538471,0.380085892,25
-76.52701702,3.408660718,0.389145195,44
-76.48893895,3.437706046,0.304511045,44
-76.49018157,3.437211459,0.428152234,55
-76.51862928,3.394670806,0.399806789,47
-76.49925878,3.404523314,0.438380058,58
-76.50524167,3.397901086,0.271326296,49
-76.50120223,3.430229191,0.259076372,58
-76.49928652,3.414532714,0.255639822,50
-76.50970273,3.39059006,0.370823833,23
-76.51856706,3.407474152,0.267709722,60
-76.49903229,3.408052856,0.252287439,29
-76.51605265,3.402488745,0.339775428,20
-76.49631225,3.439567835,0.32224845,34
-76.51605449,3.412375975,0.386105741,41
-76.50080771,3.403841581,0.312135081,29
-76.50139418,3.418089545,0.317932398,38
-76.50348772,3.421854045,0.258539661,25
-76.51830156,3.410308273,0.437515335,32
-76.51499137,3.410175862,0.268916526,60
-76.52566114,3.40819567,0.442398283,52
-76.50806724,3.420983255,0.282536196,58
-76.50540238,3.421288465,0.383452685,33
-76.52016581,3.412054772,0.362514188,28
-76.5100363,3.39101249,0.344375166,28
-76.52082181,3.416232636,0.440621287,48
-76.49332454,3.442523253,0.389963488,56
-76.51514902,3.407497186,0.298368272,56
-76.52633879,3.40944097,0.447395141,28
-76.5198092,3.413634241,0.253931917,53
-76.51770866,3.39967344,0.275236361,41
-76.49349662,3.43378565,0.352684817,26
-76.51165405,3.416283641,0.288423602,58
-76.49337811,3.442353785,0.425760993,36
-76.51566212,3.410335272,0.287892246,24
-76.53159494,3.409319858,0.420965312,49
-76.49677765,3.435292324,0.396431877,47
-76.50094741,3.400370195,0.377057282,23
-76.52569021,3.405405483,0.440625199,54
-76.49405127,3.432261303,0.394766729,38
-76.51259932,3.417875434,0.325510544,34
-76.51606854,3.405480814,0.387426665,47
-76.49499076,3.429647906,0.351805296,54
-76.49697473,3.428661965,0.399014252,38
-76.49915762,3.428517218,0.431468349,50
-76.51056902,3.393778236,0.255846341,38
-76.51064725,3.418865479,0.364832165,20
-76.52396126,3.407748119,0.434006184,32
-76.50705207,3.415336099,0.341834867,29
-76.50261831,3.397090519,0.303913368,46
-76.50494581,3.400754128,0.341375223,27
-76.49150704,3.436693661,0.397903125,29
-76.50598563,3.393143705,0.300404747,39
-76.50934596,3.397858846,0.360973746,34
-76.51626901,3.394891667,0.261627469,46
-76.49345404,3.439492121,0.251145134,27
-76.51436611,3.408244631,0.265124584,37
-76.49103075,3.432640665,0.387989938,44
-76.51022845,3.391255711,0.267221096,22
-76.52626006,3.389190536,0.385185261,40
-76.49852433,3.433483141,0.4031449,59
-76.52200447,3.40151048,0.304440331,56
-76.49380036,3.442358407,0.322764549,29
-76.50642223,3.415384221,0.33401329,47
-76.52489057,3.408610384,0.298603793,53
-76.50427445,3.399228341,0.397169812,56
-76.52677357,3.411279535,0.363644856,43
-76.50902109,3.39654017,0.309410831,42
-76.5300017,3.389410906,0.345654935,40
-76.50719301,3.414614487,0.307224847,46
-76.51177806,3.399047136,0.268118303,53
-76.49924341,3.432066519,0.251025118,54
-76.50163961,3.401038315,0.439857464,44
-76.50795091,3.417574704,0.424240592,46
-76.51403046,3.400913066,0.262617262,59
-76.52224996,3.413292676,0.361270665,50
-76.51723076,3.395410334,0.255670349,23
-76.51876566,3.410727861,0.330859047,27
-76.52072033,3.414923894,0.366885067,28
-76.50088595,3.416792515,0.31931842,38
-76.50962964,3.412778848,0.288695746,52
-76.49747682,3.424773916,0.354705533,32
-76.52101113,3.394955183,0.379595899,50
-76.51318938,3.409397304,0.401950229,59
-76.50769331,3.422096845,0.293453436,41
-76.51935092,3.401829658,0.27510881,35
-76.50562444,3.401454205,0.441721726,48
-76.51252967,3.394982677,0.258522412,39
-76.51217903,3.416976857,0.447968671,24
-76.51631579,3.408910579,0.405255736,49
-76.51838939,3.40275095,0.417843115,59
-76.5243851,3.411668627,0.305266116,48
-76.52070537,3.400794607,0.263729073,51
-76.49641433,3.425585339,0.394923642,44
-76.50934024,3.399024706,0.406049726,29
-76.5066976,3.424245778,0.402000982,29
-76.51547709,3.40422551,0.337624746,26
-76.50100553,3.418721745,0.385732172,54
-76.50666083,3.400200838,0.361999148,45
-76.49103465,3.434906638,0.446034004,59
-76.4926656,3.431442116,0.445090166,54
-76.49503741,3.425683913,0.323205357,35
-76.49412492,3.431697996,0.428776769,35
-76.53283942,3.411217464,0.314570026,36
-76.53366579,3.408209226,0.392324946,21
-76.52424057,3.41209466,0.406818915,57
-76.48978516,3.440665661,0.373015392,42
-76.51768048,3.403928483,0.396007759,55
-76.51977721,3.406398902,0.354510786,27
-76.5014361,3.416583967,0.294181555,21
-76.50188269,3.398977764,0.350905749,51
-76.49045672,3.438486647,0.440296585,51
-76.48254445,3.438782654,0.356673281,26
-76.51556876,3.391903356,0.268918704,26
-76.48354172,3.439427037,0.302968953,47
-76.49054465,3.437014604,0.34297379,24
-76.52519495,3.413010704,0.401677032,42
-76.52692511,3.408468112,0.429832436,39
-76.49372215,3.434239291,0.423510477,58
-76.52138237,3.408650945,0.384802059,42
-76.52016908,3.408020866,0.413178534,36
-76.52297093,3.40776949,0.291860732,26
-76.5064639,3.400737886,0.320310713,22
-76.48966134,3.438545202,0.40528941,46
-76.52804682,3.405171116,0.363989703,56
-76.50957185,3.401267198,0.442627737,60
-76.50089424,3.426768702,0.409999452,56
-76.51738514,3.404246761,0.252255334,21
-76.51817757,3.391914628,0.330398953,25
-76.49462925,3.430880139,0.381883473,26
-76.49698034,3.436151678,0.405866741,59
-76.49914196,3.410658382,0.327030362,21
-76.50856788,3.400090088,0.352073622,34
-76.49445742,3.427074704,0.33796233,54
-76.52173787,3.400983035,0.2753753,30
-76.50423505,3.413369868,0.286431457,20
-76.51374647,3.402577973,0.403375443,29
-76.50845743,3.404429003,0.28224607,31
-76.50954656,3.402403132,0.334326011,29
-76.50993104,3.403126492,0.303270225,54
-76.50342566,3.403173527,0.250782507,24
-76.50659296,3.412490447,0.401350815,42
-76.50248735,3.414712664,0.427612283,36
-76.50584022,3.404673115,0.349378476,44
-76.51146823,3.40167552,0.422828008,43
-76.50413014,3.405915735,0.305678577,20
-76.50712862,3.411068143,0.444629369,31
-76.50989384,3.402098063,0.392107532,38
-76.5033525,3.417091695,0.403008316,29
-76.50485432,3.418721605,0.435424904,53
-76.51110203,3.407210466,0.284360268,58
-76.50313328,3.402545857,0.365047136,44
-76.50840413,3.405165779,0.334076351,34
-76.51232489,3.403941293,0.353353083,41
-76.50240222,3.405415677,0.428391942,50
-76.51126912,3.403046748,0.388945258,56
-76.50943726,3.406747327,0.2945592,57
-76.50333874,3.40773904,0.392073549,44
-76.50278848,3.410738285,0.425399544,52
-76.50431379,3.417351624,0.444736617,32
-76.50495465,3.413968916,0.266044193,43
-76.5085152,3.407573213,0.318517581,25
-76.50850773,3.409790245,0.360882702,43
-76.50652011,3.405169341,0.281384737,35
-76.51118756,3.399562654,0.4073607,44
-76.50456051,3.41904672,0.344640805,58
-76.50266047,3.408182087,0.311427563,44
-76.51209158,3.404953713,0.267623211,49
-76.51160723,3.400362853,0.313970656,43
-76.50463468,3.407916928,0.301687681,44
-76.51157045,3.403289693,0.442865188,29
-76.50208361,3.409502706,0.319188271,51
-76.50963235,3.408117334,0.283478281,56
-76.51325972,3.40327909,0.449927301,31
-76.50332601,3.418027392,0.295310374,39
-76.50113918,3.404259556,0.308406694,42
-76.50221691,3.413572683,0.256103695,40
-76.50307059,3.41906964,0.390920017,22
-76.50466241,3.406378542,0.333052516,28
-76.50791082,3.407074466,0.345300821,37
-76.50459983,3.408727991,0.400913513,45
-76.50386825,3.415876104,0.443341181,49
-76.50466376,3.406749947,0.393715017,42
-76.51251553,3.401987715,0.253227376,56
-76.51358071,3.403531668,0.345129882,22
-76.5025617,3.417819534,0.369764489,58
-76.50279359,3.403369062,0.288808383,43
-76.50124327,3.406490704,0.286885004,41
-76.51202738,3.404215146,0.303465784,32
-76.50369774,3.415665896,0.284642403,51
-76.50133591,3.406406729,0.328084624,45
-76.50312197,3.413903152,0.389331279,55
-76.50286803,3.412679115,0.339443816,60
-76.50102529,3.40581433,0.391383085,57
-76.50185653,3.409159848,0.431056015,50
-76.50081351,3.40730338,0.398993607,35
-76.50122998,3.408458783,0.305823786,30
-76.50791189,3.403530494,0.393934059,52
-76.50287351,3.414998672,0.370161138,44
-76.503031,3.415857995,0.366646733,57
-76.50218594,3.408841643,0.431760974,34
-76.50218998,3.402887218,0.384508415,35
-76.50419836,3.403564475,0.301576767,44
-76.5019374,3.407610752,0.312536629,48
-76.50482212,3.417361438,0.431374661,54
-76.51040001,3.403294864,0.340906632,47
-76.50583123,3.407509995,0.384106829,50
-76.50531191,3.407310852,0.364090749,34
-76.50369749,3.408777788,0.252943089,30
-76.5036509,3.416758535,0.369069001,49
-76.50339877,3.418812009,0.425482603,27
-76.50915241,3.409605997,0.268195435,23
-76.50719941,3.411875115,0.250798803,32
-76.50577696,3.408268236,0.328538762,37
-76.50548117,3.409998455,0.26951041,59
-76.5045663,3.406856302,0.286332103,58
-76.51063145,3.40767767,0.425770118,38
-76.50756155,3.409672205,0.321908655,47
-76.50125946,3.414755341,0.407865486,30
-76.51052548,3.408584689,0.374767518,59
-76.50291087,3.412120142,0.365325371,25
-76.50177678,3.405991827,0.443954662,51
-76.50249713,3.411023279,0.417590594,23
-76.46805779,3.428854579,0.36703352,35
-76.50717017,3.483394799,0.324297801,51
-76.55679012,3.413177153,0.433218153,41
-76.53397561,3.412169828,0.366466436,40
-76.49990312,3.495563812,0.379222959,44
-76.53405529,3.411983023,0.3738906,34
-76.51077857,3.476748439,0.257415682,39
-76.5351495,3.366367384,0.292862017,39
-76.53409927,3.365950172,0.432996587,35
-76.53537076,3.412040478,0.435244368,20
-76.56000149,3.414802311,0.432803962,51
-76.51727511,3.467420819,0.257180634,22
-76.52492374,3.415486164,0.4082976,26
-76.5234562,3.387285618,0.370832992,60
-76.51464768,3.472295537,0.283809356,44
-76.51119792,3.476690977,0.420711699,45
-76.51440241,3.472601212,0.396261324,26
-76.52338508,3.461624726,0.418497545,31
-76.51268114,3.4748741,0.34074049,45
-76.5510027,3.45891882,0.436886951,56
-76.55001051,3.458214093,0.385301267,30
-76.55078119,3.4581483,0.411538774,59
-76.5368389,3.366030157,0.411266828,29
-76.54251296,3.339947724,0.251126793,21
-76.53564479,3.451682483,0.348448244,31
-76.56195582,3.413494226,0.391280343,25
-76.53050967,3.412721423,0.306694101,38
-76.53484322,3.412238835,0.253618349,31
-76.56552012,3.450019948,0.307431561,39
-76.56747875,3.456399084,0.278469412,33
-76.50030973,3.495004842,0.264004256,22
-76.56510899,3.409972025,0.348086886,27
-76.53477175,3.41133759,0.423976765,42
-76.52813337,3.458728751,0.395439837,45
-76.53128096,3.363521753,0.369701221,26
-76.52805444,3.33957312,0.257675139,56
-76.51572449,3.47081188,0.36683225,21
-76.5088562,3.47912227,0.273788401,37
-76.52377766,3.416132453,0.36423981,37
-76.51689144,3.390486411,0.382070862,57
-76.548937,3.453398953,0.39534473,24
-76.55086716,3.459307371,0.292083887,38
-76.50952999,3.477935498,0.332668699,60
-76.56357378,3.410908595,0.446049611,46
-76.51344406,3.473866204,0.332586557,24
-76.55918825,3.460760606,0.289138351,45
-76.55149841,3.457888991,0.409606901,28
-76.50344285,3.394829159,0.336377005,32
-76.55033319,3.450758088,0.373885289,54
-76.50710406,3.482963917,0.355150516,56
-76.54975104,3.458235093,0.265642581,55
-76.54132574,3.375194097,0.360139707,28
-76.50235621,3.494737417,0.26691059,26
-76.50291936,3.485155401,0.271699259,56
-76.5516052,3.451050305,0.397541232,34
-76.531882,3.413266974,0.250856011,32
-76.52759542,3.41450733,0.389265263,53
-76.52796879,3.459176854,0.285727279,33
-76.55944445,3.414298938,0.383760817,52
-76.50615895,3.484206684,0.393994464,27
-76.5036504,3.394647872,0.375476631,47
-76.51094883,3.477488094,0.30866672,25
-76.5397025,3.365544835,0.252241395,56
-76.56324305,3.412811879,0.288022044,47
-76.53174984,3.413206399,0.273996495,36
-76.53019873,3.413747675,0.406362565,31
-76.53073312,3.456356485,0.295377829,59
-76.51187826,3.475420036,0.407852118,45
-76.54902917,3.452302769,0.305276982,47
-76.55384221,3.450104493,0.258281401,36
-76.51481154,3.472064083,0.344527214,23
-76.5305231,3.387932053,0.390246715,42
-76.55059511,3.459635344,0.336730329,27
-76.52214159,3.387869781,0.361175259,46
-76.54673168,3.452052126,0.25895975,56
-76.52508591,3.359115719,0.252317266,27
-76.56459348,3.45518909,0.396234893,41
-76.52948535,3.363780157,0.42930052,27
-76.55722651,3.413117571,0.443750381,41
-76.52425688,3.359706609,0.333400789,55
-76.54883903,3.452059015,0.32067418,49
-76.48043616,3.476033866,0.266056775,45
-76.48235582,3.47682726,0.394731207,41
-76.48126408,3.47477043,0.273276827,53
-76.47971862,3.474582963,0.331903992,33
-76.48003557,3.476085648,0.357697073,27
-76.48013278,3.473390802,0.256336546,30
-76.48245542,3.472084428,0.365672167,46
-76.48214326,3.476181022,0.302694017,41
-76.47745264,3.474230781,0.424436679,53
-76.4808426,3.475631608,0.444019604,54
-76.48240315,3.474538066,0.27136621,24
-76.48189068,3.476331685,0.401034283,49
-76.48149128,3.475422102,0.370612437,56
-76.48029979,3.473915986,0.385385168,41
-76.47998684,3.475911887,0.26057244,26
-76.48674549,3.445995741,0.442682321,38
-76.49806093,3.440036539,0.374221115,50
-76.4954278,3.466251395,0.295264399,35
-76.48922398,3.467062314,0.312648523,48
-76.48162994,3.460726857,0.387925503,52
-76.491319,3.48918643,0.405644847,25
-76.49153652,3.471829952,0.445916777,36
-76.49031655,3.471841627,0.297398099,34
-76.49083375,3.469244507,0.343278363,26
-76.4808069,3.451145819,0.444827328,25
-76.47914321,3.456781367,0.284992759,45
-76.48668288,3.453753524,0.261650747,21
-76.49487032,3.487777679,0.292322397,45
-76.48396787,3.479336743,0.432641714,44
-76.49322552,3.467646728,0.284567236,38
-76.49091968,3.467972069,0.272883486,37
-76.50258763,3.486717631,0.445382973,60
-76.48618922,3.457751362,0.318227132,36
-76.4882093,3.492205627,0.304517914,41
-76.47860061,3.466664311,0.260053598,30
-76.48768299,3.490247414,0.409289676,33
-76.48943121,3.454125967,0.447448421,43
-76.48333641,3.476956925,0.250465926,52
-76.48739142,3.45341199,0.340713735,35
-76.47941735,3.456156318,0.371935267,40
-76.48770813,3.470377714,0.324186044,58
-76.48946022,3.450433951,0.305793629,34
-76.49843623,3.472358572,0.352079231,52
-76.48246623,3.45446826,0.356812098,38
-76.49159769,3.467120678,0.42262558,44
-76.49755783,3.46464503,0.413788853,28
-76.48556623,3.475246975,0.412231957,31
-76.48850769,3.46012597,0.442141627,45
-76.4971996,3.437392746,0.409270904,56
-76.47624016,3.45314153,0.330826178,44
-76.4886355,3.476857966,0.37336084,52
-76.48457854,3.478484045,0.328665729,26
-76.48630225,3.474776215,0.366341897,45
-76.48841057,3.473201837,0.252888769,45
-76.48547696,3.459770982,0.321996695,38
-76.48911235,3.487902495,0.44286709,31
-76.48203224,3.449899184,0.329617666,60
-76.48955497,3.48609528,0.416217884,58
-76.48515064,3.475679163,0.321005573,23
-76.48786261,3.484094631,0.394849752,23
-76.48664092,3.474924795,0.419167556,33
-76.485223,3.458085171,0.437031225,35
-76.48919649,3.466957374,0.266857274,40
-76.48163867,3.449863769,0.444116968,44
-76.47942377,3.450912067,0.40928113,48
-76.48448501,3.458461355,0.407141449,57
-76.50115885,3.472588955,0.423933315,41
-76.49018016,3.448613377,0.312565943,30
-76.48883444,3.475162413,0.33742009,24
-76.47922012,3.459960071,0.266945924,38
-76.48666223,3.459869128,0.310859918,58
-76.49102465,3.491654923,0.328196999,48
-76.49339379,3.466453436,0.301021019,50
-76.48714798,3.471705575,0.375008007,40
-76.48553915,3.463734383,0.397045181,46
-76.48783509,3.465785721,0.279558896,37
-76.48971069,3.459337415,0.265359458,48
-76.4955277,3.470281976,0.380410453,28
-76.48265,3.466569189,0.286104318,34
-76.48860601,3.455480512,0.40001895,56
-76.48486827,3.47006454,0.287501228,20
-76.49407666,3.448374356,0.360525626,49
-76.49303541,3.465455662,0.309026935,53
-76.48323789,3.466111971,0.403313575,44
-76.48298059,3.445579639,0.377438534,30
-76.48757501,3.489989142,0.333205302,54
-76.48973539,3.473892618,0.420382393,41
-76.48004455,3.460386673,0.3230125,23
-76.48579181,3.457852387,0.406706975,20
-76.48734502,3.458251017,0.285085351,49
-76.4843256,3.460260194,0.416976917,51
-76.48799459,3.486589544,0.288354788,57
-76.4782463,3.45322928,0.435232755,56
-76.48910017,3.473450673,0.367626651,23
-76.49879317,3.464448802,0.384948774,43
-76.48060959,3.479168613,0.419067357,44
-76.49084056,3.487961779,0.35775358,41
-76.48687948,3.476943206,0.355959865,28
-76.49518041,3.467979769,0.374319335,23
-76.49436331,3.470657714,0.312877194,28
-76.50051731,3.482972721,0.25495287,23
-76.48694592,3.460926909,0.43938796,40
-76.49393311,3.473526587,0.435223884,20
-76.49234612,3.466546952,0.321017464,25
-76.48841968,3.483910931,0.353865125,20
-76.48505773,3.447301867,0.334404902,54
-76.48477021,3.454057302,0.430945409,59
-76.4887051,3.48621199,0.336626516,45
-76.4833268,3.45336866,0.392206614,24
-76.48092416,3.477823052,0.37512574,21
-76.48069592,3.449487214,0.413710086,55
-76.48513786,3.458400549,0.376846494,36
-76.49504685,3.47441342,0.439135803,31
-76.48954488,3.466249232,0.320581929,44
-76.49571969,3.464615746,0.297671314,46
-76.47946485,3.458516018,0.434004704,43
-76.48430347,3.463652413,0.442259622,54
-76.49895557,3.442199896,0.365592628,34
-76.50583146,3.477630677,0.398773057,56
-76.49177799,3.488888352,0.277667447,53
-76.47901383,3.456992328,0.363460983,20
-76.4785715,3.464000138,0.303134492,42
-76.49018568,3.473375988,0.437197311,53
-76.49351845,3.451297307,0.269238769,23
-76.48075973,3.449222247,0.258015618,29
-76.48738479,3.458552852,0.418513735,60
-76.50104298,3.474369143,0.336585633,43
-76.4875386,3.472760312,0.259376375,42
-76.49072541,3.478372703,0.397476557,57
-76.50605383,3.477049029,0.346087451,58
-76.48162091,3.47979984,0.441727956,23
-76.49973849,3.485005552,0.29042362,21
-76.4980151,3.441871599,0.29728879,31
-76.49086751,3.447437826,0.350205785,31
-76.49768931,3.44270002,0.402548651,52
-76.49344809,3.469385619,0.35630837,30
-76.48463551,3.461028653,0.411589678,38
-76.48886653,3.453453929,0.334747425,28
-76.48863414,3.483699071,0.370369407,21
-76.48755335,3.467983132,0.429841207,34
-76.48965673,3.459024588,0.292087459,24
-76.50796091,3.478249573,0.440920192,56
-76.4835226,3.472201915,0.448966725,33
-76.48506136,3.463932924,0.405530234,26
-76.49681492,3.475595186,0.399431203,57
-76.49201341,3.472131227,0.342533685,59
-76.48065885,3.457316413,0.411143165,24
-76.48866269,3.454888437,0.37123977,54
-76.49006756,3.486323124,0.364956612,26
-76.48919078,3.460399351,0.44623229,50
-76.47621974,3.464145563,0.38313032,46
-76.47977624,3.451626402,0.306791703,29
-76.48097266,3.448449269,0.439766492,34
-76.49539652,3.443898371,0.327874449,48
-76.48474067,3.448801205,0.260540428,49
-76.482658,3.483036189,0.39620423,56
-76.49602411,3.445323698,0.292519119,46
-76.48579682,3.485938455,0.254428693,46
-76.49896372,3.477647743,0.292364149,38
-76.48746153,3.448843165,0.346673805,21
-76.49392989,3.471978256,0.254828672,36
-76.48418026,3.475188583,0.290150383,49
-76.48909409,3.466580431,0.305869988,39
-76.48345708,3.480737857,0.354192062,46
-76.50892931,3.477264807,0.305778857,50
-76.48658266,3.490984765,0.330373992,58
-76.4957553,3.447764627,0.263854035,32
-76.49311873,3.465427775,0.259148854,30
-76.49801494,3.476160521,0.400828923,43
-76.4865478,3.475157068,0.433148896,26
-76.48363855,3.461132376,0.294136743,21
-76.48258382,3.478404099,0.299797722,48
-76.48669538,3.449873344,0.380298797,52
-76.48441631,3.457277337,0.400948416,44
-76.48176513,3.467321137,0.376076633,47
