rup_mag,rup_hypo_depth,dist_rhypo,site_vs30,site_backarc,result_type,damping,pga,0.020,0.050,0.075,0.100,0.200,0.300,0.400,0.500,0.600,0.750,1.000,2.000,3.000,5.000,10.000
7.0,90.0,20.0,360.0,0.0,MEAN,5.0,1.06270026e+00,1.06270026e+00,1.09885492e+00,1.31957855e+00,1.56102100e+00,1.93420750e+00,1.81441927e+00,1.68706982e+00,1.40482795e+00,1.16818839e+00,9.03727160e-01,6.06026219e-01,1.69861061e-01,7.83037931e-02,2.68504945e-02,5.76446533e-03
7.0,90.0,50.0,360.0,0.0,MEAN,5.0,4.58750789e-01,4.58750789e-01,5.25015293e-01,6.47357658e-01,7.87192262e-01,9.74808375e-01,8.81929789e-01,7.85979461e-01,6.41913547e-01,5.36327901e-01,4.17629356e-01,2.87020385e-01,8.66668803e-02,4.13515627e-02,1.50866512e-02,3.53267433e-03
7.0,90.0,100.0,360.0,0.0,MEAN,5.0,1.85475550e-01,1.85475550e-01,2.27314854e-01,2.83470426e-01,3.49002706e-01,4.19167597e-01,3.70209154e-01,3.23351477e-01,2.61864654e-01,2.21296405e-01,1.73372419e-01,1.22410906e-01,4.02589514e-02,1.99040614e-02,7.68855715e-03,1.95019801e-03
7.0,90.0,300.0,360.0,0.0,MEAN,5.0,2.60020321e-02,2.60020321e-02,3.23898889e-02,3.94442716e-02,4.88137524e-02,5.47919181e-02,4.62816899e-02,3.85529586e-02,2.93078442e-02,2.44241842e-02,1.81799743e-02,1.31269038e-02,5.05961657e-03,2.67807297e-03,1.14421183e-03,3.34220844e-04
7.0,90.0,1.0,570.0,0.0,MEAN,5.0,4.62955762e+00,4.62955762e+00,5.14828070e+00,6.63411190e+00,7.93307179e+00,1.03843571e+01,9.91647051e+00,6.85110776e+00,4.38529185e+00,2.98897733e+00,1.92999000e+00,1.13125490e+00,2.56435019e-01,1.14265203e-01,3.75262212e-02,7.52905079e-03
7.0,90.0,5.0,570.0,0.0,MEAN,5.0,3.19367236e+00,3.19367236e+00,3.60046826e+00,4.63064159e+00,5.55235887e+00,7.22708964e+00,6.84217952e+00,4.83749381e+00,3.18364393e+00,2.22376559e+00,1.47032861e+00,8.81929960e-01,2.09386295e-01,9.47763165e-02,3.18314376e-02,6.59009186e-03
7.0,90.0,10.0,570.0,0.0,MEAN,5.0,2.22079291e+00,2.22079291e+00,2.55435705e+00,3.28634043e+00,3.95209545e+00,5.07412326e+00,4.71528149e+00,3.40481386e+00,2.30176195e+00,1.64662235e+00,1.11392049e+00,6.83446612e-01,1.69906657e-01,7.81215072e-02,2.68320391e-02,5.73200005e-03
7.0,90.0,20.0,570.0,0.0,MEAN,5.0,1.29424798e+00,1.29424798e+00,1.54945297e+00,2.00128588e+00,2.41660077e+00,2.99673779e+00,2.67557680e+00,1.98863920e+00,1.39678407e+00,1.03428755e+00,7.22788648e-01,4.58398714e-01,1.22082367e-01,5.74738917e-02,2.04177163e-02,4.57271953e-03
7.0,90.0,50.0,570.0,0.0,MEAN,5.0,4.66166941e-01,4.66166941e-01,6.02323480e-01,7.83924764e-01,9.49980093e-01,1.08795306e+00,9.11230242e-01,7.10684253e-01,5.29941616e-01,4.15183870e-01,3.05144223e-01,2.04715283e-01,6.17319595e-02,3.03514701e-02,1.14722269e-02,2.80232909e-03
7.0,90.0,100.0,570.0,0.0,MEAN,5.0,1.67141150e-01,1.67141150e-01,2.23818641e-01,2.89687070e-01,3.50931798e-01,3.82520851e-01,3.15233311e-01,2.54754619e-01,1.96722148e-01,1.60176771e-01,1.21130944e-01,8.48197069e-02,2.85494853e-02,1.46093034e-02,5.84655074e-03,1.54701399e-03
7.0,90.0,300.0,570.0,0.0,MEAN,5.0,2.17146144e-02,2.17146144e-02,2.87251095e-02,3.58375117e-02,4.33690165e-02,4.42874804e-02,3.53525526e-02,2.81696058e-02,2.09233967e-02,1.70529763e-02,1.24023990e-02,8.95700418e-03,3.57958244e-03,1.96566820e-03,8.70084256e-04,2.65124013e-04
7.0,90.0,1.0,850.0,0.0,MEAN,5.0,6.12173442e+00,6.12173442e+00,7.75210128e+00,1.07297968e+01,1.32754030e+01,1.47141426e+01,8.26335924e+00,5.16233847e+00,3.24913354e+00,2.17650600e+00,1.37957972e+00,8.09694971e-01,1.89738884e-01,8.73210270e-02,2.95734893e-02,6.15565137e-03
7.0,90.0,5.0,850.0,0.0,MEAN,5.0,4.05066966e+00,4.05066966e+00,5.20099268e+00,7.16414217e+00,8.83120966e+00,9.69274504e+00,5.65982000e+00,3.64507190e+00,2.35881319e+00,1.61929604e+00,1.05100831e+00,6.31240804e-01,1.54927054e-01,7.24276954e-02,2.50855708e-02,5.38797109e-03
7.0,90.0,10.0,850.0,0.0,MEAN,5.0,2.67893188e+00,2.67893188e+00,3.50356860e+00,4.80889978e+00,5.90112693e+00,6.37588796e+00,3.86743294e+00,2.56554154e+00,1.70541259e+00,1.19903332e+00,7.96243567e-01,4.89176474e-01,1.25715667e-01,5.97001544e-02,2.11456682e-02,4.68640669e-03
7.0,90.0,20.0,850.0,0.0,MEAN,5.0,1.43305075e+00,1.43305075e+00,1.93562309e+00,2.64637748e+00,3.22171728e+00,3.37725944e+00,2.16460935e+00,1.49844799e+00,1.03489987e+00,7.53144907e-01,5.16657890e-01,3.28098586e-01,9.03299874e-02,4.39213263e-02,1.60906986e-02,3.73859442e-03
7.0,90.0,50.0,850.0,0.0,MEAN,5.0,4.47010746e-01,4.47010746e-01,6.33115502e-01,8.57290985e-01,1.02929709e+00,1.02864912e+00,7.21981617e-01,5.35503569e-01,3.92642300e-01,3.02327546e-01,2.18120707e-01,1.46524832e-01,4.56761059e-02,2.31944764e-02,9.04097901e-03,2.29114684e-03
7.0,90.0,100.0,850.0,0.0,MEAN,5.0,1.48458480e-01,1.48458480e-01,2.12626758e-01,2.82950305e-01,3.37150874e-01,3.30597918e-01,2.47252085e-01,1.91958675e-01,1.45754616e-01,1.16637119e-01,8.65858341e-02,6.07096508e-02,2.11240551e-02,1.11643733e-02,4.60752242e-03,1.26481798e-03
7.0,90.0,300.0,850.0,0.0,MEAN,5.0,1.84854184e-02,1.84854184e-02,2.57190208e-02,3.27427225e-02,3.88488285e-02,3.64555736e-02,2.75812825e-02,2.12259162e-02,1.55024825e-02,1.24175934e-02,8.86538175e-03,6.41097000e-03,2.64856952e-03,1.50215605e-03,6.85691940e-04,2.16761852e-04
7.0,90.0,1.0,1200.0,0.0,MEAN,5.0,5.82611380e+00,5.82611380e+00,9.62644296e+00,1.43517994e+01,1.68776726e+01,1.35528999e+01,7.46737025e+00,4.60104757e+00,2.87608761e+00,1.91307149e+00,1.20349973e+00,7.06727744e-01,1.67861429e-01,7.82740440e-02,2.68433212e-02,5.67154202e-03
7.0,90.0,5.0,1200.0,0.0,MEAN,5.0,3.84709667e+00,3.84709667e+00,6.28567879e+00,9.26669572e+00,1.08976061e+01,8.92779190e+00,5.11462351e+00,3.24875042e+00,2.08798848e+00,1.42330372e+00,9.16864892e-01,5.50967223e-01,1.37063506e-01,6.49237510e-02,2.27697188e-02,4.96423572e-03
7.0,90.0,10.0,1200.0,0.0,MEAN,5.0,2.53822356e+00,2.53822356e+00,4.10096097e+00,5.97853858e+00,7.03074329e+00,5.87270176e+00,3.49489267e+00,2.28659526e+00,1.50960740e+00,1.05390771e+00,6.94616555e-01,4.26968918e-01,1.11220279e-01,5.35148598e-02,1.91935405e-02,4.31784564e-03
7.0,90.0,20.0,1200.0,0.0,MEAN,5.0,1.35256886e+00,1.35256886e+00,2.14876244e+00,3.08014425e+00,3.62224032e+00,3.11072553e+00,1.95609787e+00,1.33552469e+00,9.16078902e-01,6.61987632e-01,4.50715257e-01,2.86374970e-01,7.99146725e-02,3.93708130e-02,1.46052360e-02,3.44457378e-03
7.0,90.0,50.0,1200.0,0.0,MEAN,5.0,4.19449345e-01,4.19449345e-01,6.46015326e-01,8.97758977e-01,1.05576184e+00,9.47467951e-01,6.52434910e-01,4.77279321e-01,3.47561478e-01,2.65735178e-01,1.90281291e-01,1.27891574e-01,4.04095157e-02,2.07913893e-02,8.20633309e-03,2.11096028e-03
7.0,90.0,100.0,1200.0,0.0,MEAN,5.0,1.38912462e-01,1.38912462e-01,2.07923415e-01,2.80814303e-01,3.30236771e-01,3.04507072e-01,2.23434902e-01,1.71087387e-01,1.29019950e-01,1.02519886e-01,7.55346181e-02,5.29893307e-02,1.86883891e-02,1.00076771e-02,4.18216475e-03,1.16534675e-03
7.0,90.0,300.0,1200.0,0.0,MEAN,5.0,1.72711148e-02,1.72711148e-02,2.45805796e-02,3.15658510e-02,3.71213453e-02,3.35784933e-02,2.49244456e-02,1.89180642e-02,1.37225809e-02,1.09146237e-02,7.73386585e-03,5.59570027e-03,2.34318162e-03,1.34652366e-03,6.22390169e-04,1.99714681e-04
7.0,135.0,1.0,180.0,0.0,MEAN,5.0,2.38462185e+00,2.38462185e+00,1.80936838e+00,1.86025920e+00,1.94465722e+00,1.69512564e+00,1.37073787e+00,1.29390256e+00,1.13467888e+00,1.02757777e+00,9.36276720e-01,8.30667991e-01,6.16283500e-01,2.91860339e-01,7.57195898e-02,1.12427047e-02
7.0,135.0,5.0,180.0,0.0,MEAN,5.0,1.71361159e+00,1.71361159e+00,1.30644220e+00,1.34158034e+00,1.41689618e+00,1.29669091e+00,1.09790164e+00,1.06391609e+00,9.51202344e-01,8.74293892e-01,8.03754908e-01,7.12214847e-01,5.10586643e-01,2.42081116e-01,6.42287798e-02,9.84061058e-03
7.0,135.0,10.0,180.0,0.0,MEAN,5.0,1.26618923e+00,1.26618923e+00,9.75766566e-01,1.00436326e+00,1.07531082e+00,1.04120777e+00,9.22933585e-01,9.15070338e-01,8.30448006e-01,7.71537014e-01,7.11567368e-01,6.24744184e-01,4.22243519e-01,1.99540797e-01,5.41411027e-02,8.55927074e-03
7.0,135.0,20.0,180.0,0.0,MEAN,5.0,8.50117269e-01,8.50117269e-01,6.75205862e-01,7.02912705e-01,7.73508896e-01,8.26012436e-01,7.81270641e-01,7.94130666e-01,7.29330475e-01,6.82371001e-01,6.24872280e-01,5.32781238e-01,3.14744763e-01,1.46801906e-01,4.11984221e-02,6.82818285e-03
7.0,135.0,50.0,180.0,0.0,MEAN,5.0,4.65852399e-01,4.65852399e-01,4.09979132e-01,4.45562205e-01,5.23021257e-01,6.66494471e-01,6.79296700e-01,6.91612213e-01,6.25464251e-01,5.77377857e-01,5.06744090e-01,3.98306855e-01,1.72201946e-01,7.75248295e-02,2.31484089e-02,4.18455917e-03
7.0,135.0,100.0,180.0,0.0,MEAN,5.0,2.54584230e-01,2.54584230e-01,2.52982163e-01,2.87696480e-01,3.55209628e-01,4.87975585e-01,4.94648030e-01,4.84157291e-01,4.20925014e-01,3.80024968e-01,3.18954820e-01,2.36768253e-01,8.41591248e-02,3.73156143e-02,1.17970424e-02,2.31006829e-03
7.0,135.0,300.0,180.0,0.0,MEAN,5.0,4.82281423e-02,4.82281423e-02,5.38164550e-02,6.26619899e-02,7.99764304e-02,1.03944085e-01,9.63795223e-02,8.58771917e-02,6.73810235e-02,5.80657590e-02,4.44353812e-02,3.17711734e-02,1.09458092e-02,5.02078124e-03,1.75563701e-03,3.95894659e-04
7.0,135.0,1.0,360.0,0.0,MEAN,5.0,4.47990102e+00,4.47990102e+00,4.22678032e+00,4.96219562e+00,5.63185904e+00,6.43071788e+00,5.95515761e+00,5.71028038e+00,4.80262703e+00,3.95371428e+00,2.98701335e+00,1.91222983e+00,4.53702127e-01,1.83055126e-01,5.00949993e-02,7.92778177e-03
7.0,135.0,5.0,360.0,0.0,MEAN,5.0,3.14572792e+00,3.14572792e+00,2.98739997e+00,3.49859723e+00,3.99678004e+00,4.68202659e+00,4.43829733e+00,4.30085765e+00,3.65711985e+00,3.04823783e+00,2.33235978e+00,1.51519848e+00,3.71382008e-01,1.51833543e-01,4.24928435e-02,6.93909652e-03
7.0,135.0,10.0,360.0,0.0,MEAN,5.0,2.24923032e+00,2.24923032e+00,2.16366420e+00,2.53513966e+00,2.92052580e+00,3.50717946e+00,3.37894227e+00,3.28498447e+00,2.80762807e+00,2.36002992e+00,1.82208566e+00,1.19815737e+00,3.02290768e-01,1.25152208e-01,3.58189804e-02,6.03556103e-03
7.0,135.0,20.0,360.0,0.0,MEAN,5.0,1.40215833e+00,1.40215833e+00,1.39441395e+00,1.64493656e+00,1.92510850e+00,2.38601963e+00,2.31705088e+00,2.23109641e+00,1.90079551e+00,1.60696013e+00,1.24941008e+00,8.33253538e-01,2.18409917e-01,9.20743171e-02,2.72562878e-02,4.81488617e-03
7.0,135.0,50.0,360.0,0.0,MEAN,5.0,6.12274202e-01,6.12274202e-01,6.70636672e-01,8.11704329e-01,9.79489154e-01,1.23348189e+00,1.15970631e+00,1.06604852e+00,8.85880181e-01,7.49053119e-01,5.83581778e-01,3.97456294e-01,1.11558948e-01,4.86236585e-02,1.53146568e-02,2.95073763e-03
7.0,135.0,100.0,360.0,0.0,MEAN,5.0,2.59210457e-01,2.59210457e-01,3.08766404e-01,3.80623799e-01,4.67206176e-01,5.69999562e-01,5.14629959e-01,4.56309920e-01,3.71642024e-01,3.15396993e-01,2.45599797e-01,1.71024895e-01,5.18924831e-02,2.34043944e-02,7.80475481e-03,1.62894230e-03
7.0,135.0,300.0,360.0,0.0,MEAN,5.0,3.80592147e-02,3.80592147e-02,4.71602085e-02,5.73115301e-02,7.09029624e-02,7.96696369e-02,6.73832266e-02,5.61234888e-02,4.24856612e-02,3.53384721e-02,2.60131099e-02,1.84590871e-02,6.52813559e-03,3.14903953e-03,1.16150438e-03,2.79164715e-04
7.0,135.0,1.0,570.0,0.0,MEAN,5.0,6.61918252e+00,6.61918252e+00,7.23036593e+00,9.25476447e+00,1.10430408e+01,1.46737048e+01,1.44772055e+01,1.00282926e+01,6.38056200e+00,4.33590910e+00,2.76631144e+00,1.59253574e+00,3.30919550e-01,1.34359909e-01,3.80933574e-02,6.28879184e-03
7.0,135.0,5.0,570.0,0.0,MEAN,5.0,4.52582202e+00,4.52582202e+00,4.98341977e+00,6.35324175e+00,7.59836630e+00,1.01033095e+01,9.97580259e+00,7.08086999e+00,4.63217459e+00,3.22586771e+00,2.10746524e+00,1.24154598e+00,2.70204978e-01,1.11443702e-01,3.23125082e-02,5.50450742e-03
7.0,135.0,10.0,570.0,0.0,MEAN,5.0,3.12160602e+00,3.12160602e+00,3.48616839e+00,4.43660778e+00,5.32065770e+00,7.02704514e+00,6.86753415e+00,4.98378813e+00,3.34904388e+00,2.38864469e+00,1.59661501e+00,9.62129005e-01,2.19258020e-01,9.18599743e-02,2.72375535e-02,4.78776890e-03
7.0,135.0,20.0,570.0,0.0,MEAN,5.0,1.80694206e+00,1.80694206e+00,2.08602262e+00,2.65887491e+00,3.20284808e+00,4.12232712e+00,3.89486082e+00,2.91086587e+00,2.03230882e+00,1.50037163e+00,1.03599423e+00,6.45315510e-01,1.57542609e-01,6.75812642e-02,2.07262906e-02,3.81945641e-03
7.0,135.0,50.0,570.0,0.0,MEAN,5.0,6.59256188e-01,6.59256188e-01,8.24263590e-01,1.06020936e+00,1.28410774e+00,1.52375770e+00,1.33007547e+00,1.04026237e+00,7.71060502e-01,6.02279415e-01,4.37372191e-01,2.88190047e-01,7.96627245e-02,3.56890870e-02,1.16456074e-02,2.34070201e-03
7.0,135.0,100.0,570.0,0.0,MEAN,5.0,2.41686833e-01,2.41686833e-01,3.17954258e-01,4.08925233e-01,4.95513638e-01,5.50061036e-01,4.61589630e-01,3.72896464e-01,2.86229037e-01,2.32357708e-01,1.73620545e-01,1.19405816e-01,3.68420151e-02,1.71784990e-02,5.93491004e-03,1.29217470e-03
7.0,135.0,300.0,570.0,0.0,MEAN,5.0,3.19693203e-02,3.19693203e-02,4.21699222e-02,5.25575389e-02,6.36091791e-02,6.49858315e-02,5.18828284e-02,4.12331930e-02,3.04433626e-02,2.47376099e-02,1.77767233e-02,1.26093149e-02,4.61931375e-03,2.31135108e-03,8.83233895e-04,2.21450190e-04
7.0,135.0,1.0,850.0,0.0,MEAN,5.0,9.02737473e+00,9.02737473e+00,1.12180375e+01,1.54533911e+01,1.91710409e+01,2.16674062e+01,1.21318132e+01,7.55636057e+00,4.72746141e+00,3.15731138e+00,1.97739220e+00,1.13985643e+00,2.44850748e-01,1.02677324e-01,3.00204353e-02,5.14163222e-03
7.0,135.0,5.0,850.0,0.0,MEAN,5.0,5.97108061e+00,5.97108061e+00,7.48727500e+00,1.02512894e+01,1.26808665e+01,1.42731146e+01,8.30943893e+00,5.33546527e+00,3.43205294e+00,2.34900424e+00,1.50644113e+00,8.88635742e-01,1.99927417e-01,8.51648474e-02,2.54646907e-02,4.50041175e-03
7.0,135.0,10.0,850.0,0.0,MEAN,5.0,3.94783972e+00,3.94783972e+00,5.02115236e+00,6.84242252e+00,8.43244960e+00,9.38885520e+00,5.67795405e+00,3.75530528e+00,2.48136068e+00,1.73935728e+00,1.14127933e+00,6.88643219e-01,1.62231243e-01,7.01990380e-02,2.14652440e-02,3.91441591e-03
7.0,135.0,20.0,850.0,0.0,MEAN,5.0,2.11154424e+00,2.11154424e+00,2.76582895e+00,3.75081945e+00,4.58931603e+00,4.97320531e+00,3.17796134e+00,2.19334966e+00,1.50577042e+00,1.09253684e+00,7.40540951e-01,4.61884162e-01,1.16567382e-01,5.16453414e-02,1.63338783e-02,3.12273655e-03
7.0,135.0,50.0,850.0,0.0,MEAN,5.0,6.59156107e-01,6.59156107e-01,9.13008869e-01,1.22869790e+00,1.48126878e+00,1.51474394e+00,1.05997402e+00,7.83842066e-01,5.71291175e-01,4.38566310e-01,3.12638825e-01,2.06271842e-01,5.89432617e-02,2.72734626e-02,9.17761591e-03,1.91372671e-03
7.0,135.0,100.0,850.0,0.0,MEAN,5.0,2.19109105e-01,2.19109105e-01,3.10544961e-01,4.12029269e-01,4.91958816e-01,4.86824110e-01,3.63002022e-01,2.80979051e-01,2.12071715e-01,1.69197651e-01,1.24106023e-01,8.54646361e-02,2.72597824e-02,1.31277427e-02,4.67715621e-03,1.05646478e-03
7.0,135.0,300.0,850.0,0.0,MEAN,5.0,2.72996963e-02,2.72996963e-02,3.79236227e-02,4.82588254e-02,5.72763782e-02,5.36828916e-02,4.04933342e-02,3.10693841e-02,2.25559789e-02,1.80133706e-02,1.27070124e-02,9.02510904e-03,3.41787732e-03,1.76632558e-03,6.96054846e-04,1.81054718e-04
7.0,135.0,1.0,1200.0,0.0,MEAN,5.0,8.60505819e+00,8.60505819e+00,1.42180714e+01,2.11973320e+01,2.49279983e+01,1.99574107e+01,1.09631856e+01,6.73477237e+00,4.18468278e+00,2.77516460e+00,1.72501156e+00,9.94903259e-01,2.16618732e-01,9.20393362e-02,2.72490061e-02,4.73727010e-03
7.0,135.0,5.0,1200.0,0.0,MEAN,5.0,5.68208790e+00,5.68208790e+00,9.28382686e+00,1.36867316e+01,1.60955550e+01,1.31466779e+01,7.50901119e+00,4.75535064e+00,3.03800531e+00,2.06469132e+00,1.31416942e+00,7.75629781e-01,1.76875194e-01,7.63412575e-02,2.31138390e-02,4.14647822e-03
7.0,135.0,10.0,1200.0,0.0,MEAN,5.0,3.74890744e+00,3.74890744e+00,6.05704059e+00,8.83018666e+00,1.03842728e+01,8.64788509e+00,5.13101075e+00,3.34699834e+00,2.19646581e+00,1.52883329e+00,9.95614339e-01,6.01069892e-01,1.43525501e-01,6.29259959e-02,1.94836137e-02,3.60656784e-03
7.0,135.0,20.0,1200.0,0.0,MEAN,5.0,1.99771823e+00,1.99771823e+00,3.17368085e+00,4.54931390e+00,5.34997938e+00,4.58071907e+00,2.87183617e+00,1.95487107e+00,1.33288694e+00,9.60301092e-01,6.46023435e-01,4.03147313e-01,1.03126818e-01,4.62945737e-02,1.48259659e-02,2.87714987e-03
7.0,135.0,50.0,1200.0,0.0,MEAN,5.0,6.19518626e-01,6.19518626e-01,9.54152229e-01,1.32597277e+00,1.55933996e+00,1.39520008e+00,9.57869339e-01,6.98616463e-01,5.05698966e-01,3.85484214e-01,2.72735771e-01,1.80040680e-01,5.21469292e-02,2.44477680e-02,8.33035593e-03,1.76322224e-03
7.0,135.0,100.0,1200.0,0.0,MEAN,5.0,2.05171039e-01,2.05171039e-01,3.07098891e-01,4.14757333e-01,4.87753368e-01,4.48403865e-01,3.28034933e-01,2.50428753e-01,1.87722919e-01,1.48718728e-01,1.08265990e-01,7.45962760e-02,2.41166488e-02,1.17676296e-02,4.24537008e-03,9.73379424e-04
7.0,135.0,300.0,1200.0,0.0,MEAN,5.0,2.55091048e-02,2.55091048e-02,3.63050440e-02,4.66221556e-02,5.48275140e-02,4.94462283e-02,3.65927113e-02,2.76912711e-02,1.99662374e-02,1.58331131e-02,1.10851774e-02,7.87740468e-03,3.02378595e-03,1.58332364e-03,6.31796392e-04,1.66815724e-04
8.0,45.0,1.0,180.0,0.0,MEAN,5.0,1.11741113e+00,1.11741113e+00,8.75873542e-01,9.13136768e-01,9.86239348e-01,9.87639319e-01,8.89891980e-01,8.92709390e-01,8.25927717e-01,7.75034582e-01,7.42805292e-01,6.90959480e-01,6.13876747e-01,3.96231068e-01,1.68876255e-01,4.30524357e-02
8.0,45.0,5.0,180.0,0.0,MEAN,5.0,9.36925252e-01,9.36925252e-01,7.44049360e-01,7.79321338e-01,8.52098913e-01,8.92477517e-01,8.29462144e-01,8.42744885e-01,7.85081513e-01,7.39939884e-01,7.07857873e-01,6.50564042e-01,5.45175322e-01,3.50021547e-01,1.51568069e-01,3.95081664e-02
8.0,45.0,10.0,180.0,0.0,MEAN,5.0,7.88383367e-01,7.88383367e-01,6.37375990e-01,6.72299921e-01,7.45950620e-01,8.21084267e-01,7.86776149e-01,8.07619792e-01,7.55511185e-01,7.13630414e-01,6.79316606e-01,6.14267976e-01,4.79159541e-01,3.05382713e-01,1.34484543e-01,3.58915743e-02
8.0,45.0,20.0,180.0,0.0,MEAN,5.0,6.12726119e-01,6.12726119e-01,5.14218072e-01,5.50804746e-01,6.27370457e-01,7.47593595e-01,7.46218069e-01,7.72363556e-01,7.22401862e-01,6.81432368e-01,6.40083854e-01,5.61054984e-01,3.85482795e-01,2.42290371e-01,1.09620569e-01,3.03830490e-02
8.0,45.0,50.0,180.0,0.0,MEAN,5.0,3.79834836e-01,3.79834836e-01,3.52032677e-01,3.92289189e-01,4.71093907e-01,6.34599768e-01,6.57996282e-01,6.72260409e-01,6.16025525e-01,5.73294793e-01,5.19664559e-01,4.28393998e-01,2.33541638e-01,1.43383448e-01,6.84468906e-02,2.04508496e-02
8.0,45.0,100.0,180.0,0.0,MEAN,5.0,2.13303094e-01,2.13303094e-01,2.18704282e-01,2.52244462e-01,3.14510102e-01,4.41367018e-01,4.52273855e-01,4.47255632e-01,3.97485700e-01,3.64845334e-01,3.20283941e-01,2.54724483e-01,1.22827232e-01,7.51481340e-02,3.78105223e-02,1.21603475e-02
8.0,45.0,300.0,180.0,0.0,MEAN,5.0,4.38813599e-02,4.38813599e-02,4.91552841e-02,5.73691600e-02,7.33659634e-02,9.69671334e-02,9.17440541e-02,8.34675661e-02,6.74567063e-02,5.94206760e-02,4.78931817e-02,3.70925161e-02,1.80002487e-02,1.14562727e-02,6.35083794e-03,2.33934804e-03
8.0,45.0,1.0,360.0,0.0,MEAN,5.0,1.94849841e+00,1.94849841e+00,1.90838128e+00,2.26231791e+00,2.62143501e+00,3.20015857e+00,3.08590979e+00,3.00583969e+00,2.60700695e+00,2.21167415e+00,1.78054544e+00,1.25474503e+00,4.35829910e-01,2.48516563e-01,1.11726119e-01,3.03583811e-02
8.0,45.0,5.0,360.0,0.0,MEAN,5.0,1.58064018e+00,1.58064018e+00,1.57062217e+00,1.86682364e+00,2.17847617e+00,2.70026634e+00,2.61816014e+00,2.54324111e+00,2.20597325e+00,1.87854666e+00,1.51910201e+00,1.07840954e+00,3.81692963e-01,2.19533900e-01,1.00275270e-01,2.78591433e-02
8.0,45.0,10.0,360.0,0.0,MEAN,5.0,1.27453969e+00,1.27453969e+00,1.29071328e+00,1.54069927e+00,1.81240369e+00,2.27701806e+00,2.21064995e+00,2.13395368e+00,1.84679762e+00,1.57680128e+00,1.27944485e+00,9.14701753e-01,3.30016250e-01,1.91536374e-01,8.89730533e-02,2.53089070e-02
8.0,45.0,20.0,360.0,0.0,MEAN,5.0,9.09528456e-01,9.09528456e-01,9.55901805e-01,1.15174808e+00,1.37282442e+00,1.74847591e+00,1.68619729e+00,1.60295216e+00,1.37763200e+00,1.17907518e+00,9.60218408e-01,6.93731682e-01,2.58055070e-01,1.51964788e-01,7.25234031e-02,2.14245760e-02
8.0,45.0,50.0,360.0,0.0,MEAN,5.0,4.53403390e-01,4.53403390e-01,5.17762842e-01,6.36722153e-01,7.75627575e-01,9.82706508e-01,9.19628409e-01,8.45232664e-01,7.15361470e-01,6.15477087e-01,5.04038246e-01,3.72253244e-01,1.48129825e-01,8.99302569e-02,4.52834854e-02,1.44208957e-02
8.0,45.0,100.0,360.0,0.0,MEAN,5.0,2.05903155e-01,2.05903155e-01,2.49929536e-01,3.10319999e-01,3.82326581e-01,4.70627153e-01,4.29933760e-01,3.87063400e-01,3.24101904e-01,2.81222516e-01,2.30935806e-01,1.74605691e-01,7.51309319e-02,4.71329925e-02,2.50149016e-02,8.57485666e-03
8.0,45.0,300.0,360.0,0.0,MEAN,5.0,3.44576006e-02,3.44576006e-02,4.27792939e-02,5.20641925e-02,6.45140292e-02,7.37410837e-02,6.36983479e-02,5.42125653e-02,4.22968912e-02,3.59797925e-02,2.79128066e-02,2.14750449e-02,1.07296591e-02,7.18538686e-03,4.20162369e-03,1.64958889e-03
8.0,45.0,1.0,570.0,0.0,MEAN,5.0,2.65227070e+00,2.65227070e+00,3.01678523e+00,3.87939670e+00,4.66550199e+00,6.16438488e+00,5.95501555e+00,4.37430345e+00,3.01669891e+00,2.18874185e+00,1.53633393e+00,9.97412975e-01,3.15627407e-01,1.82407690e-01,8.49590386e-02,2.40820882e-02
8.0,45.0,5.0,570.0,0.0,MEAN,5.0,2.08143510e+00,2.08143510e+00,2.40192882e+00,3.08966967e+00,3.72313252e+00,4.86805538e+00,4.64095673e+00,3.45953607e+00,2.43067830e+00,1.79316064e+00,1.27876865e+00,8.43468099e-01,2.75737575e-01,1.61134820e-01,7.62515569e-02,2.20995428e-02
8.0,45.0,10.0,570.0,0.0,MEAN,5.0,1.61236176e+00,1.61236176e+00,1.89431769e+00,2.43970717e+00,2.94584426e+00,3.79468036e+00,3.55564257e+00,2.68992034e+00,1.92635220e+00,1.44578098e+00,1.04789096e+00,7.02701157e-01,2.37752522e-01,1.40585027e-01,6.76570988e-02,2.00765426e-02
8.0,45.0,20.0,570.0,0.0,MEAN,5.0,1.07006050e+00,1.07006050e+00,1.29846194e+00,1.67754537e+00,2.03103421e+00,2.53834834e+00,2.30692248e+00,1.78451520e+00,1.31530673e+00,1.01358846e+00,7.52791073e-01,5.17955717e-01,1.85100356e-01,1.11540034e-01,5.51484170e-02,1.69952583e-02
8.0,45.0,50.0,570.0,0.0,MEAN,5.0,4.59739569e-01,4.59739569e-01,5.92445175e-01,7.68817036e-01,9.33080289e-01,1.09268742e+00,9.46632595e-01,7.62194723e-01,5.89474610e-01,4.75818131e-01,3.67950407e-01,2.65353371e-01,1.05502064e-01,6.60075539e-02,3.44345747e-02,1.14395191e-02
8.0,45.0,100.0,570.0,0.0,MEAN,5.0,1.87327394e-01,1.87327394e-01,2.49220883e-01,3.21645692e-01,3.90266643e-01,4.36206291e-01,3.71370956e-01,3.08028978e-01,2.45145073e-01,2.04539855e-01,1.61868444e-01,1.21237054e-01,5.32957155e-02,3.45949589e-02,1.90218904e-02,6.80209044e-03
