rup_mag,rup_hypo_depth,dist_rrup,site_vs30,result_type,damping,pga,0.05,0.1,0.3,0.5,1.0,2.0,5.0
5.0,20.0,200.0,800.0,MEAN,5.0,1.19473597e-03,1.58201536e-03,2.48836444e-03,1.84544179e-03,1.15675166e-03,3.94328657e-04,1.34332110e-04,3.61849080e-05
5.0,20.0,500.0,800.0,MEAN,5.0,5.44469025e-05,5.12528865e-05,6.42816211e-05,1.03195689e-04,1.01314216e-04,5.12175160e-05,2.34588369e-05,6.38828981e-06
5.0,100.0,5.0,200.0,MEAN,5.0,3.43247004e+00,5.08338851e+00,4.98519252e+00,4.77076540e+00,3.45303190e+00,9.33821210e-01,7.62378537e-02,7.76701178e-03
5.0,100.0,20.0,200.0,MEAN,5.0,4.44540126e-01,6.47588500e-01,7.89196043e-01,7.22599371e-01,4.31279811e-01,1.20136817e-01,1.40510225e-02,1.81925519e-03
5.0,100.0,50.0,200.0,MEAN,5.0,9.58505641e-02,1.33435583e-01,1.79552589e-01,1.71350010e-01,9.63872488e-02,2.86595560e-02,4.27708860e-03,6.25518659e-04
5.0,100.0,100.0,200.0,MEAN,5.0,2.53713483e-02,3.30407586e-02,4.61700738e-02,4.91204114e-02,2.79764863e-02,9.06808792e-03,1.63652338e-03,2.58235253e-04
5.0,100.0,200.0,200.0,MEAN,5.0,5.03556238e-03,5.80720611e-03,7.93295533e-03,1.07738155e-02,6.82652516e-03,2.56364337e-03,5.64937535e-04,9.42209095e-05
5.0,100.0,500.0,200.0,MEAN,5.0,2.29482313e-04,1.88137285e-04,2.04931087e-04,6.02463500e-04,5.97901925e-04,3.32979718e-04,9.86568101e-05,1.66342962e-05
5.0,100.0,5.0,360.0,MEAN,5.0,3.18126886e+00,4.97775043e+00,5.25653478e+00,4.37325137e+00,2.22387830e+00,4.67446543e-01,5.11548909e-02,6.03083519e-03
5.0,100.0,20.0,360.0,MEAN,5.0,4.12006993e-01,6.34130940e-01,8.32151704e-01,6.62390293e-01,2.77759906e-01,6.01373571e-02,9.42810546e-03,1.41259322e-03
5.0,100.0,50.0,360.0,MEAN,5.0,8.88358562e-02,1.30662653e-01,1.89325573e-01,1.57072630e-01,6.20768988e-02,1.43462263e-02,2.86988668e-03,4.85695149e-04
5.0,100.0,100.0,360.0,MEAN,5.0,2.35145768e-02,3.23541374e-02,4.86830946e-02,4.50275561e-02,1.80178761e-02,4.53924831e-03,1.09809197e-03,2.00511380e-04
5.0,100.0,200.0,360.0,MEAN,5.0,4.66704083e-03,5.68652636e-03,8.36474328e-03,9.87610993e-03,4.39653083e-03,1.28329301e-03,3.79067833e-04,7.31595100e-05
5.0,100.0,500.0,360.0,MEAN,5.0,2.12687927e-04,1.84227598e-04,2.16085413e-04,5.52264491e-04,3.85070616e-04,1.66680963e-04,6.61978022e-05,1.29159967e-05
5.0,100.0,5.0,570.0,MEAN,5.0,3.18126886e+00,4.97775043e+00,5.25653478e+00,4.37325137e+00,2.22387830e+00,4.67446543e-01,5.11548909e-02,6.03083519e-03
5.0,100.0,20.0,570.0,MEAN,5.0,4.12006993e-01,6.34130940e-01,8.32151704e-01,6.62390293e-01,2.77759906e-01,6.01373571e-02,9.42810546e-03,1.41259322e-03
5.0,100.0,50.0,570.0,MEAN,5.0,8.88358562e-02,1.30662653e-01,1.89325573e-01,1.57072630e-01,6.20768988e-02,1.43462263e-02,2.86988668e-03,4.85695149e-04
5.0,100.0,100.0,570.0,MEAN,5.0,2.35145768e-02,3.23541374e-02,4.86830946e-02,4.50275561e-02,1.80178761e-02,4.53924831e-03,1.09809197e-03,2.00511380e-04
5.0,100.0,200.0,570.0,MEAN,5.0,4.66704083e-03,5.68652636e-03,8.36474328e-03,9.87610993e-03,4.39653083e-03,1.28329301e-03,3.79067833e-04,7.31595100e-05
5.0,100.0,500.0,570.0,MEAN,5.0,2.12687927e-04,1.84227598e-04,2.16085413e-04,5.52264491e-04,3.85070616e-04,1.66680963e-04,6.61978022e-05,1.29159967e-05
5.0,100.0,5.0,800.0,MEAN,5.0,2.52005350e+00,4.46370023e+00,4.88159506e+00,2.62349331e+00,1.42654103e+00,3.20949887e-01,3.52991226e-02,4.48565939e-03
5.0,100.0,20.0,800.0,MEAN,5.0,3.26372812e-01,5.68644503e-01,7.72795733e-01,3.97364879e-01,1.78173375e-01,4.12904497e-02,6.50580705e-03,1.05066908e-03
5.0,100.0,50.0,800.0,MEAN,5.0,7.03716410e-02,1.17169175e-01,1.75821300e-01,9.42271454e-02,3.98201840e-02,9.85015244e-03,1.98034792e-03,3.61253945e-04
5.0,100.0,100.0,800.0,MEAN,5.0,1.86271560e-02,2.90129391e-02,4.52106119e-02,2.70118230e-02,1.15578445e-02,3.11665848e-03,7.57731713e-04,1.49137843e-04
5.0,100.0,200.0,800.0,MEAN,5.0,3.69701307e-03,5.09928115e-03,7.76810031e-03,5.92463275e-03,2.82022250e-03,8.81111973e-04,2.61573462e-04,5.44151238e-05
5.0,100.0,500.0,800.0,MEAN,5.0,1.68481502e-04,1.65202491e-04,2.00672407e-04,3.31300919e-04,2.47009485e-04,1.14443538e-04,4.56793923e-05,9.60675597e-06
5.0,150.0,5.0,200.0,MEAN,5.0,4.88554151e+00,7.32818644e+00,7.11511947e+00,6.86891907e+00,4.56196137e+00,1.20054992e+00,9.38885187e-02,8.82320785e-03
5.0,150.0,20.0,200.0,MEAN,5.0,6.32727806e-01,9.33560213e-01,1.12638060e+00,1.04039419e+00,5.69783858e-01,1.54451670e-01,1.73041295e-02,2.06664636e-03
5.0,150.0,50.0,200.0,MEAN,5.0,1.36427093e-01,1.92360042e-01,2.56266557e-01,2.46708705e-01,1.27341687e-01,3.68456266e-02,5.26732448e-03,7.10579732e-04
5.0,150.0,100.0,200.0,MEAN,5.0,3.61118301e-02,4.76313857e-02,6.58962698e-02,7.07232702e-02,3.69610399e-02,1.16582190e-02,2.01541293e-03,2.93351339e-04
5.0,150.0,200.0,200.0,MEAN,5.0,7.16727276e-03,8.37163813e-03,1.13223160e-02,1.55120742e-02,9.01884054e-03,3.29590054e-03,6.95732445e-04,1.07033527e-04
5.0,150.0,500.0,200.0,MEAN,5.0,3.26629324e-04,2.71217732e-04,2.92488035e-04,8.67423291e-04,7.89916099e-04,4.28089199e-04,1.21497935e-04,1.88963087e-05
5.0,150.0,5.0,360.0,MEAN,5.0,4.52799905e+00,7.17589914e+00,7.50239289e+00,6.29658078e+00,2.93806927e+00,6.00963978e-01,6.29983230e-02,6.85093751e-03
5.0,150.0,20.0,360.0,MEAN,5.0,5.86422385e-01,9.14159865e-01,1.18768909e+00,9.53705523e-01,3.66961557e-01,7.73144778e-02,1.16109100e-02,1.60468452e-03
5.0,150.0,50.0,360.0,MEAN,5.0,1.26442841e-01,1.88362601e-01,2.70215055e-01,2.26152219e-01,8.20126841e-02,1.84439597e-02,3.53432575e-03,5.51742339e-04
5.0,150.0,100.0,360.0,MEAN,5.0,3.34690294e-02,4.66415562e-02,6.94829804e-02,6.48304019e-02,2.38042559e-02,5.83580040e-03,1.35232334e-03,2.27777893e-04
5.0,150.0,200.0,360.0,MEAN,5.0,6.64274455e-03,8.19766682e-03,1.19385856e-02,1.42195631e-02,5.80846178e-03,1.64984185e-03,4.66830001e-04,8.31080963e-05
5.0,150.0,500.0,360.0,MEAN,5.0,3.02725351e-04,2.65581547e-04,3.08408055e-04,7.95147063e-04,5.08734737e-04,2.14290288e-04,8.15239843e-05,1.46723768e-05
5.0,150.0,5.0,570.0,MEAN,5.0,4.52799905e+00,7.17589914e+00,7.50239289e+00,6.29658078e+00,2.93806927e+00,6.00963978e-01,6.29983230e-02,6.85093751e-03
5.0,150.0,20.0,570.0,MEAN,5.0,5.86422385e-01,9.14159865e-01,1.18768909e+00,9.53705523e-01,3.66961557e-01,7.73144778e-02,1.16109100e-02,1.60468452e-03
5.0,150.0,50.0,570.0,MEAN,5.0,1.26442841e-01,1.88362601e-01,2.70215055e-01,2.26152219e-01,8.20126841e-02,1.84439597e-02,3.53432575e-03,5.51742339e-04
5.0,150.0,100.0,570.0,MEAN,5.0,3.34690294e-02,4.66415562e-02,6.94829804e-02,6.48304019e-02,2.38042559e-02,5.83580040e-03,1.35232334e-03,2.27777893e-04
5.0,150.0,200.0,570.0,MEAN,5.0,6.64274455e-03,8.19766682e-03,1.19385856e-02,1.42195631e-02,5.80846178e-03,1.64984185e-03,4.66830001e-04,8.31080963e-05
5.0,150.0,500.0,570.0,MEAN,5.0,3.02725351e-04,2.65581547e-04,3.08408055e-04,7.95147063e-04,5.08734737e-04,2.14290288e-04,8.15239843e-05,1.46723768e-05
5.0,150.0,5.0,800.0,MEAN,5.0,3.58687063e+00,6.43484703e+00,6.96725992e+00,3.77728974e+00,1.88466984e+00,4.12623269e-01,4.34716111e-02,5.09564119e-03
5.0,150.0,20.0,800.0,MEAN,5.0,4.64536588e-01,8.19754957e-01,1.10297324e+00,5.72123541e-01,2.35393149e-01,5.30843008e-02,8.01203808e-03,1.19354417e-03
5.0,150.0,50.0,800.0,MEAN,5.0,1.00162148e-01,1.68910474e-01,2.50941072e-01,1.35667672e-01,5.26083009e-02,1.26636658e-02,2.43884007e-03,4.10379015e-04
5.0,150.0,100.0,800.0,MEAN,5.0,2.65126113e-02,4.18249022e-02,6.45268771e-02,3.88914588e-02,1.52696070e-02,4.00687417e-03,9.33162526e-04,1.69418333e-04
5.0,150.0,200.0,800.0,MEAN,5.0,5.26207384e-03,7.35109719e-03,1.10870265e-02,8.53025028e-03,3.72592738e-03,1.13278527e-03,3.22133214e-04,6.18147572e-05
5.0,150.0,500.0,800.0,MEAN,5.0,2.39804968e-04,2.38155051e-04,2.86409831e-04,4.77005052e-04,3.26335742e-04,1.47132212e-04,5.62551314e-05,1.09131294e-05
5.5,5.0,5.0,200.0,MEAN,5.0,1.38257957e+00,1.84230037e+00,1.81335878e+00,1.91643842e+00,2.12567991e+00,7.87990475e-01,8.76710264e-02,1.07953080e-02
5.5,5.0,20.0,200.0,MEAN,5.0,1.96108663e-01,2.59906391e-01,3.25032538e-01,3.18134366e-01,2.84446921e-01,1.06552195e-01,1.68777024e-02,2.73753418e-03
5.5,5.0,50.0,200.0,MEAN,5.0,4.32851707e-02,5.50467819e-02,7.66872979e-02,7.73383984e-02,6.46454744e-02,2.57060368e-02,5.18774389e-03,9.59994060e-04
5.5,5.0,100.0,200.0,MEAN,5.0,1.15529780e-02,1.37659600e-02,1.99855649e-02,2.23699245e-02,1.88736066e-02,8.16496958e-03,1.99157920e-03,3.99074392e-04
5.5,5.0,200.0,200.0,MEAN,5.0,2.30274393e-03,2.43184796e-03,3.45796935e-03,4.92921450e-03,4.61908895e-03,2.31282142e-03,6.88660933e-04,1.46124063e-04
5.5,5.0,500.0,200.0,MEAN,5.0,1.05213108e-04,7.90302027e-05,8.97122744e-05,2.76415388e-04,4.05294909e-04,3.00754818e-04,1.20384944e-04,2.58529883e-05
5.5,5.0,5.0,360.0,MEAN,5.0,1.28139715e+00,1.80401546e+00,1.91205926e+00,1.75675521e+00,1.36901528e+00,3.94447481e-01,5.88264435e-02,8.38220992e-03
5.5,5.0,20.0,360.0,MEAN,5.0,1.81756687e-01,2.54505267e-01,3.42723943e-01,2.91626487e-01,1.83194177e-01,5.33372499e-02,1.13247814e-02,2.12560736e-03
5.5,5.0,50.0,360.0,MEAN,5.0,4.01173977e-02,5.39028527e-02,8.08613603e-02,7.08943384e-02,4.16340400e-02,1.28677716e-02,3.48092791e-03,7.45404554e-04
5.5,5.0,100.0,360.0,MEAN,5.0,1.07074872e-02,1.34798891e-02,2.10733722e-02,2.05059975e-02,1.21552900e-02,4.08717082e-03,1.33633112e-03,3.09868448e-04
5.5,5.0,200.0,360.0,MEAN,5.0,2.13422039e-03,2.38131164e-03,3.64618539e-03,4.51849803e-03,2.97486151e-03,1.15773808e-03,4.62085082e-04,1.13460642e-04
5.5,5.0,500.0,360.0,MEAN,5.0,9.75132138e-05,7.73878733e-05,9.45952816e-05,2.53383655e-04,2.61024683e-04,1.50550018e-04,8.07771780e-05,2.00740151e-05
5.5,5.0,5.0,570.0,MEAN,5.0,1.28139715e+00,1.80401546e+00,1.91205926e+00,1.75675521e+00,1.36901528e+00,3.94447481e-01,5.88264435e-02,8.38220992e-03
5.5,5.0,20.0,570.0,MEAN,5.0,1.81756687e-01,2.54505267e-01,3.42723943e-01,2.91626487e-01,1.83194177e-01,5.33372499e-02,1.13247814e-02,2.12560736e-03
5.5,5.0,50.0,570.0,MEAN,5.0,4.01173977e-02,5.39028527e-02,8.08613603e-02,7.08943384e-02,4.16340400e-02,1.28677716e-02,3.48092791e-03,7.45404554e-04
5.5,5.0,100.0,570.0,MEAN,5.0,1.07074872e-02,1.34798891e-02,2.10733722e-02,2.05059975e-02,1.21552900e-02,4.08717082e-03,1.33633112e-03,3.09868448e-04
5.5,5.0,200.0,570.0,MEAN,5.0,2.13422039e-03,2.38131164e-03,3.64618539e-03,4.51849803e-03,2.97486151e-03,1.15773808e-03,4.62085082e-04,1.13460642e-04
5.5,5.0,500.0,570.0,MEAN,5.0,9.75132138e-05,7.73878733e-05,9.45952816e-05,2.53383655e-04,2.61024683e-04,1.50550018e-04,8.07771780e-05,2.00740151e-05
5.5,5.0,5.0,800.0,MEAN,5.0,1.01506333e+00,1.61771554e+00,1.77567531e+00,1.05386934e+00,8.78175963e-01,2.70828561e-01,4.05928309e-02,6.23458236e-03
5.5,5.0,20.0,800.0,MEAN,5.0,1.43979209e-01,2.28222614e-01,3.18278025e-01,1.74945383e-01,1.17512730e-01,3.66214802e-02,7.81459679e-03,1.58100003e-03
5.5,5.0,50.0,800.0,MEAN,5.0,3.17791399e-02,4.83363276e-02,7.50936565e-02,4.25291863e-02,2.67067970e-02,8.83504199e-03,2.40199322e-03,5.54422536e-04
5.5,5.0,100.0,800.0,MEAN,5.0,8.48197426e-03,1.20878266e-02,1.95702442e-02,1.23014532e-02,7.79719824e-03,2.80626102e-03,9.22127196e-04,2.30476256e-04
5.5,5.0,200.0,800.0,MEAN,5.0,1.69063031e-03,2.13539458e-03,3.38610916e-03,2.71062611e-03,1.90827079e-03,7.94905668e-04,3.18859011e-04,8.43905991e-05
5.5,5.0,500.0,800.0,MEAN,5.0,7.72454408e-05,6.93960599e-05,8.78479604e-05,1.52003685e-04,1.67438308e-04,1.03367994e-04,5.57398023e-05,1.49308000e-05
5.5,20.0,5.0,200.0,MEAN,5.0,1.48371786e+00,1.98211607e+00,1.94707998e+00,2.06136519e+00,2.24743981e+00,8.28598735e-01,9.13996339e-02,1.10741282e-02
5.5,20.0,20.0,200.0,MEAN,5.0,2.10454380e-01,2.79631183e-01,3.49001176e-01,3.42192632e-01,3.00740169e-01,1.12043250e-01,1.75955032e-02,2.80823895e-03
5.5,20.0,50.0,200.0,MEAN,5.0,4.64515623e-02,5.92243872e-02,8.23423937e-02,8.31869577e-02,6.83483964e-02,2.70307703e-02,5.40837620e-03,9.84788697e-04
5.5,20.0,100.0,200.0,MEAN,5.0,1.23981000e-02,1.48106850e-02,2.14593460e-02,2.40616047e-02,1.99546953e-02,8.58574269e-03,2.07628013e-03,4.09381648e-04
5.5,20.0,200.0,200.0,MEAN,5.0,2.47119398e-03,2.61640554e-03,3.71296787e-03,5.30197634e-03,4.88367245e-03,2.43201023e-03,7.17949358e-04,1.49898142e-04
5.5,20.0,500.0,200.0,MEAN,5.0,1.12909645e-04,8.50279557e-05,9.63278616e-05,2.97318740e-04,4.28510385e-04,3.16253901e-04,1.25504859e-04,2.65207169e-05
5.5,20.0,5.0,360.0,MEAN,5.0,1.37513376e+00,1.94092564e+00,2.05305886e+00,1.88960625e+00,1.44743309e+00,4.14774916e-01,6.13283044e-02,8.59870485e-03
5.5,20.0,20.0,360.0,MEAN,5.0,1.95052531e-01,2.73820157e-01,3.67997186e-01,3.13680148e-01,1.93687622e-01,5.60859290e-02,1.18064190e-02,2.18050735e-03
5.5,20.0,50.0,360.0,MEAN,5.0,4.30520607e-02,5.79936431e-02,8.68242610e-02,7.62555788e-02,4.40188566e-02,1.35308986e-02,3.62897014e-03,7.64656793e-04
5.5,20.0,100.0,360.0,MEAN,5.0,1.14907600e-02,1.45029036e-02,2.26273706e-02,2.20567219e-02,1.28515505e-02,4.29779887e-03,1.39316466e-03,3.17871701e-04
5.5,20.0,200.0,360.0,MEAN,5.0,2.29034263e-03,2.56203393e-03,3.91506340e-03,4.86020027e-03,3.14526293e-03,1.21740090e-03,4.81737343e-04,1.16391093e-04
5.5,20.0,500.0,360.0,MEAN,5.0,1.04646489e-04,8.32609867e-05,1.01570953e-04,2.72545279e-04,2.75976295e-04,1.58308455e-04,8.42125934e-05,2.05924848e-05
5.5,20.0,5.0,570.0,MEAN,5.0,1.37513376e+00,1.94092564e+00,2.05305886e+00,1.88960625e+00,1.44743309e+00,4.14774916e-01,6.13283044e-02,8.59870485e-03
5.5,20.0,20.0,570.0,MEAN,5.0,1.95052531e-01,2.73820157e-01,3.67997186e-01,3.13680148e-01,1.93687622e-01,5.60859290e-02,1.18064190e-02,2.18050735e-03
5.5,20.0,50.0,570.0,MEAN,5.0,4.30520607e-02,5.79936431e-02,8.68242610e-02,7.62555788e-02,4.40188566e-02,1.35308986e-02,3.62897014e-03,7.64656793e-04
5.5,20.0,100.0,570.0,MEAN,5.0,1.14907600e-02,1.45029036e-02,2.26273706e-02,2.20567219e-02,1.28515505e-02,4.29779887e-03,1.39316466e-03,3.17871701e-04
5.5,20.0,200.0,570.0,MEAN,5.0,2.29034263e-03,2.56203393e-03,3.91506340e-03,4.86020027e-03,3.14526293e-03,1.21740090e-03,4.81737343e-04,1.16391093e-04
5.5,20.0,500.0,570.0,MEAN,5.0,1.04646489e-04,8.32609867e-05,1.01570953e-04,2.72545279e-04,2.75976295e-04,1.58308455e-04,8.42125934e-05,2.05924848e-05
5.5,20.0,5.0,800.0,MEAN,5.0,1.08931712e+00,1.74048706e+00,1.90661765e+00,1.13356607e+00,9.28478279e-01,2.84785425e-01,4.23192249e-02,6.39560856e-03
5.5,20.0,20.0,800.0,MEAN,5.0,1.54511559e-01,2.45542864e-01,3.41748571e-01,1.88175273e-01,1.24243912e-01,3.85087297e-02,8.14694791e-03,1.62183396e-03
5.5,20.0,50.0,800.0,MEAN,5.0,3.41038438e-02,5.20046638e-02,8.06312335e-02,4.57453697e-02,2.82365744e-02,9.29034658e-03,2.50414886e-03,5.68742110e-04
5.5,20.0,100.0,800.0,MEAN,5.0,9.10244662e-03,1.30051948e-02,2.10133985e-02,1.32317256e-02,8.24382528e-03,2.95087873e-03,9.61344832e-04,2.36428975e-04
5.5,20.0,200.0,800.0,MEAN,5.0,1.81430310e-03,2.29745375e-03,3.63580856e-03,2.91561171e-03,2.01757741e-03,8.35870295e-04,3.32419935e-04,8.65702316e-05
5.5,20.0,500.0,800.0,MEAN,5.0,8.28960900e-05,7.46626594e-05,9.43260689e-05,1.63498655e-04,1.77029250e-04,1.08694954e-04,5.81103899e-05,1.53164313e-05
5.5,100.0,5.0,200.0,MEAN,5.0,4.59124398e+00,6.38891843e+00,6.07833498e+00,6.61783631e+00,5.47937864e+00,1.85147149e+00,1.77974712e-01,1.66533533e-02
5.5,100.0,20.0,200.0,MEAN,5.0,6.51233925e-01,9.01330072e-01,1.08950124e+00,1.09858012e+00,7.33220639e-01,2.50356264e-01,3.42622227e-02,4.22304985e-03
5.5,100.0,50.0,200.0,MEAN,5.0,1.43740573e-01,1.90896883e-01,2.57053976e-01,2.67064600e-01,1.66637051e-01,6.03991999e-02,1.05312697e-02,1.48093229e-03
5.5,100.0,100.0,200.0,MEAN,5.0,3.83649099e-02,4.77390097e-02,6.69911325e-02,7.72477201e-02,4.86506159e-02,1.91845065e-02,4.04296321e-03,6.15631055e-04
5.5,100.0,200.0,200.0,MEAN,5.0,7.64690832e-03,8.43341210e-03,1.15910300e-02,1.70215408e-02,1.19066550e-02,5.43423183e-03,1.39800155e-03,2.25417899e-04
5.5,100.0,500.0,200.0,MEAN,5.0,3.49389692e-04,2.74069053e-04,3.00713384e-04,9.54516341e-04,1.04473127e-03,7.06656982e-04,2.44384908e-04,3.98820439e-05
5.5,100.0,5.0,360.0,MEAN,5.0,4.25523933e+00,6.25615009e+00,6.40917660e+00,6.06641897e+00,3.52891941e+00,9.26798341e-01,1.19419377e-01,1.29307939e-02
5.5,100.0,20.0,360.0,MEAN,5.0,6.03574156e-01,8.82599500e-01,1.14880241e+00,1.00704324e+00,4.72220796e-01,1.25321816e-01,2.29896328e-02,3.27906257e-03
5.5,100.0,50.0,360.0,MEAN,5.0,1.33221093e-01,1.86929848e-01,2.71045333e-01,2.44812002e-01,1.07320330e-01,3.02342642e-02,7.06638405e-03,1.14989636e-03
5.5,100.0,100.0,360.0,MEAN,5.0,3.55572202e-02,4.67469437e-02,7.06374361e-02,7.08112157e-02,3.13327686e-02,9.60326362e-03,2.71279072e-03,4.78017741e-04
5.5,100.0,200.0,360.0,MEAN,5.0,7.08727856e-03,8.25815706e-03,1.22219256e-02,1.56032565e-02,7.66831948e-03,2.72023472e-03,9.38046044e-04,1.75029759e-04
5.5,100.0,500.0,360.0,MEAN,5.0,3.23820029e-04,2.68373614e-04,3.17081107e-04,8.74983267e-04,6.72844988e-04,3.53734055e-04,1.63980001e-04,3.09671262e-05
5.5,100.0,5.0,570.0,MEAN,5.0,4.25523933e+00,6.25615009e+00,6.40917660e+00,6.06641897e+00,3.52891941e+00,9.26798341e-01,1.19419377e-01,1.29307939e-02
5.5,100.0,20.0,570.0,MEAN,5.0,6.03574156e-01,8.82599500e-01,1.14880241e+00,1.00704324e+00,4.72220796e-01,1.25321816e-01,2.29896328e-02,3.27906257e-03
5.5,100.0,50.0,570.0,MEAN,5.0,1.33221093e-01,1.86929848e-01,2.71045333e-01,2.44812002e-01,1.07320330e-01,3.02342642e-02,7.06638405e-03,1.14989636e-03
5.5,100.0,100.0,570.0,MEAN,5.0,3.55572202e-02,4.67469437e-02,7.06374361e-02,7.08112157e-02,3.13327686e-02,9.60326362e-03,2.71279072e-03,4.78017741e-04
5.5,100.0,200.0,570.0,MEAN,5.0,7.08727856e-03,8.25815706e-03,1.22219256e-02,1.56032565e-02,7.66831948e-03,2.72023472e-03,9.38046044e-04,1.75029759e-04
5.5,100.0,500.0,570.0,MEAN,5.0,3.23820029e-04,2.68373614e-04,3.17081107e-04,8.74983267e-04,6.72844988e-04,3.53734055e-04,1.63980001e-04,3.09671262e-05
5.5,100.0,5.0,800.0,MEAN,5.0,3.37080304e+00,5.61008008e+00,5.95202089e+00,3.63921673e+00,2.26367977e+00,6.36341903e-01,8.24046175e-02,9.61776196e-03
5.5,100.0,20.0,800.0,MEAN,5.0,4.78123425e-01,7.91453818e-01,1.06686028e+00,6.04120589e-01,3.02913312e-01,8.60462515e-02,1.58638569e-02,2.43892552e-03
5.5,100.0,50.0,800.0,MEAN,5.0,1.05531565e-01,1.67625681e-01,2.51712129e-01,1.46861590e-01,6.88422807e-02,2.07589164e-02,4.87611550e-03,8.55278457e-04
5.5,100.0,100.0,800.0,MEAN,5.0,2.81667791e-02,4.19194063e-02,6.55989874e-02,4.24793214e-02,2.00988876e-02,6.59362320e-03,1.87194480e-03,3.55543586e-04
5.5,100.0,200.0,800.0,MEAN,5.0,5.61421304e-03,7.40534063e-03,1.13501564e-02,9.36032157e-03,4.91896178e-03,1.86771951e-03,6.47292989e-04,1.30184934e-04
5.5,100.0,500.0,800.0,MEAN,5.0,2.56515193e-04,2.40658783e-04,2.94464248e-04,5.24898422e-04,4.31606793e-04,2.42874628e-04,1.13153406e-04,2.30329591e-05
5.5,150.0,5.0,200.0,MEAN,5.0,6.53486055e+00,9.21023157e+00,8.67530780e+00,9.52832056e+00,7.23906249e+00,2.38030998e+00,2.19179597e-01,1.89179573e-02
5.5,150.0,20.0,200.0,MEAN,5.0,9.26921527e-01,1.29935274e+00,1.55499140e+00,1.58172900e+00,9.68691959e-01,3.21865887e-01,4.21946471e-02,4.79732073e-03
5.5,150.0,50.0,200.0,MEAN,5.0,2.04590434e-01,2.75195954e-01,3.66880465e-01,3.84517990e-01,2.20151975e-01,7.76511111e-02,1.29694799e-02,1.68231668e-03
5.5,150.0,100.0,200.0,MEAN,5.0,5.46059710e-02,6.88203081e-02,9.56131402e-02,1.11220799e-01,6.42745961e-02,2.46642050e-02,4.97899414e-03,6.99347562e-04
5.5,150.0,200.0,200.0,MEAN,5.0,1.08840828e-02,1.21575630e-02,1.65433056e-02,2.45075111e-02,1.57304368e-02,6.98641936e-03,1.72166829e-03,2.56071323e-04
5.5,150.0,500.0,200.0,MEAN,5.0,4.97297230e-04,3.95096521e-04,4.29193385e-04,1.37430683e-03,1.38024317e-03,9.08500442e-04,3.00965149e-04,4.53053984e-05
5.5,150.0,5.0,360.0,MEAN,5.0,6.05661466e+00,9.01883343e+00,9.14750173e+00,8.73439322e+00,4.66221990e+00,1.19152110e+00,1.47067472e-01,1.46891862e-02
5.5,150.0,20.0,360.0,MEAN,5.0,8.59085894e-01,1.27235085e+00,1.63962903e+00,1.44993474e+00,6.23872902e-01,1.61117669e-01,2.83122159e-02,3.72496546e-03
5.5,150.0,50.0,360.0,MEAN,5.0,1.89617730e-01,2.69477097e-01,3.86849639e-01,3.52478835e-01,1.41785890e-01,3.88701210e-02,8.70240044e-03,1.30626487e-03
5.5,150.0,100.0,360.0,MEAN,5.0,5.06096989e-02,6.73901508e-02,1.00817329e-01,1.01953559e-01,4.13951808e-02,1.23462577e-02,3.34085877e-03,5.43020920e-04
5.5,150.0,200.0,360.0,MEAN,5.0,1.00875443e-02,1.19049163e-02,1.74437518e-02,2.24654741e-02,1.01309742e-02,3.49721932e-03,1.15522341e-03,1.98831158e-04
5.5,150.0,500.0,360.0,MEAN,5.0,4.60903132e-04,3.86886006e-04,4.52554228e-04,1.25979560e-03,8.88926872e-04,4.54771627e-04,2.01944817e-04,3.51781868e-05
5.5,150.0,5.0,570.0,MEAN,5.0,6.05661466e+00,9.01883343e+00,9.14750173e+00,8.73439322e+00,4.66221990e+00,1.19152110e+00,1.47067472e-01,1.46891862e-02
5.5,150.0,20.0,570.0,MEAN,5.0,8.59085894e-01,1.27235085e+00,1.63962903e+00,1.44993474e+00,6.23872902e-01,1.61117669e-01,2.83122159e-02,3.72496546e-03
5.5,150.0,50.0,570.0,MEAN,5.0,1.89617730e-01,2.69477097e-01,3.86849639e-01,3.52478835e-01,1.41785890e-01,3.88701210e-02,8.70240044e-03,1.30626487e-03
5.5,150.0,100.0,570.0,MEAN,5.0,5.06096989e-02,6.73901508e-02,1.00817329e-01,1.01953559e-01,4.13951808e-02,1.23462577e-02,3.34085877e-03,5.43020920e-04
5.5,150.0,200.0,570.0,MEAN,5.0,1.00875443e-02,1.19049163e-02,1.74437518e-02,2.24654741e-02,1.01309742e-02,3.49721932e-03,1.15522341e-03,1.98831158e-04
5.5,150.0,500.0,570.0,MEAN,5.0,4.60903132e-04,3.86886006e-04,4.52554228e-04,1.25979560e-03,8.88926872e-04,4.54771627e-04,2.01944817e-04,3.51781868e-05
5.5,150.0,5.0,800.0,MEAN,5.0,4.79776895e+00,8.08746226e+00,8.49502592e+00,5.23972217e+00,2.99065285e+00,8.18101165e-01,1.01483018e-01,1.09256321e-02
5.5,150.0,20.0,800.0,MEAN,5.0,6.80527961e-01,1.14095571e+00,1.52267707e+00,8.69809158e-01,4.00192894e-01,1.10623767e-01,1.95366730e-02,2.77058248e-03
5.5,150.0,50.0,800.0,MEAN,5.0,1.50206362e-01,2.41648310e-01,3.59256309e-01,2.11450426e-01,9.09507455e-02,2.66883158e-02,6.00503870e-03,9.71583386e-04
