rup_mag,rup_rake,dist_rjb,site_vs30,result_type,damping,pgv,pga,0.05,0.1,0.3,0.5,1.0,2.0,5.0
5.0,0.0,50.0,570.0,MEAN,5.0,1.72552255e+00,3.10223419e-02,4.73975988e-02,5.72475461e-02,2.12839471e-02,9.32433791e-03,2.69717289e-03,8.12084091e-04,1.53005561e-04
5.0,0.0,100.0,570.0,MEAN,5.0,8.34826325e-01,9.54376606e-03,1.67921198e-02,2.22506378e-02,9.90121978e-03,4.39390545e-03,1.26926919e-03,3.84915609e-04,7.68658679e-05
5.0,0.0,200.0,570.0,MEAN,5.0,4.28772535e-01,1.70026720e-03,4.10868079e-03,6.55588538e-03,3.87766936e-03,1.91374355e-03,5.93159892e-04,1.84277622e-04,3.45393115e-05
5.0,0.0,0.0,800.0,MEAN,5.0,2.96478259e+01,7.81938045e-01,1.23692420e+00,1.19287214e+00,2.28121193e-01,1.19918556e-01,4.08595424e-02,1.18432574e-02,1.13355091e-03
5.0,0.0,1.0,800.0,MEAN,5.0,2.70526083e+01,6.59185359e-01,1.03493159e+00,1.04505458e+00,2.08994711e-01,1.09619905e-01,3.73848955e-02,1.08957866e-02,1.06162506e-03
5.0,0.0,5.0,800.0,MEAN,5.0,1.34094185e+01,2.86952475e-01,4.31661151e-01,4.79442833e-01,1.17192712e-01,5.81484976e-02,1.91967936e-02,5.74741043e-03,6.76292324e-04
5.0,0.0,20.0,800.0,MEAN,5.0,3.67372837e+00,8.33699410e-02,1.23483868e-01,1.42525621e-01,4.21707893e-02,1.86234306e-02,5.54107591e-03,1.65499142e-03,2.62966464e-04
5.0,0.0,50.0,800.0,MEAN,5.0,1.39467161e+00,2.68574476e-02,4.22193319e-02,5.15261030e-02,1.79335025e-02,7.53649347e-03,2.12744428e-03,6.34065256e-04,1.18657684e-04
5.0,0.0,100.0,800.0,MEAN,5.0,6.74757094e-01,8.26247089e-03,1.49575526e-02,2.00268611e-02,8.34260435e-03,3.55141996e-03,1.00115921e-03,3.00537367e-04,5.96104206e-05
5.0,0.0,200.0,800.0,MEAN,5.0,3.46559878e-01,1.47199839e-03,3.65980054e-03,5.90067607e-03,3.26726019e-03,1.54680321e-03,4.67865676e-04,1.43881698e-04,2.67856585e-05
5.0,90.0,0.0,200.0,MEAN,5.0,5.09764782e+01,8.36121165e-01,1.20080663e+00,1.12165006e+00,3.18707608e-01,2.12416364e-01,8.51691832e-02,2.27131615e-02,2.18939189e-03
5.0,90.0,1.0,200.0,MEAN,5.0,4.91597344e+01,7.57913389e-01,1.07942771e+00,1.05179907e+00,3.09945957e-01,2.05217508e-01,8.16933072e-02,2.17656028e-02,2.11549726e-03
5.0,90.0,5.0,200.0,MEAN,5.0,3.26704496e+01,4.84707235e-01,6.58501829e-01,6.91937428e-01,2.38490032e-01,1.45951401e-01,5.38757965e-02,1.42508164e-02,1.59019087e-03
5.0,90.0,20.0,200.0,MEAN,5.0,1.07558689e+01,1.79207428e-01,2.39053325e-01,2.57814499e-01,1.04637425e-01,5.61723696e-02,1.81908865e-02,4.69864234e-03,6.85883827e-04
5.0,90.0,50.0,200.0,MEAN,5.0,4.08907910e+00,5.78386520e-02,8.18829598e-02,9.33679422e-02,4.45660545e-02,2.27639426e-02,6.99266744e-03,1.80203796e-03,3.09737096e-04
5.0,90.0,100.0,200.0,MEAN,5.0,1.97834035e+00,1.77935813e-02,2.90096652e-02,3.62896998e-02,2.07319769e-02,1.07270470e-02,3.29069649e-03,8.54138809e-04,1.55603564e-04
5.0,90.0,200.0,200.0,MEAN,5.0,1.01608919e+00,3.17001094e-03,7.09805880e-03,1.06923278e-02,8.11937857e-03,4.67211171e-03,1.53782128e-03,4.08917344e-04,6.99197203e-05
5.0,90.0,0.0,360.0,MEAN,5.0,4.77063428e+01,9.47443360e-01,1.43814407e+00,1.32844126e+00,3.19478282e-01,1.98789878e-01,7.44572978e-02,1.87861393e-02,1.69216010e-03
5.0,90.0,1.0,360.0,MEAN,5.0,4.38150862e+01,8.10951203e-01,1.21775966e+00,1.18037993e+00,2.97178413e-01,1.82906253e-01,6.81255378e-02,1.72832320e-02,1.58478949e-03
5.0,90.0,5.0,360.0,MEAN,5.0,2.24818764e+01,3.82662590e-01,5.41137620e-01,5.83629437e-01,1.80634804e-01,1.00435145e-01,3.49818255e-02,9.11671928e-03,1.00956638e-03
5.0,90.0,20.0,360.0,MEAN,5.0,6.29409952e+00,1.16938652e-01,1.61070338e-01,1.81831253e-01,6.83683525e-02,3.28708438e-02,1.00973607e-02,2.62519832e-03,3.92555247e-04
5.0,90.0,50.0,360.0,MEAN,5.0,2.38985205e+00,3.76862109e-02,5.50870608e-02,6.57597195e-02,2.90855747e-02,1.33043293e-02,3.87678723e-03,1.00577382e-03,1.77131698e-04
5.0,90.0,100.0,360.0,MEAN,5.0,1.15623607e+00,1.15938501e-02,1.95163584e-02,2.55590990e-02,1.35305104e-02,6.26939581e-03,1.82438680e-03,4.76721620e-04,8.89861887e-05
5.0,90.0,200.0,360.0,MEAN,5.0,5.93850787e-01,2.06549939e-03,4.77524503e-03,7.53068407e-03,5.29902847e-03,2.73060400e-03,8.52579641e-04,2.28229577e-04,3.99855199e-05
5.0,90.0,0.0,570.0,MEAN,5.0,3.70724480e+01,8.48302012e-01,1.31419686e+00,1.24620492e+00,2.75722872e-01,1.54478985e-01,5.39767364e-02,1.34322795e-02,1.19884265e-03
5.0,90.0,1.0,570.0,MEAN,5.0,3.39123282e+01,7.19331627e-01,1.10465689e+00,1.09773198e+00,2.54089023e-01,1.41567150e-01,4.93866190e-02,1.23576856e-02,1.12277392e-03
5.0,90.0,5.0,570.0,MEAN,5.0,1.70347832e+01,3.23008575e-01,4.72119678e-01,5.18338675e-01,1.46971690e-01,7.61008955e-02,2.53595662e-02,6.51854643e-03,7.15246286e-04
5.0,90.0,20.0,570.0,MEAN,5.0,4.70602561e+00,9.56889059e-02,1.37137773e-01,1.56896882e-01,5.39253323e-02,2.45771507e-02,7.31993499e-03,1.87704333e-03,2.78113148e-04
5.0,90.0,50.0,570.0,MEAN,5.0,1.78668140e+00,3.08305984e-02,4.68931482e-02,5.67295239e-02,2.29356652e-02,9.94647246e-03,2.81042059e-03,7.19138448e-04,1.25492283e-04
5.0,90.0,100.0,570.0,MEAN,5.0,8.64415633e-01,9.48477776e-03,1.66134020e-02,2.20492960e-02,1.06695934e-02,4.68707376e-03,1.32256270e-03,3.40860777e-04,6.30439390e-05
5.0,90.0,200.0,570.0,MEAN,5.0,4.43969806e-01,1.68975816e-03,4.06495227e-03,6.49656241e-03,4.17859177e-03,2.04143155e-03,6.18065225e-04,1.63186454e-04,2.83284936e-05
5.0,90.0,0.0,800.0,MEAN,5.0,3.06986536e+01,7.77105027e-01,1.22375966e+00,1.18207806e+00,2.45824296e-01,1.27919712e-01,4.25751347e-02,1.04877584e-02,9.29717137e-04
5.0,90.0,1.0,800.0,MEAN,5.0,2.80114520e+01,6.55111054e-01,1.02391685e+00,1.03559808e+00,2.25213523e-01,1.16933918e-01,3.89545959e-02,9.64872870e-03,8.70724907e-04
5.0,90.0,5.0,800.0,MEAN,5.0,1.38846975e+01,2.85178873e-01,4.27066999e-01,4.75104446e-01,1.26287328e-01,6.20282572e-02,2.00028201e-02,5.08960077e-03,5.54682243e-04
5.0,90.0,20.0,800.0,MEAN,5.0,3.80393878e+00,8.28546465e-02,1.22169635e-01,1.41235934e-01,4.54434086e-02,1.98660153e-02,5.77373214e-03,1.46557231e-03,2.15680148e-04
5.0,90.0,50.0,800.0,MEAN,5.0,1.44410389e+00,2.66914466e-02,4.17699933e-02,5.10598530e-02,1.93252129e-02,8.03934021e-03,2.21677046e-03,5.61494443e-04,9.73208005e-05
5.0,90.0,100.0,800.0,MEAN,5.0,6.98672960e-01,8.21140205e-03,1.47983600e-02,1.98456418e-02,8.99002330e-03,3.78837631e-03,1.04319544e-03,2.66139896e-04,4.88913457e-05
5.0,90.0,200.0,800.0,MEAN,5.0,3.58843231e-01,1.46290023e-03,3.62084943e-03,5.84728196e-03,3.52081245e-03,1.65000836e-03,4.87510212e-04,1.27413973e-04,2.19690933e-05
5.5,-90.0,0.0,200.0,MEAN,5.0,4.54374955e+01,7.14880061e-01,1.02175832e+00,9.91429882e-01,3.45042902e-01,2.28881056e-01,9.01389491e-02,3.29527557e-02,6.09131595e-03
5.5,-90.0,1.0,200.0,MEAN,5.0,4.48184354e+01,6.67992280e-01,9.48116356e-01,9.54357269e-01,3.42160987e-01,2.25938310e-01,8.85101410e-02,3.23232260e-02,6.00836246e-03
5.5,-90.0,5.0,200.0,MEAN,5.0,3.25164700e+01,4.77014776e-01,6.50489348e-01,6.94297004e-01,2.78856191e-01,1.73243245e-01,6.40302894e-02,2.31676597e-02,4.77668820e-03
5.5,-90.0,20.0,200.0,MEAN,5.0,1.43404393e+01,2.44086837e-01,3.29233586e-01,3.54256874e-01,1.56288770e-01,8.71148712e-02,2.87829252e-02,1.00482444e-02,2.49324680e-03
5.5,-90.0,50.0,200.0,MEAN,5.0,6.87956932e+00,1.00621439e-01,1.44811559e-01,1.63123525e-01,8.10234093e-02,4.37511411e-02,1.39545041e-02,4.83599117e-03,1.33670354e-03
5.5,-90.0,100.0,200.0,MEAN,5.0,4.02238852e+00,3.76592647e-02,6.26749490e-02,7.69185371e-02,4.42907734e-02,2.45747620e-02,7.94186081e-03,2.76407807e-03,7.77312842e-04
5.5,-90.0,200.0,200.0,MEAN,5.0,2.52267992e+00,8.24697891e-03,1.89287756e-02,2.77805377e-02,2.05943440e-02,1.28908569e-02,4.53527463e-03,1.61234888e-03,4.08497710e-04
5.5,-90.0,0.0,360.0,MEAN,5.0,4.36019428e+01,8.34279272e-01,1.26186323e+00,1.20715793e+00,3.53870477e-01,2.19634876e-01,8.07360689e-02,2.78321050e-02,4.78402502e-03
5.5,-90.0,1.0,360.0,MEAN,5.0,4.11536423e+01,7.40206744e-01,1.10937553e+00,1.10683488e+00,3.37096971e-01,2.07463386e-01,7.59682640e-02,2.63134611e-02,4.58767529e-03
5.5,-90.0,5.0,360.0,MEAN,5.0,2.36201451e+01,4.01320978e-01,5.71191256e-01,6.21672048e-01,2.21888296e-01,1.25844859e-01,4.38096551e-02,1.55065898e-02,3.13941708e-03
5.5,-90.0,20.0,360.0,MEAN,5.0,8.46681315e+00,1.60951296e-01,2.24266863e-01,2.52319766e-01,1.02949203e-01,5.14339428e-02,1.61150706e-02,5.65604360e-03,1.43512973e-03
5.5,-90.0,50.0,360.0,MEAN,5.0,4.02074708e+00,6.55623986e-02,9.74225062e-02,1.14889083e-01,5.28790903e-02,2.55702450e-02,7.73648166e-03,2.69911813e-03,7.64430778e-04
5.5,-90.0,100.0,360.0,MEAN,5.0,2.35087491e+00,2.45378297e-02,4.21648013e-02,5.41742840e-02,2.89059153e-02,1.43626582e-02,4.40302715e-03,1.54271854e-03,4.44527781e-04
5.5,-90.0,200.0,360.0,MEAN,5.0,1.47437397e+00,5.37352403e-03,1.27344030e-02,1.95660344e-02,1.34406857e-02,7.53402907e-03,2.51439025e-03,8.99902407e-04,2.33610679e-04
5.5,-90.0,0.0,570.0,MEAN,5.0,3.39527796e+01,7.50577461e-01,1.15747059e+00,1.13749361e+00,3.06875777e-01,1.71029409e-01,5.85284403e-02,1.99002364e-02,3.38933250e-03
5.5,-90.0,1.0,570.0,MEAN,5.0,3.19304610e+01,6.60340212e-01,1.01086508e+00,1.03480960e+00,2.89870333e-01,1.60967564e-01,5.50720894e-02,1.88143907e-02,3.25022484e-03
5.5,-90.0,5.0,570.0,MEAN,5.0,1.79770150e+01,3.42291006e-01,5.02418967e-01,5.57470026e-01,1.82419909e-01,9.57790438e-02,3.17591731e-02,1.10873684e-02,2.22417908e-03
5.5,-90.0,20.0,570.0,MEAN,5.0,6.33517444e+00,1.31928857e-01,1.91200703e-01,2.18064959e-01,8.13396917e-02,3.84847278e-02,1.16823863e-02,4.04412834e-03,1.01674465e-03
5.5,-90.0,50.0,570.0,MEAN,5.0,3.00595762e+00,5.36357446e-02,8.29314170e-02,9.91123900e-02,4.16982344e-02,1.91166147e-02,5.60845000e-03,1.92989674e-03,5.41575362e-04
5.5,-90.0,100.0,570.0,MEAN,5.0,1.75754162e+00,2.00740789e-02,3.58930072e-02,4.67350129e-02,2.27939934e-02,1.07376915e-02,3.19191057e-03,1.10305935e-03,3.14934067e-04
5.5,-90.0,200.0,570.0,MEAN,5.0,1.10225925e+00,4.39601003e-03,1.08402271e-02,1.68792054e-02,1.05987614e-02,5.63252841e-03,1.82277068e-03,6.43439317e-04,1.65505879e-04
5.5,-90.0,0.0,800.0,MEAN,5.0,2.81516136e+01,6.89653842e-01,1.08036908e+00,1.08197883e+00,2.74423336e-01,1.41807355e-01,4.61653741e-02,1.55378595e-02,2.62846881e-03
5.5,-90.0,1.0,800.0,MEAN,5.0,2.64148811e+01,6.03540264e-01,9.39616167e-01,9.79483650e-01,2.57848769e-01,1.33162471e-01,4.34391143e-02,1.46900445e-02,2.52058912e-03
5.5,-90.0,5.0,800.0,MEAN,5.0,1.46935332e+01,3.04172135e-01,4.56800063e-01,5.14062788e-01,1.57768015e-01,7.82851079e-02,2.50506266e-02,8.65688070e-03,1.72487808e-03
5.5,-90.0,20.0,800.0,MEAN,5.0,5.12314726e+00,1.14356138e-01,1.70474943e-01,1.96493417e-01,6.86190960e-02,3.11219414e-02,9.21469513e-03,3.15760560e-03,7.88497910e-04
5.5,-90.0,50.0,800.0,MEAN,5.0,2.42959663e+00,4.64348953e-02,7.38710210e-02,8.92068842e-02,3.51342440e-02,1.54512034e-02,4.42376716e-03,1.50683961e-03,4.19998317e-04
5.5,-90.0,100.0,800.0,MEAN,5.0,1.42055137e+00,1.73790401e-02,3.19716362e-02,4.20642150e-02,1.92058426e-02,8.67885130e-03,2.51767764e-03,8.61255154e-04,2.44235221e-04
5.5,-90.0,200.0,800.0,MEAN,5.0,8.90912550e-01,3.80582516e-03,9.65591413e-03,1.51922613e-02,8.93034143e-03,4.55254989e-03,1.43774360e-03,5.02389494e-04,1.28351833e-04
5.5,0.0,0.0,200.0,MEAN,5.0,6.21105873e+01,8.03085927e-01,1.13043937e+00,1.06764386e+00,3.74025599e-01,2.49510567e-01,1.17194432e-01,4.65781323e-02,7.73052999e-03
5.5,0.0,1.0,200.0,MEAN,5.0,6.12643657e+01,7.50412872e-01,1.04896436e+00,1.02772137e+00,3.70901611e-01,2.46302585e-01,1.15076732e-01,4.56883034e-02,7.62525316e-03
5.5,0.0,5.0,200.0,MEAN,5.0,4.44482476e+01,5.35871504e-01,7.19679749e-01,7.47669548e-01,3.02279378e-01,1.88858008e-01,8.32491775e-02,3.27470737e-02,6.06212709e-03
5.5,0.0,20.0,200.0,MEAN,5.0,2.11104515e+01,3.02199396e-01,4.00993211e-01,4.17872736e-01,1.83521039e-01,1.02271637e-01,3.98652733e-02,1.50003220e-02,3.29934693e-03
5.5,0.0,50.0,200.0,MEAN,5.0,1.04222824e+01,1.29358205e-01,1.83063540e-01,1.99327208e-01,9.81344146e-02,5.28589843e-02,1.98067410e-02,7.37367412e-03,1.79776916e-03
5.5,0.0,100.0,200.0,MEAN,5.0,6.09376359e+00,4.84144828e-02,7.92305400e-02,9.39898598e-02,5.36443623e-02,2.96905847e-02,1.12725166e-02,4.21452609e-03,1.04542930e-03
5.5,0.0,200.0,200.0,MEAN,5.0,3.82176286e+00,1.06022574e-02,2.39288126e-02,3.39461584e-02,2.49435800e-02,1.55743961e-02,6.43727710e-03,2.45842782e-03,5.49399744e-04
5.5,0.0,0.0,360.0,MEAN,5.0,6.52597203e+01,1.04264486e+00,1.56013979e+00,1.43685388e+00,4.16655047e-01,2.62161260e-01,1.14595144e-01,4.24369825e-02,6.43416612e-03
5.5,0.0,1.0,360.0,MEAN,5.0,6.15953100e+01,9.25077226e-01,1.37160737e+00,1.31744153e+00,3.96905544e-01,2.47633088e-01,1.07827818e-01,4.01214313e-02,6.17008999e-03
5.5,0.0,5.0,360.0,MEAN,5.0,3.53526463e+01,5.01552978e-01,7.06208236e-01,7.39962745e-01,2.61256263e-01,1.50211329e-01,6.21825385e-02,2.36436618e-02,4.22228791e-03
5.5,0.0,20.0,360.0,MEAN,5.0,1.27835753e+01,2.05290919e-01,2.81754038e-01,3.06068004e-01,1.23710230e-01,6.19312747e-02,2.28734053e-02,8.62404850e-03,1.93014523e-03
5.5,0.0,50.0,360.0,MEAN,5.0,6.09127686e+00,8.42865531e-02,1.23156666e-01,1.40387599e-01,6.40464110e-02,3.08933012e-02,1.09810056e-02,4.11547846e-03,1.02810386e-03
5.5,0.0,100.0,360.0,MEAN,5.0,3.56148488e+00,3.15456592e-02,5.33026357e-02,6.61977405e-02,3.50104384e-02,1.73525880e-02,6.24956770e-03,2.35225901e-03,5.97857572e-04
5.5,0.0,200.0,360.0,MEAN,5.0,2.23361974e+00,6.90816425e-03,1.60981962e-02,2.39085258e-02,1.62791696e-02,9.10241687e-03,3.56887467e-03,1.37212556e-03,3.14189392e-04
5.5,0.0,0.0,570.0,MEAN,5.0,5.11977568e+01,9.54490651e-01,1.45075569e+00,1.37597111e+00,3.67659787e-01,2.05671559e-01,8.30740846e-02,3.03428714e-02,4.55840600e-03
5.5,0.0,1.0,570.0,MEAN,5.0,4.81482811e+01,8.39738190e-01,1.26700262e+00,1.25175922e+00,3.47286013e-01,1.93571679e-01,7.81682100e-02,2.86872289e-02,4.37131630e-03
5.5,0.0,5.0,570.0,MEAN,5.0,2.71077317e+01,4.35282942e-01,6.29724146e-01,6.74344580e-01,2.18552489e-01,1.15179169e-01,4.50783280e-02,1.69054572e-02,2.99135928e-03
5.5,0.0,20.0,570.0,MEAN,5.0,9.58505260e+00,1.69092124e-01,2.41129899e-01,2.65711450e-01,9.82185384e-02,4.64357203e-02,1.65817429e-02,6.16628184e-03,1.36744769e-03
5.5,0.0,50.0,570.0,MEAN,5.0,4.55390995e+00,6.89537315e-02,1.04837755e-01,1.21109423e-01,5.05043155e-02,2.30961939e-02,7.96052051e-03,2.94260869e-03,7.28379518e-04
5.5,0.0,100.0,570.0,MEAN,5.0,2.66260783e+00,2.58070930e-02,4.53741469e-02,5.71073954e-02,2.76077644e-02,1.29729981e-02,4.53053332e-03,1.68188896e-03,4.23563441e-04
5.5,0.0,200.0,570.0,MEAN,5.0,1.66988029e+00,5.65147922e-03,1.37036736e-02,2.06253812e-02,1.28370709e-02,6.80507350e-03,2.58720385e-03,9.81083645e-04,2.22593384e-04
5.5,0.0,0.0,800.0,MEAN,5.0,4.26486096e+01,8.86614071e-01,1.36574862e+00,1.32211353e+00,3.32377687e-01,1.71327937e-01,6.55261984e-02,2.36913403e-02,3.53509960e-03
5.5,0.0,1.0,800.0,MEAN,5.0,4.00175268e+01,7.75907068e-01,1.18781583e+00,1.19687054e+00,3.12302805e-01,1.60883414e-01,6.16566004e-02,2.23986350e-02,3.39000925e-03
5.5,0.0,5.0,800.0,MEAN,5.0,2.22601364e+01,3.91041532e-01,5.77463823e-01,6.28154034e-01,1.91086402e-01,9.45820198e-02,3.55563528e-02,1.31995728e-02,2.31983571e-03
5.5,0.0,20.0,800.0,MEAN,5.0,7.76137065e+00,1.47015437e-01,2.15505908e-01,2.40103224e-01,8.31104846e-02,3.76007156e-02,1.30791519e-02,4.81455692e-03,1.06047241e-03
5.5,0.0,50.0,800.0,MEAN,5.0,3.68074526e+00,5.96963710e-02,9.33840550e-02,1.09005486e-01,4.25541026e-02,1.86677399e-02,6.27900565e-03,2.29755263e-03,5.64867225e-04
5.5,0.0,100.0,800.0,MEAN,5.0,2.15208058e+00,2.23423703e-02,4.04169455e-02,5.13999593e-02,2.32618466e-02,1.04855611e-02,3.57354073e-03,1.31319819e-03,3.28478629e-04
5.5,0.0,200.0,800.0,MEAN,5.0,1.34969818e+00,4.89274174e-03,1.22065243e-02,1.85640362e-02,1.08163040e-02,5.50027170e-03,2.04070419e-03,7.66018027e-04,1.72623892e-04
5.5,90.0,0.0,200.0,MEAN,5.0,6.44754027e+01,8.00783260e-01,1.12209405e+00,1.06128792e+00,4.04156550e-01,2.66834496e-01,1.22379846e-01,4.13243217e-02,6.34952176e-03
5.5,90.0,1.0,200.0,MEAN,5.0,6.35969619e+01,7.48261233e-01,1.04122051e+00,1.02160310e+00,4.00780898e-01,2.63403779e-01,1.20168446e-01,4.05348616e-02,6.26305195e-03
5.5,90.0,5.0,200.0,MEAN,5.0,4.61405822e+01,5.34335014e-01,7.14366806e-01,7.43218494e-01,3.26630560e-01,2.01970731e-01,8.69326416e-02,2.90533463e-02,4.97916804e-03
5.5,90.0,20.0,200.0,MEAN,5.0,2.18804399e+01,3.00723767e-01,3.97237575e-01,4.14598179e-01,1.97975413e-01,1.09203948e-01,4.15743995e-02,1.32932299e-02,2.70758213e-03
5.5,90.0,50.0,200.0,MEAN,5.0,1.07916863e+01,1.28558666e-01,1.81115202e-01,1.97523534e-01,1.05750032e-01,5.63858192e-02,2.06383776e-02,6.52973334e-03,1.47449645e-03
5.5,90.0,100.0,200.0,MEAN,5.0,6.30974892e+00,4.81152416e-02,7.83872926e-02,9.31393633e-02,5.78073760e-02,3.16715874e-02,1.17458220e-02,3.73215999e-03,8.57441450e-04
5.5,90.0,200.0,200.0,MEAN,5.0,3.95722015e+00,1.05367268e-02,2.36741393e-02,3.36389860e-02,2.68793001e-02,1.66135445e-02,6.70756263e-03,2.17705283e-03,4.50607336e-04
5.5,90.0,0.0,360.0,MEAN,5.0,6.75929738e+01,1.03692372e+00,1.54438173e+00,1.42477489e+00,4.49302509e-01,2.79736711e-01,1.19406713e-01,3.75799330e-02,5.27718202e-03
5.5,90.0,1.0,360.0,MEAN,5.0,6.37975486e+01,9.20001196e-01,1.35775357e+00,1.30636639e+00,4.28005513e-01,2.64234562e-01,1.12355244e-01,3.55294041e-02,5.06059175e-03
5.5,90.0,5.0,360.0,MEAN,5.0,3.66166218e+01,4.98800885e-01,6.99075241e-01,7.33742207e-01,2.81727284e-01,1.60281589e-01,6.47934313e-02,2.09375685e-02,3.46304112e-03
5.5,90.0,20.0,360.0,MEAN,5.0,1.32382241e+01,2.04077875e-01,2.78815266e-01,3.03375510e-01,1.33347106e-01,6.60711732e-02,2.38338036e-02,7.63699833e-03,1.58306881e-03
5.5,90.0,50.0,360.0,MEAN,5.0,6.30717406e+00,8.37655931e-02,1.21845915e-01,1.39117259e-01,6.90166647e-02,3.29545510e-02,1.14420712e-02,3.64444868e-03,8.43231450e-04
5.5,90.0,100.0,360.0,MEAN,5.0,3.68771697e+00,3.13506812e-02,5.27353379e-02,6.55987297e-02,3.77273863e-02,1.85103800e-02,6.51197177e-03,2.08303538e-03,4.90351535e-04
5.5,90.0,200.0,360.0,MEAN,5.0,2.31278742e+00,6.86546613e-03,1.59268638e-02,2.36921821e-02,1.75424973e-02,9.70974450e-03,3.71872299e-03,1.21508137e-03,2.57692229e-04
5.5,90.0,0.0,570.0,MEAN,5.0,5.30184968e+01,9.48845978e-01,1.43561835e+00,1.36386038e+00,3.96298081e-01,2.19419550e-01,8.65621623e-02,2.68700319e-02,3.73871885e-03
5.5,90.0,1.0,570.0,MEAN,5.0,4.98605730e+01,8.34772140e-01,1.25378257e+00,1.24074175e+00,3.74337322e-01,2.06510861e-01,8.14503021e-02,2.54038830e-02,3.58527140e-03
5.5,90.0,5.0,570.0,MEAN,5.0,2.80717609e+01,4.32708762e-01,6.23153534e-01,6.68409277e-01,2.35576299e-01,1.22878251e-01,4.69710568e-02,1.49705731e-02,2.45345661e-03
5.5,90.0,20.0,570.0,MEAN,5.0,9.92523004e+00,1.68064697e-01,2.38583307e-01,2.63332831e-01,1.05851832e-01,4.95362209e-02,1.72779697e-02,5.46053100e-03,1.12155487e-03
5.5,90.0,50.0,570.0,MEAN,5.0,4.71531723e+00,6.85275409e-02,1.03721971e-01,1.20013527e-01,5.44236493e-02,2.46372084e-02,8.29476330e-03,2.60581764e-03,5.97403180e-04
5.5,90.0,100.0,570.0,MEAN,5.0,2.75698042e+00,2.56475841e-02,4.48912318e-02,5.65906414e-02,2.97502357e-02,1.38385770e-02,4.72075933e-03,1.48939135e-03,3.47398767e-04
5.5,90.0,200.0,570.0,MEAN,5.0,1.72906697e+00,5.61654844e-03,1.35578260e-02,2.04387461e-02,1.38332781e-02,7.25911875e-03,2.69583421e-03,8.68795457e-04,1.82566906e-04
5.5,90.0,0.0,800.0,MEAN,5.0,4.41602328e+01,8.81134070e-01,1.35121302e+00,1.31014998e+00,3.58171505e-01,1.82759207e-01,6.82774833e-02,2.09797900e-02,2.89942220e-03
5.5,90.0,1.0,800.0,MEAN,5.0,4.14358948e+01,7.71111327e-01,1.17517395e+00,1.18604028e+00,3.36538732e-01,1.71617809e-01,6.42454103e-02,1.98350390e-02,2.78042182e-03
5.5,90.0,5.0,800.0,MEAN,5.0,2.30491173e+01,3.88624575e-01,5.71317899e-01,6.22469987e-01,2.05915460e-01,1.00892682e-01,3.70492772e-02,1.16888391e-02,1.90268561e-03
5.5,90.0,20.0,800.0,MEAN,5.0,8.03646210e+00,1.46106761e-01,2.13212288e-01,2.37930575e-01,8.95601855e-02,4.01094947e-02,1.36283135e-02,4.26351535e-03,8.69779521e-04
5.5,90.0,50.0,800.0,MEAN,5.0,3.81120438e+00,5.93273985e-02,9.23901724e-02,1.08019116e-01,4.58564685e-02,1.99132809e-02,6.54264574e-03,2.03459032e-03,4.63293473e-04
5.5,90.0,100.0,800.0,MEAN,5.0,2.22835821e+00,2.22042761e-02,3.99867896e-02,5.09348508e-02,2.50670575e-02,1.11851743e-02,3.72358497e-03,1.16289842e-03,2.69411993e-04
5.5,90.0,200.0,800.0,MEAN,5.0,1.39753643e+00,4.86250058e-03,1.20766108e-02,1.83960537e-02,1.16556918e-02,5.86725852e-03,2.12638837e-03,6.78344793e-04,1.41582869e-04
6.0,-90.0,0.0,200.0,MEAN,5.0,5.88593131e+01,7.14919814e-01,9.69196836e-01,9.49970590e-01,4.42280908e-01,2.99940963e-01,1.28648145e-01,5.61148234e-02,1.57226628e-02
6.0,-90.0,1.0,200.0,MEAN,5.0,5.86682630e+01,6.80340962e-01,9.17194721e-01,9.27418705e-01,4.41837490e-01,2.98890786e-01,1.27762602e-01,5.56638882e-02,1.56412070e-02
6.0,-90.0,5.0,200.0,MEAN,5.0,4.46729189e+01,5.21531752e-01,6.80375248e-01,7.17304745e-01,3.66666462e-01,2.37544413e-01,9.74708305e-02,4.19887270e-02,1.26435286e-02
6.0,-90.0,20.0,200.0,MEAN,5.0,2.48018186e+01,3.49902208e-01,4.54659203e-01,4.73802895e-01,2.47200966e-01,1.46660707e-01,5.46105631e-02,2.23599620e-02,7.42092558e-03
6.0,-90.0,50.0,200.0,MEAN,5.0,1.45052091e+01,1.80988698e-01,2.52062624e-01,2.71304658e-01,1.51342526e-01,8.81873110e-02,3.20081268e-02,1.28640500e-02,4.45808836e-03
6.0,-90.0,100.0,200.0,MEAN,5.0,9.49035245e+00,7.63068318e-02,1.23405647e-01,1.43712119e-01,9.00160279e-02,5.46715749e-02,2.03993541e-02,8.20967331e-03,2.77858350e-03
6.0,-90.0,200.0,200.0,MEAN,5.0,6.69488016e+00,1.89211333e-02,4.23770034e-02,5.86082546e-02,4.57764584e-02,3.18162145e-02,1.31128182e-02,5.37491065e-03,1.57313465e-03
6.0,-90.0,0.0,360.0,MEAN,5.0,6.21212100e+01,9.33078136e-01,1.34496540e+00,1.28482442e+00,4.94705343e-01,3.16563252e-01,1.26341056e-01,5.13174611e-02,1.31236190e-02
6.0,-90.0,1.0,360.0,MEAN,5.0,5.95306142e+01,8.47818413e-01,1.21290741e+00,1.20100534e+00,4.76798467e-01,3.03284112e-01,1.20785323e-01,4.92589002e-02,1.27310748e-02
