rup_mag,rup_hypo_depth,dist_rrup,site_vs30,result_type,damping,0.04,0.10,0.20,0.40,0.80,1.00,2.00,3.00,4.00,pga
5.0,250.0,90.0,900.0,MEAN,5.0,0.0012313461874883776,0.0012454522781336903,8.582451409590092E-4,9.522763790421608E-4,3.0145690085476727E-4,2.2255514503075874E-4,7.601079363705221E-5,3.4168449129730255E-5,7.57388431619517E-9,7.072204324849625E-4
5.0,250.0,90.0,1200.0,MEAN,5.0,0.0012313461874883776,0.0012454522781336903,8.582451409590092E-4,9.522763790421608E-4,3.0145690085476727E-4,2.2255514503075874E-4,7.601079363705221E-5,3.4168449129730255E-5,7.57388431619517E-9,7.072204324849625E-4
5.0,250.0,120.0,180.0,MEAN,5.0,9.075329877160773E-4,9.774850207420792E-4,8.834779364184709E-4,8.983377535640943E-4,3.1989718482184097E-4,2.3190255054064335E-4,7.616119483777633E-5,3.4236057630182584E-5,7.601154205458567E-9,6.006630177700517E-4
5.0,250.0,120.0,250.0,MEAN,5.0,9.075329877160773E-4,9.774850207420792E-4,8.834779364184709E-4,8.983377535640943E-4,3.1989718482184097E-4,2.3190255054064335E-4,7.616119483777633E-5,3.4236057630182584E-5,7.601154205458567E-9,6.006630177700517E-4
5.0,250.0,120.0,600.0,MEAN,5.0,8.088396266892745E-4,8.13036627048805E-4,5.573855531985715E-4,6.215551249677354E-4,1.973645960642749E-4,1.4632061746730815E-4,5.391799681906279E-5,2.423727267322015E-5,4.056507380455126E-9,5.35341478089805E-4
5.0,250.0,120.0,900.0,MEAN,5.0,5.726146039575115E-4,5.755858526690998E-4,4.069075125426274E-4,4.4682725082443404E-4,1.5415704399691848E-4,1.1622659777657387E-4,4.282858723315554E-5,1.9252350017050047E-5,2.6689109816700684E-9,3.45645489306346E-4
5.0,250.0,120.0,1200.0,MEAN,5.0,5.726146039575115E-4,5.755858526690998E-4,4.069075125426274E-4,4.4682725082443404E-4,1.5415704399691848E-4,1.1622659777657387E-4,4.282858723315554E-5,1.9252350017050047E-5,2.6689109816700684E-9,3.45645489306346E-4
5.0,250.0,150.0,180.0,MEAN,5.0,4.7993505266122403E-4,5.137249078336023E-4,4.763419398889439E-4,4.7935199122843666E-4,1.8603346087181714E-4,1.3772632390327713E-4,4.880221517841675E-5,2.193762131604748E-5,3.3840402432847165E-9,3.3384682461701806E-4
5.0,250.0,150.0,250.0,MEAN,5.0,4.7993505266122403E-4,5.137249078336023E-4,4.763419398889439E-4,4.7935199122843666E-4,1.8603346087181714E-4,1.3772632390327713E-4,4.880221517841675E-5,2.193762131604748E-5,3.3840402432847165E-9,3.3384682461701806E-4
5.0,250.0,150.0,600.0,MEAN,5.0,4.277425659275843E-4,4.27297766649049E-4,3.005237649205073E-4,3.3166109921291026E-4,1.1477568606880241E-4,8.68994355950307E-5,3.454932250416772E-5,1.5530646530111412E-5,1.805960496470879E-9,2.9754129563288895E-4
5.0,250.0,150.0,900.0,MEAN,5.0,3.028185463500874E-4,3.025036525759515E-4,2.193910067134159E-4,2.384265066986734E-4,8.96487051878481E-5,6.902667527473707E-5,2.744350235565546E-5,1.2336431042390175E-5,1.1882014130472649E-9,1.9210879583782579E-4
5.0,250.0,150.0,1200.0,MEAN,5.0,3.028185463500874E-4,3.025036525759515E-4,2.193910067134159E-4,2.384265066986734E-4,8.96487051878481E-5,6.902667527473707E-5,2.744350235565546E-5,1.2336431042390175E-5,1.1882014130472649E-9,1.9210879583782579E-4
5.0,250.0,200.0,180.0,MEAN,5.0,1.9631932612185888E-4,2.079752567073531E-4,2.012359034162615E-4,1.9903385455640843E-4,8.915465343153897E-5,6.835793258783637E-5,2.7491969586195117E-5,1.2358218081071318E-5,1.1920195338773832E-9,1.4836249888051426E-4
5.0,250.0,200.0,250.0,MEAN,5.0,1.9631932612185888E-4,2.079752567073531E-4,2.012359034162615E-4,1.9903385455640843E-4,8.915465343153897E-5,6.835793258783637E-5,2.7491969586195117E-5,1.2358218081071318E-5,1.1920195338773832E-9,1.4836249888051426E-4
5.0,250.0,200.0,600.0,MEAN,5.0,1.7496978357989154E-4,1.729862838149542E-4,1.2695957728587625E-4,1.3771046786223304E-4,5.50050859983834E-5,4.3130939619777305E-5,1.9462823972963757E-5,8.748948392994266E-6,6.361449730026322E-10,1.3222821631112493E-4
5.0,250.0,200.0,900.0,MEAN,5.0,1.2386912067998912E-4,1.2246491038307483E-4,9.268414922202853E-5,9.89981214744586E-5,4.296323470064315E-5,3.426012313017725E-5,1.5459870609193745E-5,6.94953673270097E-6,4.185409134373223E-10,8.537370705898704E-5
5.0,250.0,200.0,1200.0,MEAN,5.0,1.2386912067998912E-4,1.2246491038307483E-4,9.268414922202853E-5,9.89981214744586E-5,4.296323470064315E-5,3.426012313017725E-5,1.5459870609193745E-5,6.94953673270097E-6,4.185409134373223E-10,8.537370705898704E-5
6.0,0.0,0.0,180.0,MEAN,5.0,0.1976319470650314,0.24893123073846896,0.35163554249219664,0.32367662859240076,0.1544023091036162,0.11535472607960731,0.0488863993659969,0.031976288331032963,0.0019120777500639908,0.1760675226015957
6.0,0.0,0.0,250.0,MEAN,5.0,0.1976319470650314,0.24893123073846896,0.35163554249219664,0.32367662859240076,0.1544023091036162,0.11535472607960731,0.0488863993659969,0.031976288331032963,0.0019120777500639908,0.1760675226015957
6.0,0.0,0.0,600.0,MEAN,5.0,0.17613965822690775,0.20705197922425786,0.2218465943482899,0.22395014184331613,0.095260448711351,0.07278391164042913,0.034608920344876906,0.02263747852420649,0.0010204183858773198,0.15692034469355667
6.0,0.0,0.0,900.0,MEAN,5.0,0.12469732850460225,0.14658157584020554,0.16195440544573347,0.1609946120334627,0.07440579250788985,0.05781431604967016,0.027490842603259333,0.01798158835474176,6.713671591201345E-4,0.10131628417297064
6.0,0.0,0.0,1200.0,MEAN,5.0,0.12469732850460225,0.14658157584020554,0.16195440544573347,0.1609946120334627,0.07440579250788985,0.05781431604967016,0.027490842603259333,0.01798158835474176,6.713671591201345E-4,0.10131628417297064
6.0,0.0,10.0,180.0,MEAN,5.0,0.1028064211504302,0.12936270098545072,0.18348685028765221,0.16861637098554574,0.08155322784980021,0.061134825609632244,0.026226388330992445,0.017154516716908375,6.162814108463896E-4,0.09232292829944716
6.0,0.0,10.0,250.0,MEAN,5.0,0.1028064211504302,0.12936270098545072,0.18348685028765221,0.16861637098554574,0.08155322784980021,0.061134825609632244,0.026226388330992445,0.017154516716908375,6.162814108463896E-4,0.09232292829944716
6.0,0.0,10.0,600.0,MEAN,5.0,0.09162631929649381,0.1075992080116857,0.11576171326569905,0.11666477237956738,0.05031529077468347,0.03857346722191329,0.018566861058547452,0.012144467792882512,3.2889085314706724E-4,0.08228289645813686
6.0,0.0,10.0,900.0,MEAN,5.0,0.06486646648458777,0.07617440571494488,0.08450938586820042,0.08386866653722214,0.03930014120234929,0.03063999412557731,0.014748181969006995,0.00964669366358625,2.1638821957142807E-4,0.053126300075416716
6.0,0.0,10.0,1200.0,MEAN,5.0,0.06486646648458777,0.07617440571494488,0.08450938586820042,0.08386866653722214,0.03930014120234929,0.03063999412557731,0.014748181969006995,0.00964669366358625,2.1638821957142807E-4,0.053126300075416716
6.0,0.0,30.0,180.0,MEAN,5.0,0.02842382119384828,0.035631055410676106,0.051331061576199925,0.04687398538120752,0.02388963653485448,0.01813898350279298,0.008149652589098534,0.0053306368308242025,7.359885924087831E-5,0.026309504544741066
6.0,0.0,30.0,250.0,MEAN,5.0,0.02842382119384828,0.035631055410676106,0.051331061576199925,0.04687398538120752,0.02388963653485448,0.01813898350279298,0.008149652589098534,0.0053306368308242025,7.359885924087831E-5,0.026309504544741066
6.0,0.0,30.0,600.0,MEAN,5.0,0.02533275730436311,0.029636621016752185,0.032384727420479764,0.03243186176442218,0.014739012059295816,0.011444924862492292,0.0057695121946475855,0.0037738018724648176,3.9277497552845736E-5,0.023448370607334516
6.0,0.0,30.0,900.0,MEAN,5.0,0.017934218740450356,0.020981120912200054,0.023641784045923875,0.02331480998096038,0.011512310595746495,0.009091026962575544,0.004582886436794632,0.002997637379554167,2.584197062142351E-5,0.015139539646597444
6.0,0.0,30.0,1200.0,MEAN,5.0,0.017934218740450356,0.020981120912200054,0.023641784045923875,0.02331480998096038,0.011512310595746495,0.009091026962575544,0.004582886436794632,0.002997637379554167,2.584197062142351E-5,0.015139539646597444
6.0,0.0,50.0,180.0,MEAN,5.0,0.013155994828659206,0.016425054186625047,0.024060776479439917,0.021823122163106036,0.011765182356391716,0.009056606787199502,0.004276030067874787,0.002796924546208955,2.278249923386892E-5,0.012579366168470524
6.0,0.0,50.0,250.0,MEAN,5.0,0.013155994828659206,0.016425054186625047,0.024060776479439917,0.021823122163106036,0.011765182356391716,0.009056606787199502,0.004276030067874787,0.002796924546208955,2.278249923386892E-5,0.012579366168470524
6.0,0.0,50.0,600.0,MEAN,5.0,0.011725292733125217,0.01366176501083295,0.015179925446409141,0.01509930242768958,0.007258677392503413,0.005714332568452692,0.003027197460451776,0.001980070941729147,1.2158334614634657E-5,0.011211371898777259
6.0,0.0,50.0,900.0,MEAN,5.0,0.008300871561085969,0.009671788946665916,0.011081782921238284,0.010854676475367265,0.005669589543765868,0.0045390557017264965,0.002404588414922485,0.0015728262557725588,7.999372299472303E-6,0.007238669679725834
6.0,0.0,50.0,1200.0,MEAN,5.0,0.008300871561085969,0.009671788946665916,0.011081782921238284,0.010854676475367265,0.005669589543765868,0.0045390557017264965,0.002404588414922485,0.0015728262557725588,7.999372299472303E-6,0.007238669679725834
6.0,0.0,90.0,180.0,MEAN,5.0,0.004754865993847131,0.0058877117874183245,0.008921789228007286,0.007981585945491055,0.004822280672702827,0.003816899705027315,0.0019928686389924853,0.0013035229232002054,5.685402595544508E-6,0.004855927522247524
6.0,0.0,90.0,250.0,MEAN,5.0,0.004754865993847131,0.0058877117874183245,0.008921789228007286,0.007981585945491055,0.004822280672702827,0.003816899705027315,0.0019928686389924853,0.0013035229232002054,5.685402595544508E-6,0.004855927522247524
6.0,0.0,90.0,600.0,MEAN,5.0,0.004237778777716502,0.004897185359468717,0.005628749988407672,0.005522416964118453,0.0029751667793094403,0.0024083009020312678,0.0014108429518060852,9.228235583276743E-4,3.0341283660740786E-6,0.0043278499597125784
6.0,0.0,90.0,900.0,MEAN,5.0,0.003000117620836961,0.003466941730583596,0.004109149660165926,0.003969988004058941,0.0023238358106882134,0.001912981404195392,0.0011206723913813213,7.330248080484015E-4,1.996253859916115E-6,0.0027942946291158897
6.0,0.0,90.0,1200.0,MEAN,5.0,0.003000117620836961,0.003466941730583596,0.004109149660165926,0.003969988004058941,0.0023238358106882134,0.001912981404195392,0.0011206723913813213,7.330248080484015E-4,1.996253859916115E-6,0.0027942946291158897
6.0,0.0,120.0,180.0,MEAN,5.0,0.0026931392623092626,0.003314171562920177,0.005151721209890077,0.004561354281338168,0.003002753636184956,0.0024270769253145193,0.0013669566232634152,8.941177850764141E-4,2.8647144178256678E-6,0.0028902100705137128
6.0,0.0,120.0,250.0,MEAN,5.0,0.0026931392623092626,0.003314171562920177,0.005151721209890077,0.004561354281338168,0.003002753636184956,0.0024270769253145193,0.0013669566232634152,8.941177850764141E-4,2.8647144178256678E-6,0.0028902100705137128
6.0,0.0,120.0,600.0,MEAN,5.0,0.002400262894057953,0.0027566078372557217,0.003250216964263017,0.003155976823985258,0.001852586664106568,0.0015313820116456016,9.677311788753115E-4,6.329869166877304E-4,1.528811923123587E-6,0.002575902436748944
6.0,0.0,120.0,900.0,MEAN,5.0,0.0016992559972619976,0.0019515288975854629,0.0023727520251694647,0.0022687874192979457,0.0014470137480674305,0.0012164199699989699,7.686961990036741E-4,5.027993801361302E-4,1.0058561584756388E-6,0.0016631423018676301
6.0,0.0,120.0,1200.0,MEAN,5.0,0.0016992559972619976,0.0019515288975854629,0.0023727520251694647,0.0022687874192979457,0.0014470137480674305,0.0012164199699989699,7.686961990036741E-4,5.027993801361302E-4,1.0058561584756388E-6,0.0016631423018676301
6.0,0.0,150.0,180.0,MEAN,5.0,0.001658467670266003,0.0020282801597991994,0.0032343740397650853,0.0028342009544703737,0.0020331191981213066,0.0016781969790555214,0.0010196614048300762,6.669541529694075E-4,1.6812374545258506E-6,0.0018704217725377063
6.0,0.0,150.0,250.0,MEAN,5.0,0.001658467670266003,0.0020282801597991994,0.0032343740397650853,0.0028342009544703737,0.0020331191981213066,0.0016781969790555214,0.0010196614048300762,6.669541529694075E-4,1.6812374545258506E-6,0.0018704217725377063
6.0,0.0,150.0,600.0,MEAN,5.0,0.0014781108669890619,0.00168704995456731,0.0020405641036310446,0.0019609686016761893,0.0012543584886850739,0.0010588707094195545,7.218649930486607E-4,4.721673809721857E-4,8.972258631043375E-7,0.0016670151594800134
6.0,0.0,150.0,900.0,MEAN,5.0,0.0010464223571372891,0.0011943399033813782,0.0014896705858762696,0.001409712789811667,9.797511842760283E-4,8.410909014144824E-4,5.733977456375983E-4,3.7505588222202363E-4,5.90314705358406E-7,0.0010763153875831513
6.0,0.0,150.0,1200.0,MEAN,5.0,0.0010464223571372891,0.0011943399033813782,0.0014896705858762696,0.001409712789811667,9.797511842760283E-4,8.410909014144824E-4,5.733977456375983E-4,3.7505588222202363E-4,5.90314705358406E-7,0.0010763153875831513
6.0,0.0,200.0,180.0,MEAN,5.0,8.250989305233586E-4,9.98692340871357E-4,0.0016618121595710388,0.0014312492862060345,0.001184863960097249,0.0010128684662362606,6.984058830106353E-4,4.568229236938064E-4,8.44917574439497E-7,0.0010108820012331829
6.0,0.0,200.0,250.0,MEAN,5.0,8.250989305233586E-4,9.98692340871357E-4,0.0016618121595710388,0.0014312492862060345,0.001184863960097249,0.0010128684662362606,6.984058830106353E-4,4.568229236938064E-4,8.44917574439497E-7,0.0010108820012331829
6.0,0.0,200.0,600.0,MEAN,5.0,7.353701958820932E-4,8.306761076145139E-4,0.001048436018254877,9.902737866891885E-4,7.310167390374128E-4,6.390767977641574E-4,4.944335006664605E-4,3.2340586303906683E-4,4.509070969943963E-7,9.009495319415928E-4
6.0,0.0,200.0,900.0,MEAN,5.0,5.206022301364653E-4,5.880736485743194E-4,7.653884995763485E-4,7.11893918810179E-4,5.709807222242367E-4,5.076367446212498E-4,3.9274248977293647E-4,2.5689040828730453E-4,2.966667603465052E-7,5.817018754448828E-4
6.0,0.0,200.0,1200.0,MEAN,5.0,5.206022301364653E-4,5.880736485743194E-4,7.653884995763485E-4,7.11893918810179E-4,5.709807222242367E-4,5.076367446212498E-4,3.9274248977293647E-4,2.5689040828730453E-4,2.966667603465052E-7,5.817018754448828E-4
6.0,10.0,0.0,180.0,MEAN,5.0,0.24382107856564755,0.304029412217662,0.4060907538944464,0.37965237636763943,0.17464429039500212,0.13005749719268947,0.0514740157759879,0.032064764258561584,0.0019217078580908138,0.20443543370801887
6.0,10.0,0.0,250.0,MEAN,5.0,0.24382107856564755,0.304029412217662,0.4060907538944464,0.37965237636763943,0.17464429039500212,0.13005749719268947,0.0514740157759879,0.032064764258561584,0.0019217078580908138,0.20443543370801887
6.0,10.0,0.0,600.0,MEAN,5.0,0.21845788433311217,0.2550292304261256,0.26168018597191334,0.2671609668068092,0.10834816261479299,0.08206073305843956,0.03644081247393324,0.02270011468411985,0.001025557684887637,0.18316928377687997
6.0,10.0,0.0,900.0,MEAN,5.0,0.1571292904357987,0.18343380986030644,0.19381508057306315,0.1949918868836627,0.08486874914361266,0.06518315723049078,0.028945966244337963,0.018031342025075656,6.747484746904724E-4,0.12066442659409075
6.0,10.0,0.0,1200.0,MEAN,5.0,0.1571292904357987,0.18343380986030644,0.19381508057306315,0.1949918868836627,0.08486874914361266,0.06518315723049078,0.028945966244337963,0.018031342025075656,6.747484746904724E-4,0.12066442659409075
6.0,10.0,10.0,180.0,MEAN,5.0,0.1295448763925586,0.16188591887870885,0.21958352151473223,0.20422313469169626,0.09302125819710415,0.06892688908656616,0.027614582873854907,0.017201981943707725,6.193852891071847E-4,0.10995362982046791
6.0,10.0,10.0,250.0,MEAN,5.0,0.1295448763925586,0.16188591887870885,0.21958352151473223,0.20422313469169626,0.09302125819710415,0.06892688908656616,0.027614582873854907,0.017201981943707725,6.193852891071847E-4,0.10995362982046791
6.0,10.0,10.0,600.0,MEAN,5.0,0.11545699261528791,0.13465084237497596,0.13853507548694072,0.14130090325269118,0.05739063649368076,0.043489926901340584,0.019549627533072003,0.012178070600099938,3.305472996198807E-4,0.09799627572870248
6.0,10.0,10.0,900.0,MEAN,5.0,0.0817372911996636,0.09532549622313731,0.10113459640783636,0.10157923505608082,0.04482653450209622,0.03454527686382991,0.01552882112786229,0.009673385322125055,2.1747805074075964E-4,0.06327170985388293
6.0,10.0,10.0,1200.0,MEAN,5.0,0.0817372911996636,0.09532549622313731,0.10113459640783636,0.10157923505608082,0.04482653450209622,0.03454527686382991,0.01552882112786229,0.009673385322125055,2.1747805074075964E-4,0.06327170985388293
6.0,10.0,30.0,180.0,MEAN,5.0,0.0358164437780923,0.044589097953545605,0.06142922637955412,0.056772377285142415,0.02724900174934173,0.020450924519249403,0.00858102358489221,0.005345386292457864,7.3969537140936E-5,0.031333771325900386
6.0,10.0,30.0,250.0,MEAN,5.0,0.0358164437780923,0.044589097953545605,0.06142922637955412,0.056772377285142415,0.02724900174934173,0.020450924519249403,0.00858102358489221,0.005345386292457864,7.3969537140936E-5,0.031333771325900386
6.0,10.0,30.0,600.0,MEAN,5.0,0.031921439117839304,0.03708759626390748,0.03875565185807871,0.039280506600310086,0.016811614726802582,0.012903661026830483,0.0060748994726253,0.0037842436916503,3.947531719927189E-5,0.027926253089476962
6.0,10.0,30.0,900.0,MEAN,5.0,0.022598648254949255,0.026256007427974203,0.02829274243661769,0.028238204577781693,0.013131173892276736,0.010249742284922758,0.004825464174217924,0.0030059316113550815,2.597212273929734E-5,0.018030703408312924
6.0,10.0,30.0,1200.0,MEAN,5.0,0.022598648254949255,0.026256007427974203,0.02829274243661769,0.028238204577781693,0.013131173892276736,0.010249742284922758,0.004825464174217924,0.0030059316113550815,2.597212273929734E-5,0.018030703408312924
6.0,10.0,50.0,180.0,MEAN,5.0,0.016577677783433522,0.02055449499259784,0.02879416166036723,0.02643151664847179,0.013419604527800527,0.010210935016122587,0.004502365525522416,0.002804663421055579,2.289724243860307E-5,0.01498161937171146
6.0,10.0,50.0,250.0,MEAN,5.0,0.016577677783433522,0.02055449499259784,0.02879416166036723,0.02643151664847179,0.013419604527800527,0.010210935016122587,0.004502365525522416,0.002804663421055579,2.289724243860307E-5,0.01498161937171146
6.0,10.0,50.0,600.0,MEAN,5.0,0.014774870876564086,0.017096484268154136,0.018166214530513012,0.018287826119238713,0.008279393982309393,0.006442664442432527,0.003187430693550067,0.001985549645552691,1.2219569611883747E-5,0.01335238231980053
6.0,10.0,50.0,900.0,MEAN,5.0,0.010459807551883513,0.012103383965429471,0.01326185998992577,0.01314686138070036,0.006466848299291917,0.005117590273478327,0.0025318661961136173,0.0015771781449092919,8.039660838674295E-6,0.008621022112466776
6.0,10.0,50.0,1200.0,MEAN,5.0,0.010459807551883513,0.012103383965429471,0.01326185998992577,0.01314686138070036,0.006466848299291917,0.005117590273478327,0.0025318661961136173,0.0015771781449092919,8.039660838674295E-6,0.008621022112466776
6.0,10.0,90.0,180.0,MEAN,5.0,0.0059915374987599135,0.0073679478361109736,0.010676938940457039,0.009667059562912198,0.00550039069429051,0.004303390416174072,0.0020983535930920133,0.0013071296707529863,5.714036912935238E-6,0.005783253055887125
6.0,10.0,90.0,250.0,MEAN,5.0,0.0059915374987599135,0.0073679478361109736,0.010676938940457039,0.009667059562912198,0.00550039069429051,0.004303390416174072,0.0020983535930920133,0.0013071296707529863,5.714036912935238E-6,0.005783253055887125
6.0,10.0,90.0,600.0,MEAN,5.0,0.0053399634166332866,0.006128392077451427,0.006736072597261977,0.006688587216620566,0.003393535295344759,0.002715255789250706,0.0014855205803767989,9.253769400530026E-4,3.0494096400345956E-6,0.005154329711524248
6.0,10.0,90.0,900.0,MEAN,5.0,0.003780404589571055,0.004338569336284886,0.00491752706744795,0.00480833142202336,0.002650614042546872,0.0021568043379003995,0.001179990940257293,7.350530312468588E-4,2.006307917769834E-6,0.0033279147760846076
6.0,10.0,90.0,1200.0,MEAN,5.0,0.003780404589571055,0.004338569336284886,0.00491752706744795,0.00480833142202336,0.002650614042546872,0.0021568043379003995,0.001179990940257293,7.350530312468588E-4,2.006307917769834E-6,0.0033279147760846076
6.0,10.0,120.0,180.0,MEAN,5.0,0.0033935856237355235,0.004147391053974368,0.006165199758764004,0.0055245766726537155,0.00342500142125936,0.002736424948750648,0.001439311295237121,8.965917401375994E-4,2.8791424447763136E-6,0.0034421469731323027
6.0,10.0,120.0,250.0,MEAN,5.0,0.0033935856237355235,0.004147391053974368,0.006165199758764004,0.0055245766726537155,0.00342500142125936,0.002736424948750648,0.001439311295237121,8.965917401375994E-4,2.8791424447763136E-6,0.0034421469731323027
6.0,10.0,120.0,600.0,MEAN,5.0,0.0030245363707914787,0.003449649623291204,0.003889619804258112,0.003822425285524995,0.0021130977517132216,0.001726567419033058,0.0010189543638795928,6.347383427440517E-4,1.5365117271571207E-6,0.0030678167189983987
6.0,10.0,120.0,900.0,MEAN,5.0,0.0021412077734183264,0.0024421649084113367,0.0028395345200548424,0.0027478878593456945,0.0016504930954007557,0.001371461250092988,8.093842211250802E-4,5.041905873036986E-4,1.010922115372655E-6,0.0019807488385245376
6.0,10.0,120.0,1200.0,MEAN,5.0,0.0021412077734183264,0.0024421649084113367,0.0028395345200548424,0.0027478878593456945,0.0016504930954007557,0.001371461250092988,8.093842211250802E-4,5.041905873036986E-4,1.010922115372655E-6,0.0019807488385245376
6.0,10.0,150.0,180.0,MEAN,5.0,0.0020898109956701354,0.0025382122892554423,0.0038706601613905495,0.003432699920446956,0.0023190168048559307,0.0018920949865692442,0.001073633319677378,6.687995637529277E-4,1.6897049440436205E-6,0.0022276120024995517
6.0,10.0,150.0,250.0,MEAN,5.0,0.0020898109956701354,0.0025382122892554423,0.0038706601613905495,0.003432699920446956,0.0023190168048559307,0.0018920949865692442,0.001073633319677378,6.687995637529277E-4,1.6897049440436205E-6,0.0022276120024995517
6.0,10.0,150.0,600.0,MEAN,5.0,0.001862546010413226,0.00211119302557025,0.002441996530265857,0.0023750668605045087,0.0014307466169530584,0.0011938312282300174,7.600741826399477E-4,4.734738317568355E-4,9.017447075843073E-7,0.001985361287025718
6.0,10.0,150.0,900.0,MEAN,5.0,0.0013185815962935374,0.0014946102024736528,0.0017827278228974962,0.00170740221289067,0.0011175239813844139,9.482938520786707E-4,6.037483837558908E-4,3.7609363296754863E-4,5.932878032788397E-7,0.0012818569111298413
6.0,10.0,150.0,1200.0,MEAN,5.0,0.0013185815962935374,0.0014946102024736528,0.0017827278228974962,0.00170740221289067,0.0011175239813844139,9.482938520786707E-4,6.037483837558908E-4,3.7609363296754863E-4,5.932878032788397E-7,0.0012818569111298413
6.0,10.0,200.0,180.0,MEAN,5.0,0.0010396951646617406,0.0012497746726645074,0.0019887341546413096,0.001733486576930928,0.001351479754592197,0.0011419656756254397,7.353733534553812E-4,4.580869175467425E-4,8.491729701812968E-7,0.0012039278584757872
6.0,10.0,200.0,250.0,MEAN,5.0,0.0010396951646617406,0.0012497746726645074,0.0019887341546413096,0.001733486576930928,0.001351479754592197,0.0011419656756254397,7.353733534553812E-4,4.580869175467425E-4,8.491729701812968E-7,0.0012039278584757872
6.0,10.0,200.0,600.0,MEAN,5.0,9.26629290877895E-4,0.0010395172947640367,0.001254690854469271,0.0011993901644225193,8.338124513433451E-4,7.205316301801572E-4,5.20604465527164E-4,3.243007021587404E-4,4.531780737127704E-7,0.0010730018333118961
6.0,10.0,200.0,900.0,MEAN,5.0,6.560033001638686E-4,7.359218866226028E-4,9.159604723737633E-4,8.622247461359112E-4,6.512721395333446E-4,5.723386178640131E-4,4.135308260917703E-4,2.5760120426559754E-4,2.981609113819484E-7,6.927881714397642E-4
6.0,10.0,200.0,1200.0,MEAN,5.0,6.560033001638686E-4,7.359218866226028E-4,9.159604723737633E-4,8.622247461359112E-4,6.512721395333446E-4,5.723386178640131E-4,4.135308260917703E-4,2.5760120426559754E-4,2.981609113819484E-7,6.927881714397642E-4
6.0,50.0,0.0,180.0,MEAN,5.0,0.5355287448133942,0.6362735492545297,0.6603589628678213,0.6628054504277703,0.2798880042291989,0.21015290233914272,0.06326857476293644,0.03242112281243322,0.001960715755911266,0.34857000961707485
6.0,50.0,0.0,250.0,MEAN,5.0,0.5355287448133942,0.6362735492545297,0.6603589628678213,0.6628054504277703,0.2798880042291989,0.21015290233914272,0.06326857476293644,0.03242112281243322,0.001960715755911266,0.34857000961707485
6.0,50.0,0.0,600.0,MEAN,5.0,0.49665107224683147,0.563992870975182,0.4884591553855977,0.5208009241764677,0.1800332780105292,0.13259751719471102,0.04479072078741352,0.022952397220062506,0.0010463750267185748,0.32326494274314166
6.0,50.0,0.0,900.0,MEAN,5.0,0.39614770960556717,0.449862079346617,0.3975271234289708,0.41960179931982566,0.1436521132588719,0.10532595176209728,0.03557853417509435,0.01823173716650275,6.884448955301005E-4,0.24276118761233323
6.0,50.0,0.0,1200.0,MEAN,5.0,0.39614770960556717,0.449862079346617,0.3975271234289708,0.41960179931982566,0.1436521132588719,0.10532595176209728,0.03557853417509435,0.01823173716650275,6.884448955301005E-4,0.24276118761233323
6.0,50.0,10.0,180.0,MEAN,5.0,0.3173820043969798,0.38415407192467343,0.42918019195292595,0.42078824441336793,0.15567438594569297,0.11137524635960987,0.033942082714222874,0.0173931598160836,6.319579171303576E-4,0.21373913137828093
6.0,50.0,10.0,250.0,MEAN,5.0,0.3173820043969798,0.38415407192467343,0.42918019195292595,0.42078824441336793,0.15567438594569297,0.11137524635960987,0.033942082714222874,0.0173931598160836,6.319579171303576E-4,0.21373913137828093
6.0,50.0,10.0,600.0,MEAN,5.0,0.28489956370312647,0.3232068956419401,0.2786378431035675,0.2978869410261929,0.0967691505837259,0.07027302968388682,0.024029154370751805,0.012313414168915966,3.3725693305043197E-4,0.19186401381406407
6.0,50.0,10.0,900.0,MEAN,5.0,0.2060725954295593,0.233780926091795,0.20743352411115074,0.21858770887474377,0.075875118654114,0.05581985161752881,0.019087035773236526,0.009780892540223976,2.2189254149999226E-4,0.12729447990551188
6.0,50.0,10.0,1200.0,MEAN,5.0,0.2060725954295593,0.233780926091795,0.20743352411115074,0.21858770887474377,0.075875118654114,0.05581985161752881,0.019087035773236526,0.009780892540223976,2.2189254149999226E-4,0.12729447990551188
6.0,50.0,30.0,180.0,MEAN,5.0,0.09029890053952194,0.10935249252494873,0.12599527129121194,0.12216811704951842,0.0461227097722841,0.03304554705424996,0.01054724649007344,0.005404793375999947,7.547101205788115E-5,0.0630394868989612
6.0,50.0,30.0,250.0,MEAN,5.0,0.09029890053952194,0.10935249252494873,0.12599527129121194,0.12216811704951842,0.0461227097722841,0.03304554705424996,0.01054724649007344,0.005404793375999947,7.547101205788115E-5,0.0630394868989612
6.0,50.0,30.0,600.0,MEAN,5.0,0.08047897981829474,0.09095544156202798,0.07949032012474835,0.08452747194306655,0.02845598653413072,0.020850330616244833,0.007466878689507884,0.003826300686006474,4.027660920276557E-5,0.05618400183816916
6.0,50.0,30.0,900.0,MEAN,5.0,0.05697475449389786,0.06439152142063556,0.0580302238684958,0.060765612558371984,0.022226330636772963,0.01656200631181939,0.00593115256833716,0.0030393386694398303,2.649931937104826E-5,0.03627543839090476
6.0,50.0,30.0,1200.0,MEAN,5.0,0.05697475449389786,0.06439152142063556,0.0580302238684958,0.060765612558371984,0.022226330636772963,0.01656200631181939,0.00593115256833716,0.0030393386694398303,2.649931937104826E-5,0.03627543839090476
